80000,cos_iw9_001,0,0,0,0,0
80001,cos_iw9_002,0,0,0,0,0
80002,cos_iw9_003,0,0,0,0,0
80003,cos_iw9_004,0,0,0,0,0
80004,cos_iw9_005,0,0,0,0,0
80005,cos_iw9_006,0,0,0,0,0
80006,cos_iw9_007,0,0,0,0,0
80007,cos_iw9_008,0,0,0,0,0
80008,cos_iw9_009,0,0,0,0,0
80009,cos_iw9_010,0,0,0,0,0
80010,cos_iw9_011,0,0,0,0,0
80011,cos_iw9_012,0,0,0,0,0
80012,cos_iw9_013,0,0,0,0,0
80013,cos_iw9_014,0,0,0,0,0
80014,cos_iw9_015,0,0,0,0,0
80015,cos_iw9_016,0,0,0,0,0
80016,cos_iw9_017,0,0,0,0,0
80017,cos_iw9_018,0,0,0,0,0
80018,cos_iw9_019,0,0,0,0,0
80019,cos_iw9_020,0,0,0,0,0
80020,cos_iw9_021,0,0,0,0,0
80021,cos_iw9_022,0,0,0,0,0
80022,cos_iw9_023,0,0,0,0,0
80023,cos_iw9_024,0,0,0,0,0
80024,cos_iw9_025,0,0,0,0,0
80025,cos_iw9_026,0,0,0,0,0
80026,cos_iw9_027,0,0,0,0,0
80027,cos_iw9_028,0,0,0,0,0
80028,cos_iw9_029,0,0,0,0,0
80029,cos_iw9_030,0,0,0,0,0
80030,cos_iw9_031,0,0,0,0,0
80031,cos_iw9_032,0,0,0,0,0
80032,cos_iw9_033,0,0,0,0,0
80033,cos_iw9_034,0,0,0,0,0
80034,cos_iw9_035,0,0,0,0,0
80035,cos_iw9_036,0,0,0,0,0
80036,cos_iw9_037,0,0,0,0,0
80037,cos_iw9_038,0,0,0,0,0
80038,cos_iw9_039,0,0,0,0,0
80039,cos_iw9_040,0,0,0,0,0
80040,cos_iw9_041,0,0,0,0,0
80041,cos_iw9_042,0,0,0,0,0
80042,cos_iw9_043,0,0,0,0,0
80043,cos_iw9_044,0,0,0,0,0
80044,cos_iw9_045,0,0,0,0,0
80045,cos_iw9_046,0,0,0,0,0
80046,cos_iw9_047,0,0,0,0,0
80047,cos_iw9_048,0,0,0,0,0
80048,cos_iw9_049,0,0,0,0,0
80049,cos_iw9_050,0,0,0,0,0
80050,cos_iw9_051,0,0,0,0,0
80051,cos_iw9_052,0,0,0,0,0
80052,cos_iw9_053,0,0,0,0,0
80053,cos_iw9_054,0,0,0,0,0
80054,cos_iw9_055,0,0,0,0,0
80055,cos_iw9_056,0,0,0,0,0
80056,cos_iw9_057,0,0,0,0,0
80057,cos_iw9_058,0,0,0,0,0
80058,cos_iw9_059,0,0,0,0,0
80059,cos_iw9_060,0,0,0,0,0
80060,cos_iw9_061,0,0,0,0,0
80061,cos_iw9_062,0,0,0,0,0
80062,cos_iw9_063,0,0,0,0,0
80063,cos_iw9_064,0,0,0,0,0
80064,cos_iw9_065,0,0,0,0,0
80065,cos_iw9_066,0,0,0,0,0
80066,cos_iw9_067,0,0,0,0,0
80067,cos_iw9_068,0,0,0,0,0
80068,cos_iw9_069,0,0,0,0,0
80069,cos_iw9_070,0,0,0,0,0
80070,cos_iw9_071,0,0,0,0,0
80071,cos_iw9_072,0,0,0,0,0
80072,cos_iw9_073,0,0,0,0,0
80073,cos_iw9_074,0,0,0,0,0
80074,cos_iw9_075,0,0,0,0,0
80075,cos_iw9_076,0,0,0,0,0
80076,cos_iw9_077,0,0,0,0,0
80077,cos_iw9_078,0,0,0,0,0
80078,cos_iw9_079,0,0,0,0,0
80079,cos_iw9_080,0,0,0,0,0
80080,cos_iw9_081,0,0,0,0,0
80081,cos_iw9_082,0,0,0,0,0
80082,cos_iw9_083,0,0,0,0,0
80083,cos_iw9_084,0,0,0,0,0
80084,cos_iw9_085,0,0,0,0,0
80085,cos_iw9_086,0,0,0,0,0
80086,cos_iw9_087,0,0,0,0,0
80087,cos_iw9_088,0,0,0,0,0
80088,cos_iw9_089,0,0,0,0,0
80089,cos_iw9_090,0,0,0,0,0
80090,cos_iw9_091,0,0,0,0,0
80091,cos_iw9_092,0,0,0,0,0
80092,cos_iw9_093,0,0,0,0,0
80093,cos_iw9_094,0,0,0,0,0
80094,cos_iw9_095,0,0,0,0,0
80095,cos_iw9_096,0,0,0,0,0
80096,cos_iw9_097,0,0,0,0,0
80097,cos_iw9_098,0,0,0,0,0
80098,cos_iw9_099,0,0,0,0,0
80099,cos_iw9_100,0,0,0,0,0
80100,cos_iw9_101,0,0,0,0,0
80101,cos_iw9_102,0,0,0,0,0
80102,cos_iw9_103,0,0,0,0,0
80103,cos_iw9_104,0,0,0,0,0
80104,cos_iw9_105,0,0,0,0,0
80105,cos_iw9_106,0,0,0,0,0
80106,cos_iw9_107,0,0,0,0,0
80107,cos_iw9_108,0,0,0,0,0
80108,cos_iw9_109,0,0,0,0,0
80109,cos_iw9_110,0,0,0,0,0
80110,cos_iw9_111,0,0,0,0,0
80111,cos_iw9_112,0,0,0,0,0
80112,cos_iw9_113,0,0,0,0,0
