106,IW9_AE_KIND_ACCOUNT_CHALLENGE,1,0,1,0,,,0,1,0,0,0,0
107,IW9_AE_KIND_BATTLEMAP_SECTOR,0,0,1,1,,,0,1,0,0,0,0
108,IW9_AE_KIND_BATTLEMAP_TOKEN_PURCHASE,0,0,1,0,,,0,1,0,0,0,0
109,IW9_AE_KIND_BATTLEPASS,0,0,1,0,,,0,0,0,0,0,0
110,IW9_AE_KIND_BR,1,1,1,0,br_challenges.csv,5,1,1,0,1,0,0
111,IW9_AE_KIND_BR_DAILY,1,0,1,0,br_daily_challenges.csv,5,1,1,0,0,0,0
112,IW9_AE_KIND_BR_TUTORIAL,0,0,1,0,,,0,1,0,0,0,0
113,IW9_AE_KIND_BR_WEEKLY,1,0,1,0,br_weekly_challenges.csv,5,1,1,0,0,0,0
114,IW9_AE_KIND_CLAN,0,0,0,0,,,0,1,0,0,0,0
115,IW9_AE_KIND_CLAN_PROGRESSION,0,0,1,0,,,0,1,0,0,0,0
116,IW9_AE_KIND_COMMUNITY,0,0,1,0,com_challenges.csv,,0,1,0,0,0,0
117,IW9_AE_KIND_CP_DAILY,1,0,1,0,cp_daily_challenges.csv,5,1,1,0,0,0,0
118,IW9_AE_KIND_CP_REWARD,0,0,0,0,,,0,1,0,0,0,0
119,IW9_AE_KIND_DAILY,1,0,1,0,daily_challenges.csv,5,1,1,0,1,0,0
120,IW9_AE_KIND_DAILY_BONUS,0,0,0,0,,,0,0,0,0,0,0
121,IW9_AE_KIND_DAILY_CHURN_LOGIN,0,0,1,0,,,0,1,0,0,0,0
122,IW9_AE_KIND_DAILY_LOGIN,0,0,1,0,,,0,1,0,0,0,0
123,IW9_AE_KIND_DAILY_RESET,0,0,1,0,,,0,0,0,0,1,0
124,IW9_AE_KIND_ELDER,1,0,1,1,,,1,1,0,0,0,0
125,IW9_AE_KIND_GAMES_OF_SUMMER,0,0,0,0,,,0,1,0,0,0,0
126,IW9_AE_KIND_GUNSMITH,1,0,1,1,,,1,2,0,0,0,0
127,IW9_AE_KIND_GUN_UNLOCK,1,0,1,0,,,1,1,0,0,0,0
128,IW9_AE_KIND_HAPPY_HOUR,0,0,0,0,,,0,1,0,0,0,0
129,IW9_AE_KIND_HIDDEN,0,0,0,0,,,0,1,0,0,0,0
130,IW9_AE_KIND_HIGHFIVE,0,0,0,0,,,0,1,0,0,0,0
131,IW9_AE_KIND_INIT,0,0,1,1,,,0,0,1,0,0,0
132,IW9_AE_KIND_KEY_EARNING,0,0,0,0,,,0,1,0,0,0,0
133,IW9_AE_KIND_LEAGUEPLAY,1,1,1,0,,,0,0,0,0,0,0
134,IW9_AE_KIND_MP_PROGRESSION,1,1,1,0,,,1,0,0,0,0,0
135,IW9_AE_KIND_OPERATOR_CHALLENGE,1,0,1,0,,,0,1,0,0,0,0
136,IW9_AE_KIND_OPERATOR_PROGRESSION,1,0,1,0,,,1,1,0,0,0,0
137,IW9_AE_KIND_OPERATOR_UNLOCK,1,0,1,0,,,1,1,0,0,0,0
138,IW9_AE_KIND_PMC_MISSION,1,1,1,1,pmc_mission_challenges.csv,6,1,0,0,0,0,0
139,IW9_AE_KIND_QUEST,1,0,1,1,quest_challenges.csv,8,1,1,0,0,0,0
140,IW9_AE_KIND_REJOIN,0,0,1,0,,,0,0,0,0,0,0
141,IW9_AE_KIND_RETICLE,0,0,1,0,,,1,1,0,0,0,0
142,IW9_AE_KIND_SEASON_REWARDS,0,0,0,0,,,0,1,0,0,0,0
143,IW9_AE_KIND_SPECIAL_EVENT,0,0,1,1,,,0,1,0,0,0,0
144,IW9_AE_KIND_SP_REWARD,0,0,0,0,,,0,1,0,0,0,0
145,IW9_AE_KIND_STICKER_BOOK,1,1,1,0,,,1,1,0,0,0,0
146,IW9_AE_KIND_TOKENS,0,0,1,0,,,0,1,0,0,0,0
147,IW9_AE_KIND_TOURNAMENT,0,0,0,0,,,0,1,0,0,0,0
148,IW9_AE_KIND_TRIALS,0,0,1,0,,,0,1,0,0,0,0
149,IW9_AE_KIND_WEAPON_MASTERY,0,0,1,1,,,0,1,0,0,0,0
150,IW9_AE_KIND_WEEKLY,1,0,1,0,weekly_challenges.csv,5,1,1,0,0,0,0
151,IW9_AE_KIND_GIVE_LOOT,0,0,0,0,,,0,0,0,0,0,0
152,IW9_AE_KIND_CONVERTER,0,0,0,0,,,0,1,0,0,0,0
202,IW9_AE_KIND_PRESTIGE,1,1,1,0,,,1,1,0,0,0,0
203,IW9_AE_KIND_WC_GAMBLE,0,0,1,0,,,0,0,0,0,0,0
205,IW9_AE_KIND_SEASONAL,1,1,1,1,seasonal_challenges.csv,5,1,1,0,1,0,0
208,IW9_AE_KIND_CP_RAID,0,1,1,0,,,0,1,0,0,0,0
213,IW9_AE_KIND_PMC_MISSION_DAILY,1,1,1,1,pmc_mission_challenges.csv,6,1,0,0,0,0,0
214,IW9_AE_KIND_PMC_MISSION_WEEKLY,1,1,1,1,pmc_mission_challenges.csv,6,1,0,0,0,0,0
216,IW9_AE_KIND_WZ_LEAGUEPLAY,1,1,1,0,,,0,0,0,0,0,0
220,IW9_AE_KIND_ENDOWMENT,1,0,0,0,endowment_challenges.csv,,0,1,1,0,0,0
223,IW9_AE_KIND_ITEM_PURCHASE,0,0,1,0,,,0,1,0,0,0,0
225,IW9_AE_KIND_DMZ_FOB,1,1,1,0,dmz_fob_challenges.csv,,0,1,0,0,0,0
229,IW9_AE_KIND_TROPHY_XP_CONVERSION,0,0,1,0,,,0,1,0,0,0,0
236,IW9_AE_KIND_SECRET,1,0,0,0,secret_challenges.csv,5,1,1,0,0,0,0
237,IW9_AE_KIND_LOGIN_REWARD,0,0,1,0,,,0,0,0,0,0,0
238,IW9_AE_KIND_PMC_REPUTATION,1,1,1,0,,,0,1,0,0,0,0
240,IW9_AE_KIND_EVENTS,0,1,1,1,,,0,0,1,0,0,1
243,IW9_AE_KIND_FACTION,1,1,1,1,,,1,1,0,1,0,0
249,IW9_AE_KIND_CHAMPIONS_QUEST,0,0,1,0,,,0,0,0,0,0,0
254,IW9_AE_KIND_FREE_TRIAL,0,0,1,1,,,0,1,0,0,0,0
