17179,jup_wc_equip_semtex_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,3,,27258,1,equipment,0
22151,jup_wc_equip_flash_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,3,,27262,2,equipment,0
23401,jup_wc_super_emp_pulse_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,5,,27430,3,super,0
17180,jup_wc_killstreak_airdrop_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,2,,27326,4,killstreak,0
17618,jup_wc_jup_jp08_ar_qbravo97,,CHALLENGE/WIN_CHALLENGE_DESC,3,,17214,5,weapondata,0
17181,jup_wc_equip_at_mine_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,5,,27260,6,equipment,0
14691,jup_wc_equip_shockstick_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,3,,27299,7,equipment,0
17184,jup_wc_super_deployed_decoy_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,5,,27438,8,super,0
17182,jup_wc_killstreak_cluster_spike_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,8,,27327,9,killstreak,0
16380,jup_wc_perk_ghost_camo_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,3,,27398,10,perk,0
14682,jup_wc_jup_jp07_sm_uzulu,,CHALLENGE/WIN_CHALLENGE_DESC,3,,17213,11,weapondata,0
17207,jup_wc_equip_adrenaline_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,3,,27268,12,equipment,0
15455,jup_wc_super_trophy_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,3,,27416,13,super,0
15760,jup_wc_jup_jp19_br_acharlie450,,CHALLENGE/WIN_CHALLENGE_DESC,8,,17192,14,weapondata,0
17195,jup_wc_killstreak_pac_sentry_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,8,,27333,15,killstreak,0
17198,jup_wc_perk_tac_gloves_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,3,,27374,16,perk,0
23403,jup_wc_jup_jp23_me_kalpha,,CHALLENGE/WIN_CHALLENGE_DESC,5,,28186,17,weapondata,0
17186,jup_wc_equip_c4_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,5,,27251,18,equipment,0
17196,jup_wc_killstreak_toma_strike_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,5,,27329,19,killstreak,0
17206,jup_wc_jup_jp36_sn_boscar,,CHALLENGE/WIN_CHALLENGE_DESC,5,,32080,20,weapondata,0
14689,jup_wc_equip_breacher_drone_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,3,,27310,21,equipment,0
15752,jup_wc_jup_jp01_dm_slima8,,CHALLENGE/WIN_CHALLENGE_DESC,3,,17202,22,weapondata,0
17187,jup_wc_equip_gas_grenade_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,5,,27267,23,equipment,0
16389,jup_wc_perk_signal_jammer_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,3,,27369,24,perk,0
17194,jup_wc_killstreak_juggernaut_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,5,,27341,25,killstreak,0
15753,jup_wc_jup_jp01_lm_mgolf36,,CHALLENGE/WIN_CHALLENGE_DESC,5,,17207,26,weapondata,0
17185,jup_wc_equip_bunkerbuster_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,3,,27302,27,equipment,0
15759,jup_wc_jup_jp13_sn_svictor,,CHALLENGE/WIN_CHALLENGE_DESC,3,,17190,28,weapondata,0
17201,jup_wc_super_loadout_drop_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,8,,27439,29,super,0
23397,jup_wc_perk_covert_ops_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,5,,33536,30,perk,0
15757,jup_wc_jup_jp07_pi_uzulum,,CHALLENGE/WIN_CHALLENGE_DESC,3,,17191,31,weapondata,0
17191,jup_wc_killstreak_directional_uav_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,3,,27339,32,killstreak,0
15603,jup_wc_jup_cp01_sh_aromeo410,,CHALLENGE/WIN_CHALLENGE_DESC,3,,30275,33,weapondata,0
17205,jup_wc_super_tac_camera_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,5,,27427,34,super,0
16379,jup_wc_perk_canvas_sneakers_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,3,,27375,35,perk,0
15747,jup_wc_equip_tracker_grenade_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,3,,27307,36,equipment,0
17209,jup_wc_jup_jp02_sm_scharlie3,,CHALLENGE/WIN_CHALLENGE_DESC,3,,17199,37,weapondata,0
17199,jup_wc_super_hb_sensor_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,8,,27442,38,super,0
17189,jup_wc_killstreak_airdrop_multiple_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,8,,27344,39,killstreak,0
15754,jup_wc_jup_jp02_br_bromeo2,,CHALLENGE/WIN_CHALLENGE_DESC,3,,17186,40,weapondata,0
16391,jup_wc_perk_taccom_system_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,8,,27385,41,perk,0
15756,jup_wc_jup_jp04_sm_lwhiskey,,CHALLENGE/WIN_CHALLENGE_DESC,5,,17185,42,weapondata,0
17203,jup_wc_super_sound_veil_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,5,,27433,43,super,0
17193,jup_wc_killstreak_hover_jet_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,8,,27336,44,killstreak,0
15755,jup_wc_jup_jp02_dm_bromeop,,CHALLENGE/WIN_CHALLENGE_DESC,5,,17180,45,weapondata,0
16383,jup_wc_perk_intel_jacker_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,8,,27387,46,perk,0
17188,jup_wc_equip_molotov_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,5,,27257,47,equipment,0
17204,jup_wc_super_suppression_rounds_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,5,,27428,48,super,0
17192,jup_wc_killstreak_gunship_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,5,,27340,49,killstreak,0
26621,jup_wc_jup_cp06_ar_falpha,,CHALLENGE/WIN_CHALLENGE_DESC,3,,46570,50,weapondata,0
17190,jup_wc_killstreak_assault_drone_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,5,,27256,51,killstreak,0
23398,jup_wc_perk_marksman_gloves_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,5,,31565,52,perk,0
17202,jup_wc_super_recon_drone_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,5,,27411,53,super,0
26633,jup_wc_equip_snapshot_grenade_jup_mp,,CHALLENGE/WIN_CHALLENGE_DESC,5,,27265,54,equipment,0
23408,jup_wc_jup_playercard_opc_launchwinchallengeshop_03,,CHALLENGE/WIN_CHALLENGE_DESC,30,,41391,55,playercard,0
23407,jup_wc_jup_emblem_opc_launchwinchallengeshop_05,,CHALLENGE/WIN_CHALLENGE_DESC,60,,41847,56,emblem,0
23409,jup_wc_jup_vinyl_rh_graffiti_01,,CHALLENGE/WIN_CHALLENGE_DESC,90,,39743,57,weaponstickersdata,0
23439,jup_wc_jup_las_minireddot01,,CHALLENGE/WIN_CHALLENGE_DESC,3,,21779,58,attachmentdata,0
24290,jup_wc_jup_las_twofivex01,,CHALLENGE/WIN_CHALLENGE_DESC,2,,21774,59,attachmentdata,0
15761,jup_wc_jup_jp19_dm_acharlied,,CHALLENGE/WIN_CHALLENGE_DESC,3,,17218,60,weapondata,0
26622,jup_wc_jup_jp19_dm_acharlied_mag_20_68r_amp,,CHALLENGE/WIN_CHALLENGE_DESC,3,,48089,61,attachmentdata,0
