legend,hud_icon_minimap_player_friendly,MPUI/PLAYER_ICON,
legend,ui_mp_br_mapmenu_ping_navigation_squadleader,MPUI/PLAYER_PING_ICON,
legend,icon_waypoint_objective_general,MPUI/OBJECTIVE,
legend,ui_map_icon_poi_shop,MP_INGAME_ONLY/ARMORY_KIOSK,
legend,ui_map_icon_ammo_cache,MP_BR_INGAME/AMMO_CACHE,
legend,hud_icon_minimap_fieldupgrade_loadout_drop,CP_LOADOUT/LOADOUT_CRATE,
legend,hud_icon_loot_dog_tag,MP/BR_DOGTAG,
vehicles,,LUA_MENU/VEHICLES,
vehicles,hud_icon_minimap_vehicle_suv_1996,VEHICLES/SUV_1996,
vehicles,hud_icon_minimap_vehicle_mil_cargo_truck,VEHICLES/CARGO_TRUCK,
vehicles,hud_icon_minimap_vehicle_sedan_hatchback_1985,VEHICLES/SEDAN_1985,
vehicles,hud_icon_minimap_vehicle_littlebird,VEHICLES/LITTLE_BIRD,
