10000,acog,0,0,0,0,,,,,
10001,acog_west01,0,0,0,0,,,,,
10002,acog_west01_light,0,0,0,0,,,,,
10003,acog_west01_light_pstl,0,0,0,0,,,,,
10004,acog_east01,0,0,0,0,,,,,
10005,acog_east01_light,0,0,0,0,,,,,
10006,acog_east01_light_pstl,0,0,0,0,,,,,
10007,acog_west01_pstl,0,0,0,0,,,,,
10008,acog_east01_pstl,0,0,0,0,,,,,
10009,acogstable_east01,0,0,0,0,,,,,
10010,acogstable_west01,0,0,0,0,,,,,
10011,acogstable_east01_light,0,0,0,0,,,,,
10012,acogstable_west01_light,0,0,0,0,,,,,
10013,acog_alpha50,0,0,0,0,,,,,
10014,acog_alpha50_light,0,0,0,0,,,,,
10015,reflex,0,0,0,0,,,,,
10016,reflex_west01,0,0,0,0,,,,,
10017,reflex_west01_pstl,0,0,0,0,,,,,
10018,reflex_west01_light,0,0,0,0,,,,,
10019,reflex_west01_light_pstl,0,0,0,0,,,,,
10020,reflex_west01_tall,0,0,0,0,,,,,
10021,reflex_west02tall,0,0,0,0,,,,,
10022,reflexirons_west02tall,0,0,0,0,,,,,
10023,reflex_west02tall_light,0,0,0,0,,,,,
10024,reflexirons_west02tall_light,0,0,0,0,,,,,
10025,reflex_west02,0,0,0,0,,,,,
10026,reflex_west02_pstl,0,0,0,0,,,,,
10027,reflex_west02_light,0,0,0,0,,,,,
10028,reflex_west02_light_pstl,0,0,0,0,,,,,
10029,reflexirons_west02tall_mpapa7,0,0,0,0,,,,,
10030,reflex_east01,0,0,0,0,,,,,
10031,reflex_east01_pstl,0,0,0,0,,,,,
10032,reflex_east01_light,0,0,0,0,,,,,
10033,reflex_east01_light_pstl,0,0,0,0,,,,,
10034,reflex_east02,0,0,0,0,,,,,
10035,reflex_east02_pstl,0,0,0,0,,,,,
10036,reflex_east02_light,0,0,0,0,,,,,
10037,reflex_east02_light_pstl,0,0,0,0,,,,,
10038,reflexstable_west01,0,0,0,0,,,,,
10039,reflexstable_west02,0,0,0,0,,,,,
10040,reflexstable_east01,0,0,0,0,,,,,
10041,reflexstable_east02,0,0,0,0,,,,,
10042,reflexstable_west01_light,0,0,0,0,,,,,
10043,reflexstable_west02_light,0,0,0,0,,,,,
10044,reflexstable_east01_light,0,0,0,0,,,,,
10045,reflexstable_east02_light,0,0,0,0,,,,,
10046,minireddot,0,0,0,0,,,,,
10047,minireddotslow,0,0,0,0,,,,,
10048,minireddot_mike1911,0,0,0,0,,,,,
10049,minireddot_golf21,0,0,0,0,,,,,
10050,holo_west01,0,0,0,0,,,,,
10051,holo_west01_pstl,0,0,0,0,,,,,
10052,holo_west01_light,0,0,0,0,,,,,
10053,holo_east01,0,0,0,0,,,,,
10054,holo_east01_pstl,0,0,0,0,,,,,
10055,holo_east01_light,0,0,0,0,,,,,
10056,holostable_east01,0,0,0,0,,,,,
10057,holostable_east01_light,0,0,0,0,,,,,
10058,holostable_west01,0,0,0,0,,,,,
10059,holostable_west01_light,0,0,0,0,,,,,
10060,holoirons_west01,0,0,0,0,,,,,
10061,thermal,0,0,0,0,,,,,
10062,thermal_west01,0,0,0,0,,,,,
10063,thermal_east01,0,0,0,0,,,,,
10064,thermalsnpr_west01,0,0,0,0,,,,,
10065,thermalvzsnpr_west01,0,0,0,0,,,,,
10066,thermal_alpha50,0,0,0,0,,,,,
10067,thermaldmr_west01,0,0,0,0,,,,,
10068,thermaldmr_east01,0,0,0,0,,,,,
10069,thermalvz_east01,0,0,0,0,,,,,
10070,hybrid,0,0,0,0,,,,,
10071,hybrid_west02,0,0,0,0,,,,,
10072,hybrid_west02_light,0,0,0,0,,,,,
10073,hybrid_west02_snpr,0,0,0,0,,,,,
10074,hybrid_west02_snpr_light,0,0,0,0,,,,,
10075,hybrid_west01,0,0,0,0,,,,,
10076,hybrid_west01_light,0,0,0,0,,,,,
10077,hybrid_west01_snpr,0,0,0,0,,,,,
10078,hybrid_west01_snpr_light,0,0,0,0,,,,,
10079,hybrid_east01,0,0,0,0,,,,,
10080,hybrid_east01_light,0,0,0,0,,,,,
10081,hybrid_east01_snpr,0,0,0,0,,,,,
10082,hybrid_east01_snpr_light,0,0,0,0,,,,,
10083,hybrid_west03,0,0,0,0,,,,,
10084,hybrid_west03_light,0,0,0,0,,,,,
10085,hybrid_west03_snpr,0,0,0,0,,,,,
10086,hybrid_west03_snpr_light,0,0,0,0,,,,,
10087,cantreflex_mike14,0,0,0,0,,,,,
10088,hybridnoalt,0,0,0,0,,,,,
10089,irons,0,0,0,0,,,,,
10090,irons_cpapa,0,0,0,0,,,,,
10091,irons_decho,0,0,0,0,,,,,
10092,irons_golf21,0,0,0,0,,,,,
10093,irons_mike1911,0,0,0,0,,,,,
10094,irons_papa320,0,0,0,0,,,,,
10095,vzscope,0,0,0,0,,,,,
10096,vzscope_alpha50,0,0,0,0,,,,,
10097,vzscope_delta,0,0,0,0,,,,,
10098,vzscope_hdromeo,0,0,0,0,,,,,
10099,vzscope_crossbow,0,0,0,0,,,,,
10100,vzscope_mike14,0,0,0,0,,,,,
10101,vzscope_mike14_ar,0,0,0,0,,,,,
10102,vzscope_kilo98,0,0,0,0,,,,,
10103,vzscope_sbeta,0,0,0,0,,,,,
10104,silencer,0,0,0,0,,,,,
10105,silencer_west01,0,0,0,0,,,,,
10106,silencer_east01,0,0,0,0,,,,,
10107,silencer_asierra12,0,0,0,0,,,,,
10108,silencersmg_west01,0,0,0,0,,,,,
10109,silencersmg_east01,0,0,0,0,,,,,
10110,silencerlmg_west01,0,0,0,0,,,,,
10111,silencerlmg_east01,0,0,0,0,,,,,
10112,silencersnpr_west01,0,0,0,0,,,,,
10113,silencersnpr_east01,0,0,0,0,,,,,
10114,silencerdmr_west01,0,0,0,0,,,,,
10115,silencerdmr_east01,0,0,0,0,,,,,
10116,silencershtgn_west01,0,0,0,0,,,,,
10117,silencerpstl_west01,0,0,0,0,,,,,
10118,silencer_dpapa12,0,0,0,0,,,,,
10119,silencer_oscar12,0,0,0,0,,,,,
10120,silencer2,0,0,0,0,,,,,
10121,silencer2_asierra12,0,0,0,0,,,,,
10122,silencerpstl_oil,0,0,0,0,,,,,
10123,silencersleeve,0,0,0,0,,,,,
10124,silencersleeve_mpapa7,0,0,0,0,,,,,
10125,silencersleeveshtgn_charlie725,0,0,0,0,,,,,
10126,silencersleeveshtgn_romeo870,0,0,0,0,,,,,
10127,silencerbalanced,0,0,0,0,,,,,
10128,silencerbalancedshtgn,0,0,0,0,,,,,
10129,silencerbalancedshtgn_charlie725,0,0,0,0,,,,,
10130,gripvert,0,0,0,0,,,,,
10131,gripvertsmg,0,0,0,0,,,,,
10132,gripvertsmg_papa90,0,0,0,0,,,,,
10133,gripvertlmg,0,0,0,0,,,,,
10134,gripvertdmr,0,0,0,0,,,,,
10135,gripvertshtgn,0,0,0,0,,,,,
10136,gripvert_akilo47,0,0,0,0,,,,,
10137,gripvert_romeo870,0,0,0,0,,,,,
10138,gripvert_charlie725,0,0,0,0,,,,,
10139,gripang,0,0,0,0,,,,,
10140,gripangsmg,0,0,0,0,,,,,
10141,gripangsmg_papa90,0,0,0,0,,,,,
10142,gripanglmg,0,0,0,0,,,,,
10143,gripangdmr,0,0,0,0,,,,,
10144,gripangshtgn,0,0,0,0,,,,,
10145,gripang_akilo47,0,0,0,0,,,,,
