setchancecol,mp/loot/br/dmz/biobunker/lootset_root.csv,2,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/dmz/biobunker/lootset_biobunker_global.csv,3,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/dmz/biobunker/lootset_biobunker_flooded.csv,3,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/dmz/biobunker/lootset_biobunker_office.csv,3,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/dmz/biobunker/lootset_biobunker_radiation.csv,3,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/dmz/biobunker/lootset_biobunker_controlRoom.csv,3,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/dmz/biobunker/lootset_biobunker_dataCenter.csv,3,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/dmz/biobunker/lootset_biobunker_trapRoom.csv,3,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/dmz/biobunker/lootset_biobunker_stronghold.csv,3,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/dmz/biobunker/lootset_biobunker_SQRoomA.csv,4,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/dmz/biobunker/lootset_biobunker_SQRoomB.csv,4,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/dmz/biobunker/lootset_biobunker_bossRoom.csv,4,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/dmz/biobunker/lootset_cache_base.csv,5,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/dmz/biobunker/lootset_cache_lege.csv,6,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/dmz/biobunker/lootset_bar_cabinet.csv,7,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/dmz/biobunker/lootset_dmz_crate_wood.csv,8,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/dmz/biobunker/lootset_duffel_bag_01.csv,9,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/dmz/biobunker/lootset_duffel_bag_02.csv,9,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/dmz/biobunker/lootset_fridge_old.csv,10,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/dmz/biobunker/lootset_mail_kiosk.csv,11,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/dmz/biobunker/lootset_medical_box_wall.csv,12,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/dmz/biobunker/lootset_medicine_cabinet.csv,13,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/dmz/biobunker/lootset_metal_briefcase.csv,14,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/dmz/biobunker/lootset_military_container.csv,15,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/dmz/biobunker/lootset_office_cabinet.csv,16,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/dmz/biobunker/lootset_pelican_case_rifle.csv,17,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/dmz/biobunker/lootset_school_locker_a.csv,18,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/dmz/biobunker/lootset_school_locker_b.csv,18,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/dmz/biobunker/lootset_toolbox.csv,19,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/dmz/biobunker/lootset_utility_metal_crate.csv,20,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/dmz/biobunker/lootset_weapon_locker.csv,21,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/dmz/biobunker/lootset_safe.csv,22,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/dmz/biobunker/lootset_agent_backpack.csv,23,,,,,,,,,,,,,,,,,,,,,
tagReject,nodmz,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
tagReject,nodrop,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
tagReject,delta,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
tagReject,saba,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
tagReject,sealion,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
