allow_server_pause,1,,g,b,1,,,,,,,,,,,
ui_session_state,1,,c,s,none,,,,,,,,,,,
ui_prematch_period,1,,g,i,0,0,1,,,,,,,,,
ui_match_start_text,1,,g,s,none,,,,,,,,,,,
ui_match_start_countdown,1,,c,i,0,-1,90,,,,,,,,,
ui_round_end_title,1,,c,i,0,0,20,,,,,,,,,
ui_round_end_reason,1,,c,i,0,0,96,,,,,,,,,
cam_scene_name,1,,c,s,unknown,,,,,,,,,,,
cam_scene_lead,,,c,i,-1,-1,2046,,,,,,,#lead actor id (entity) for the scene specified in 'cam_scene_name',,
cam_scene_support,,,c,i,-1,-1,2046,,,,,,,#supporting actor id (entity) for the scene specified in 'cam_scene_name',,
ui_options_menu,1,,c,i,0,-1,5,,,,,,,,,
ui_scoreboard_freeze,,,c,b,1,0,1,,,,,,,#If true prevents scoreboard from updating.  Use during round transition.,,
ui_power_disabled,1,0,c,b,0,0,1,,,,,,,,,
ui_power_secondary_disabled,1,0,c,b,0,0,1,,,,,,,,,
ui_power_state,1,1,c,i,0,0,4,,,,,,,#State of the power. 0 = ready, 1 = on cooldown, 2 = draining
ui_power_secondary_state,1,1,c,i,0,0,4,,,,,,,#State of the power. 0 = ready, 1 = on cooldown, 2 = draining
ui_using_killstreak_remote,1,1,c,b,0,,,,,,,,,,,
lb_gsc_controlled,1,0,c,b,0,0,1,,,,,,,#whether gsc is controlling the lightbar. If false, the lightbar will reset to its default color,
lb_color,1,0,c,i,0,0,100,,,,,,,#index into color table defined in PS4LightbarManager.lua,,
lb_pulse_time,1,0,c,f,0,0,5,,,,,,,#seconds between pulses. 0 = no flashing,,
ui_always_show_nameplates,1,,g,b,0,,,,,,,,,# If set to true we always show all the nameplates that are within line of sight,,
ui_hide_nameplates_for_zero_health,1,,g,b,1,,,,,,,,,# If set to true we hide the nameplates for players with zero health,,
ui_predator_missile,1,1,c,i,0,0,3,,,,,,,,,
ui_predator_missiles_left,1,,c,i,-1,-1,16,,,,,,,,,
ui_location_selection_countdown,1,1,c,t,0,,,,,,,,,,,
ui_killstreak_countdown,1,1,c,t,0,,,,,,,,,#Value used for the countdown timer display within killstreak overlays,,
ui_killstreak_countdown_id,1,,c,i,-1,-1,99,,,,,,,#Value used to show the counttime timer display within the killsteak slots for the player HUD,,
ui_killstreak_active_use,1,,c,i,-1,-1,99,,,,,,,#Value used to show which streak has priority control when it has an external function after calling it in ( i.e. VTOL - guard functionality vs Wheelson regain control after setting it to auto sentry mode ),,
ui_spotter_scope_danger,1,1,c,i,0,0,1,,,,,,,1,,
ui_using_airstrike,1,,c,b,0,0,1,,,,,,,,,
ui_match_in_progress,1,,c,b,0,0,1,,,,,,,# if set to true, match is in progress,
ui_veh_battle_tracks_toggle_state,1,0,c,i,0,0,2,,,,,,,#Players' toggle on/off state for Battle Tracks,,
match_has_more_than_1_player,1,,c,b,0,0,1,,,,,,,# if set to true, match is has more than 1 player,
ui_show_spectateHud,1,,c,i,-1,-1,199,,,,,1,,# if set to -1 disabled,if set to a number show for that client,
ui_requestRedeployButton_state,1,,c,i,0,-1,2147483646,,,,,,,#status of the request redeploy button in mobile: -1 is disabled, 0 is available, >end time in game time of the counter,,
infil_intro,0,0,g,a,-1,0,0,,,,,,,,,
infil_gameplay,0,0,g,a,0,0,0,,,,,,,,,
requires_scriptmover_ladder_checks,0,0,g,b,0,0,1,,,,,,,,,
ui_clear_target_markers,1,,c,t,0,,,,,,,,,,,
player_respawning,1,,c,b,0,0,1,,,,,,,#set to true during the respawn process of a player,,
ui_tac_map_type,1,,c,i,0,0,1,,,,,,,#0=fullscreen, #1=tablet,,
ui_show_tac_map,1,,c,b,0,0,1,,,,,,,,,
ui_hide_player_icons,0,,g,b,0,0,1,,,,,,,#queue to code to hide all players on the minimap during the fake infil,,
ui_cash_pickedup,1,,c,i,0,0,131071,,,,,,,,,
ui_cash_dropped,1,,c,i,0,0,131071,,,,,,,,,
ui_cash_squad_index_0,1,,c,i,0,0,131071,,,,,1,,,,
ui_cash_squad_index_1,1,,c,i,0,0,131071,,,,,1,,,,
ui_cash_squad_index_2,1,,c,i,0,0,131071,,,,,1,,,,
ui_cash_squad_index_3,1,,c,i,0,0,131071,,,,,1,,,,
ui_cash_squad_index_4,1,,c,i,0,0,131071,,,,,1,,,,
ui_cash_squad_index_5,1,,c,i,0,0,131071,,,,,1,,,,
ui_cash_squad_index_6,1,,c,i,0,0,131071,,,,,1,,,,
ui_cash_squad_index_7,1,,c,i,0,0,131071,,,,,1,,,,
ui_zm_essence_squad_index_0,1,,c,i,0,0,2147483647,,,,,1,,,,
ui_zm_essence_squad_index_1,1,,c,i,0,0,2147483647,,,,,1,,,,
ui_zm_essence_squad_index_2,1,,c,i,0,0,2147483647,,,,,1,,,,
ui_zm_essence_squad_index_3,1,,c,i,0,0,2147483647,,,,,1,,,,
ui_zm_essence_squad_index_4,1,,c,i,0,0,2147483647,,,,,1,,,,
ui_zm_essence_squad_index_5,1,,c,i,0,0,2147483647,,,,,1,,,,
ui_zm_essence_squad_index_6,1,,c,i,0,0,2147483647,,,,,1,,,,
ui_zm_essence_squad_index_7,1,,c,i,0,0,2147483647,,,,,1,,,,
ui_client_squad_index,1,,c,i,0,0,10,,,,,,,,,
ui_loot_splash_item_id,1,,c,i,0,0,2147483647,,,,,1,,#Loot ID of a looted item.,,
ui_loot_splash_item_quantity,1,,c,i,0,0,4095,,,,,1,,#Quantity of a looted item.,,
ui_veh_flat_tire_mask,1,,c,i,0,0,255,,,,,,,#Mask of the flat tires of a vehicle. 0 for intact, 1 for flat. See vehicle_damage.gsh to see which indexes correspond to which bits,,
ui_buystation_open,1,,c,i,0,0,63,,,,,,,# notify to open the supply station menu,,
ui_buystation_purchase_response,1,,c,i,0,0,26,,,,,,,# response from server of the purchase action,,
ui_buystation_override,1,,c,i,-1,-1,255,,,,,,,,,#Refs pulled from buyStationDefs.csv
ui_weapon_buystation_override,1,,c,i,-1,-1,255,,,,,,,,,#Refs pulled from buyStationDefs.csv
ui_buystation_limited_item_amount,1,,c,a,0,,,,,,,,,#Used to transmit packed stock data for the buy station,,
ui_buystation_item_filter,1,,c,a,0,,,,,,,,,#Used to transmit the item filter for the buy station created from dvar loot_table_filter,,
ui_cyber_revive_timeout_squad_index_0,1,,c,t,0,,,,,,,,,,,
ui_cyber_revive_timeout_squad_index_1,1,,c,t,0,,,,,,,,,,,
ui_cyber_revive_timeout_squad_index_2,1,,c,t,0,,,,,,,,,,,
ui_cyber_revive_timeout_squad_index_3,1,,c,t,0,,,,,,,,,,,
ui_cyber_revive_timeout_squad_index_4,1,,c,t,0,,,,,,,,,,,
ui_cyber_revive_timeout_squad_index_5,1,,c,t,0,,,,,,,,,,,
ui_cyber_revive_timeout_squad_index_6,1,,c,t,0,,,,,,,,,,,
ui_cyber_revive_timeout_squad_index_7,1,,c,t,0,,,,,,,,,,,
ui_cyber_revive_timeout_squad_index_8,1,,c,t,0,,,,,,,,,,,
ui_cyber_revive_timeout_squad_index_9,1,,c,t,0,,,,,,,,,,,
ui_cyber_revive_timeout_squad_index_10,1,,c,t,0,,,,,,,,,,,
ui_cyber_revive_timeout_squad_index_11,1,,c,t,0,,,,,,,,,,,
ui_armor_percent,1,1,c,f,1,0,1,,,,,,,,,
ui_armor_squad_index_0,1,,c,i,0,0,26262,,,,,1,,#first 9 bits is the total armor value, next 2 bits is a player plate carrier level ( dmz / br / ob ), next 3 bits is the plate carrier type ( dmz / br ), last bit is plate effect ( ob ),,
ui_armor_squad_index_1,1,,c,i,0,0,26262,,,,,1,,#first 9 bits is the total armor value, next 2 bits is a player plate carrier level ( dmz / br / ob ), next 3 bits is the plate carrier type ( dmz / br ), last bit is plate effect ( ob ),,
ui_armor_squad_index_2,1,,c,i,0,0,26262,,,,,1,,#first 9 bits is the total armor value, next 2 bits is a player plate carrier level ( dmz / br / ob ), next 3 bits is the plate carrier type ( dmz / br ), last bit is plate effect ( ob ),,
ui_armor_squad_index_3,1,,c,i,0,0,26262,,,,,1,,#first 9 bits is the total armor value, next 2 bits is a player plate carrier level ( dmz / br / ob ), next 3 bits is the plate carrier type ( dmz / br ), last bit is plate effect ( ob ),,
ui_armor_squad_index_4,1,,c,i,0,0,26262,,,,,1,,#first 9 bits is the total armor value, next 2 bits is a player plate carrier level ( dmz / br / ob ), next 3 bits is the plate carrier type ( dmz / br ), last bit is plate effect ( ob ),,
ui_armor_squad_index_5,1,,c,i,0,0,26262,,,,,1,,#first 9 bits is the total armor value, next 2 bits is a player plate carrier level ( dmz / br / ob ), next 3 bits is the plate carrier type ( dmz / br ), last bit is plate effect ( ob ),,
ui_armor_squad_index_6,1,,c,i,0,0,26262,,,,,1,,#first 9 bits is the total armor value, next 2 bits is a player plate carrier level ( dmz / br / ob ), next 3 bits is the plate carrier type ( dmz / br ), last bit is plate effect ( ob ),,
ui_armor_squad_index_7,1,,c,i,0,0,26262,,,,,1,,#first 9 bits is the total armor value, next 2 bits is a player plate carrier level ( dmz / br / ob ), next 3 bits is the plate carrier type ( dmz / br ), last bit is plate effect ( ob ),,
ui_compass_tacopsmap_cursor_pos_override_x,1,,c,f,0,-1000000,1000000,,,,,,,,,
ui_compass_tacopsmap_cursor_pos_override_y,1,,c,f,0,-1000000,1000000,,,,,,,,,
ui_compass_tacopsmap_size_override,1,,c,f,0,0.05,1,,,,,,,,,
ui_block_fu_not_ready_error,1,,c,i,0,0,1,,,,,1,,,,
ui_tactical_camera_0_location,1,,c,i,-1,-1,62,,,,,1,,,,
ui_tactical_camera_1_location,1,,c,i,-1,-1,62,,,,,1,,,,
ui_tactical_camera_2_location,1,,c,i,-1,-1,62,,,,,1,,,,
ui_tactical_camera_3_location,1,,c,i,-1,-1,62,,,,,1,,,,
ui_tactical_camera_4_location,1,,c,i,-1,-1,62,,,,,1,,,,
ui_tactical_camera_5_location,1,,c,i,-1,-1,62,,,,,1,,,,
ui_tactical_camera_6_location,1,,c,i,-1,-1,62,,,,,1,,,,
ui_tactical_camera_7_location,1,,c,i,-1,-1,62,,,,,1,,,,
ui_tactical_camera_8_location,1,,c,i,-1,-1,62,,,,,1,,,,
ui_tactical_camera_9_location,1,,c,i,-1,-1,62,,,,,1,,,,
ui_tactical_camera_pilot,1,,c,e,,,,,,,,1,,,,
ui_tactical_camera_can_detonate_c4,1,,c,b,0,,,,,,,1,,,,
ui_tactical_camera_0_status,1,,c,i,0,0,4,,,,,1,,,,
ui_tactical_camera_1_status,1,,c,i,0,0,4,,,,,1,,,,
ui_tactical_camera_2_status,1,,c,i,0,0,4,,,,,1,,,,
ui_tactical_camera_3_status,1,,c,i,0,0,4,,,,,1,,,,
ui_tactical_camera_4_status,1,,c,i,0,0,4,,,,,1,,,,
ui_tactical_camera_5_status,1,,c,i,0,0,4,,,,,1,,,,
ui_tactical_camera_6_status,1,,c,i,0,0,4,,,,,1,,,,
