zone,global,mp/loot/br/plunder/lootset_global.csv,mp/loot/br/plunder/caches/lootset_cache_spawns.csv,,#Global,0
zone,apartment_abandoned_lg_04_b,mp/loot/br/plunder/lootset_global.csv,mp/loot/br/plunder/caches/lootset_cache_spawns.csv,,#Zone,0
zone,apartment_abandoned_lg_06_a,mp/loot/br/plunder/lootset_global.csv,mp/loot/br/plunder/caches/lootset_cache_spawns.csv,,#Zone,0
zone,countdown_hangar_01,mp/loot/br/plunder/lootset_global.csv,mp/loot/br/plunder/caches/lootset_cache_spawns.csv,,#Zone,0
zone,countdown_hangar_01b,mp/loot/br/plunder/lootset_global.csv,mp/loot/br/plunder/caches/lootset_cache_spawns.csv,,#Zone,0
zone,countdown_hangar_01c,mp/loot/br/plunder/lootset_global.csv,mp/loot/br/plunder/caches/lootset_cache_spawns.csv,,#Zone,0
zone,countdown_office_1s_02,mp/loot/br/plunder/lootset_global.csv,mp/loot/br/plunder/caches/lootset_cache_spawns.csv,,#Zone,0
zone,exgm_stronghold_citadel,mp/loot/br/plunder/lootset_global.csv,mp/loot/br/plunder/caches/lootset_cache_spawns.csv,,#Zone,0
zone,jup_bigmap_favela,mp/loot/br/plunder/lootset_global.csv,mp/loot/br/plunder/caches/lootset_cache_spawns.csv,,#Zone,0
zone,jup_bigmap_lowtown,mp/loot/br/plunder/lootset_global.csv,mp/loot/br/plunder/caches/lootset_cache_spawns.csv,,#Zone,0
zone,jup_bigmap_underpass,mp/loot/br/plunder/lootset_global.csv,mp/loot/br/plunder/caches/lootset_cache_spawns.csv,,#Zone,0
zone,jup_blackmarket_truck,mp/loot/br/plunder/lootset_global.csv,mp/loot/br/plunder/caches/lootset_cache_spawns.csv,,#Zone,0
zone,jup_commercial_bank_atm_kiosk_01,mp/loot/br/plunder/lootset_global.csv,mp/loot/br/plunder/caches/lootset_cache_spawns.csv,,#Zone,0
zone,jup_commercial_hotel_01,mp/loot/br/plunder/lootset_global.csv,mp/loot/br/plunder/caches/lootset_cache_spawns.csv,,#Zone,0
zone,jup_commercial_opera_01,mp/loot/br/plunder/lootset_global.csv,mp/loot/br/plunder/caches/lootset_cache_spawns.csv,,#Zone,0
zone,jup_commercial_resort_building_main_structure_01,mp/loot/br/plunder/lootset_global.csv,mp/loot/br/plunder/caches/lootset_cache_spawns.csv,,#Zone,0
zone,jup_commercial_resort_storage_sm_01,mp/loot/br/plunder/lootset_global.csv,mp/loot/br/plunder/caches/lootset_cache_spawns.csv,,#Zone,0
zone,jup_commercial_rural_market_01,mp/loot/br/plunder/lootset_global.csv,mp/loot/br/plunder/caches/lootset_cache_spawns.csv,,#Zone,0
zone,jup_commercial_rural_market_02,mp/loot/br/plunder/lootset_global.csv,mp/loot/br/plunder/caches/lootset_cache_spawns.csv,,#Zone,0
zone,jup_industrial_bus_stop_02,mp/loot/br/plunder/lootset_global.csv,mp/loot/br/plunder/caches/lootset_cache_spawns.csv,,#Zone,0
zone,jup_industrial_checkpoint_sm_01b,mp/loot/br/plunder/lootset_global.csv,mp/loot/br/plunder/caches/lootset_cache_spawns.csv,,#Zone,0
zone,jup_industrial_cooling_tower_01,mp/loot/br/plunder/lootset_global.csv,mp/loot/br/plunder/caches/lootset_cache_spawns.csv,,#Zone,0
