squad_down_enemy,dx_br_dmzo_sqst_ovld_sqde,100,0,5,0
squad_mate_eliminated,dx_br_dmzo_sqst_ovld_sqel,100,0,5,0
match_initial_exfil,dx_br_dmzo_wost_ovld_maie,100,0,20,0
match_intro_generic,dx_br_dmzo_wost_ovld_mtig,100,0,20,0
match_intro,dx_br_dmzo_wost_ovld_main,100,0,20,0
match_remaining_0,dx_br_dmzo_wost_ovld_mr00,100,0,20,0
player_civ_kill_third_warning,dx_br_dmzo_plst_ovld_cktw,100,20,20,0
player_enemy_player_nearby,dx_br_dmzo_plst_ovld_plen,30,10,20,0
squad_down_self,dx_br_dmzo_sqst_ovld_sqds,90,0,5,0
squad_revive,dx_br_dmzo_sqst_ovld_sqre,90,0,5,0
player_civ_kill_second_warning,dx_br_dmzo_plst_ovld_cksw,90,20,20,0
activity_contested,dx_br_dmzo_cost_ovld_acco,80,20,5,0
match_exfil_inbound,dx_br_dmzo_wost_ovld_maei,80,0,5,0
match_new_exfil,dx_br_dmzo_wost_ovld_mane,80,0,5,0
player_civ_kill_frst_warning,dx_br_dmzo_plst_ovld_ckfw,80,20,20,0
player_last_man_standing,dx_br_dmzo_plst_ovld_pllm,70,0,5,0
match_remaining_5,dx_br_dmzo_wost_ovld_mr05,70,0,20,0
match_uav_tower_activated,dx_br_dmzo_wost_ovld_maut,70,30,20,0
squad_civ_bounty,dx_br_dmzo_sqst_ovld_sqcb,70,10,5,0
match_convoy,dx_br_dmzo_wost_ovld_maco,60,60,20,0
match_remaining_10,dx_br_dmzo_wost_ovld_mr10,60,0,20,0
poi_ai_reinforce,dx_br_dmzo_pois_ovld_poar,60,20,10,0
poi_alert_towers,dx_br_dmzo_pois_ovld_poat,60,60,10,0
poi_armored_infantry_inc,dx_br_dmzo_pois_ovld_poai,60,20,10,0
poi_attack_heli_inc,dx_br_dmzo_pois_ovld_poah,60,20,10,0
poi_boat_inc,dx_br_dmzo_pois_ovld_pobi,60,20,10,0
poi_heli_inc,dx_br_dmzo_pois_ovld_pohe,60,20,10,0
poi_parachuter_inc,dx_br_dmzo_pois_ovld_popi,60,20,10,0
poi_spawn_closet_inc,dx_br_dmzo_pois_ovld_posc,60,20,10,0
poi_truck_inc,dx_br_dmzo_pois_ovld_potr,60,20,10,0
activity_complete_generic,dx_br_dmzo_cost_ovld_accg,50,0,5,0
activity_failed,dx_br_dmzo_cost_ovld_acfa,90,0,5,0
activity_intro_bads,dx_br_dmzo_cost_ovld_acib,50,10,5,0
activity_intro_clear,dx_br_dmzo_cost_ovld_acic,50,10,5,0
activity_intro_dom,dx_br_dmzo_cost_ovld_acid,50,10,5,0
activity_intro_elim,dx_br_dmzo_cost_ovld_acie,50,10,5,0
activity_intro_generic,dx_br_dmzo_cost_ovld_acig,50,10,5,0
activity_intro_hostage,dx_br_dmzo_cost_ovld_acih,50,10,5,0
activity_intro_search,dx_br_dmzo_cost_ovld_acis,50,10,5,0
activity_intro_trap,dx_br_dmzo_cost_ovld_acit,50,10,5,0
activity_next,dx_br_dmzo_cost_ovld_acne,50,0,5,0
activity_next_step_generic,dx_br_dmzo_cost_ovld_acns,50,0,5,0
match_supply_crate,dx_br_dmzo_wost_ovld_masc,50,60,20,0
match_remaining_15,dx_br_dmzo_wost_ovld_mr15,50,0,20,0
match_remaining_30,dx_br_dmzo_wost_ovld_mr30,40,0,20,0
activity_reminder,dx_br_dmzo_cost_ovld_acre,30,30,20,0
player_ai_alerted,dx_br_dmzo_plst_ovld_plaa,20,30,30,0
player_ai_searching,dx_br_dmzo_plst_ovld_plas,20,30,30,0
player_ai_pursued,dx_br_dmzo_plst_ovld_plap,20,30,30,0
ai_actvity_engaged,dx_br_dmzo_aist_ovld_aiae,10,30,30,0
ai_activity_disenaged,dx_br_dmzo_aist_ovld_aiad,10,30,30,0
poi_civ_absent,dx_br_dmzo_pois_ovld_poca,10,60,30,0
poi_civ_present,dx_br_dmzo_pois_ovld_pocp,10,60,30,0
poi_looted,dx_br_dmzo_pois_ovld_polo,10,60,30,0
ai_unaware_player,dx_br_dmzo_aist_ovld_aiup,0,30,10,0
ai_aware_player,dx_br_dmzo_aist_ovld_aiap,0,30,10,0
ai_searching_player,dx_br_dmzo_aist_ovld_aisp,0,30,10,0
ai_density_low,dx_br_dmzo_aist_ovld_aidl,0,60,30,0
ai_density_med,dx_br_dmzo_aist_ovld_aidm,0,60,30,0
ai_density_high,dx_br_dmzo_aist_ovld_aidh,0,60,30,0
player_high_value_loot,dx_br_dmzo_plst_ovld_plhv,0,5,5,0
player_inventory_full,dx_br_dmzo_plst_ovld_plif,0,10,10,0
destroy_sam_assigned,dx_br_dmzo_cost_ovld_dsas,90,5,10,0
destroy_sam_near,dx_br_dmzo_cost_ovld_dsnr,90,5,10,0
destroy_sam_approach,dx_br_dmzo_cost_ovld_dsar,90,5,10,0
destroy_sam_planted,dx_br_dmzo_cost_ovld_dspl,85,5,10,0
destroy_sam_hostiles,dx_br_dmzo_cost_ovld_dsin,90,5,10,0
destroy_sam_defusing,dx_br_dmzo_cost_ovld_dsdg,95,5,10,0
destroy_sam_defused,dx_br_dmzo_cost_ovld_dsde,95,5,10,0
destroy_sam_exploded,dx_br_dmzo_cost_ovld_dsex,95,5,10,0
destroy_sam_invite,dx_br_dmzo_cost_ovld_dsiv,90,5,10,0
destroy_sam_invite_win,dx_br_dmzo_cost_ovld_dsiw,95,5,10,0
clear_fort_assigned,dx_br_dmzo_clfa_ovld_cfas,90,5,10,0
clear_fort_approach,dx_br_dmzo_clfa_ovld_cfnr,90,5,0,0
clear_fort_entered,dx_br_dmzo_clfa_ovld_cfen,90,5,10,0
clear_fort_success,dx_br_dmzo_clfa_ovld_cfcl,95,5,10,0
clear_fort_stealth_kill,dx_br_dmzo_clfa_ovld_cfst,90,5,10,0
clear_fort_loud,dx_br_dmzo_clfa_ovld_cfld,90,5,10,0
vehicledrive_accept,dx_br_dmzo_cost_ovld_aivd,90,5,10,0
vehicledrive_neardoor,dx_br_dmzo_cost_ovld_vdad,75,5,0,0
vehicledrive_destination,dx_br_dmzo_cost_ovld_vhdd,90,5,10,0
vehicledrive_extractinbound,dx_br_dmzo_cost_ovld_vdar,90,5,10,0
vehicledrive_assign,dx_br_dmzo_cost_ovld_vhda,90,5,0,0
vehicledrive_helibomb,dx_br_dmzo_cost_ovld_vdhb,75,5,0,0
