0,ui_playercard_001,ui_playercard_001,CARDS/ST_CARD_1,standard,,TRUE,0,,,0
1,ui_playercard_002,ui_playercard_002,CARDS/ST_CARD_2,standard,,TRUE,0,,,0
2,ui_playercard_003,ui_playercard_003,CARDS/ST_CARD_3,standard,,TRUE,0,,,0
3,ui_playercard_004,ui_playercard_004,CARDS/ST_CARD_4,standard,,TRUE,0,,,0
4,ui_playercard_005,ui_playercard_005,CARDS/ST_CARD_5,standard,,TRUE,0,,,0
5,ui_playercard_006,ui_playercard_006,CARDS/ST_CARD_6,standard,,TRUE,0,,,0
6,ui_playercard_007,ui_playercard_007,CARDS/ST_CARD_7,standard,,TRUE,0,,,0
7,ui_playercard_008,ui_playercard_008,CARDS/ST_CARD_8,standard,,TRUE,0,,,0
8,ui_playercard_009,ui_playercard_009,CARDS/ST_CARD_9,standard,,TRUE,0,,,0
9,ui_playercard_010,ui_playercard_010,CARDS/ST_CARD_10,standard,,TRUE,0,,,0
10,ui_playercard_011,ui_playercard_011,CARDS/ST_CARD_11,standard,,TRUE,0,,,0
11,ui_playercard_012,ui_playercard_012,CARDS/ST_CARD_12,standard,,TRUE,0,,,0
12,ui_playercard_013,ui_playercard_013,CARDS/ST_CARD_13,standard,,TRUE,0,,,0
13,ui_playercard_014,ui_playercard_014,CARDS/ST_CARD_14,standard,,TRUE,0,,,0
14,ui_playercard_015,ui_playercard_015,CARDS/ST_CARD_15,standard,,TRUE,0,,,0
15,ui_playercard_016,ui_playercard_016,CARDS/ST_CARD_16,standard,,TRUE,0,,,0
16,ui_playercard_017,ui_playercard_017,CARDS/ST_CARD_17,standard,,TRUE,0,,,0
17,ui_playercard_018,ui_playercard_018,CARDS/ST_CARD_18,standard,,TRUE,0,,,0
18,ui_playercard_019,ui_playercard_019,CARDS/ST_CARD_19,standard,,TRUE,0,,,0
19,ui_playercard_020,ui_playercard_020,CARDS/ST_CARD_20,standard,,TRUE,0,,,0
20,ui_playercard_021,ui_playercard_021,CARDS/ST_CARD_21,standard,,TRUE,0,,,0
21,ui_playercard_022,ui_playercard_022,CARDS/ST_CARD_22,standard,,TRUE,0,,,0
22,ui_playercard_023,ui_playercard_023,CARDS/ST_CARD_23,standard,,TRUE,0,,,0
