tagReject,nodmz,100,,
tagReject,nodrop,100,,
rollChance,key,1,,
rollChance,revive,2,,
rollChance,weapon,2,,
rollChance,ammo,3,,
rollChance,health,4,,
rollChance,plunder,4,,
rollChance,gear,5,,
rollChance,plate_carrier,3,,
rollChance,lethal,8,,
rollChance,tactical,8,,
rollChance,super,8,,
item,brloot_ammo_12g,15,,
item,brloot_ammo_50cal,23,,
item,brloot_ammo_762,30,,
item,brloot_ammo_919,23,,
item,brloot_ammo_rocket,9,,
item,brloot_equip_gasmask,5,,
item,brloot_equip_iodine_pills,3,,
item,brloot_backpack_medium,10,,
item,brloot_backpack_large,1,,
item,brloot_plate_carrier_2,10,,
item,brloot_self_revive,100,,
item,brloot_super_munitionsbox,3,,
item,brloot_super_armorbox,3,,
tagChance,0&weapon,40,,
tagChance,1&weapon,30,,
tagChance,2&weapon,20,,
tagChance,3&weapon,10,,
tagChance,4&weapon,1,,
tagChance,health,1,,
item,brloot_plunder_cash_common_1,10,,
item,brloot_plunder_cash_uncommon_1,20,,
item,brloot_plunder_cash_uncommon_2,30,,
item,brloot_plunder_cash_uncommon_3,30,,
item,brloot_plunder_cash_rare_1,10,,
item,loot_key_fortress,60,,
tagChance,lethal,1,,
tagChance,super,2,,
tagChance,tactical,1,,
tagChance,key&keytier1&pristine,1,,
reqAdd,(!weapon),3,0,100
reqAdd,,1,0,100
