item,brloot_ammo_12g,ammo,0,8,8486,small&loadout,0,,,,MP/BR_AMMO_SHOTGUN,,ui_mp_br_loot_icon_ammo_shells_detail,br_pickup_ammo,,,40,,,1,,,,,,,40,,ping_loot_ammo_shotgun,ping_loot_confirm_ammo,,,,,,0
item,brloot_ammo_50cal,ammo,0,8,8542,small&loadout&nogulag,0,,,,MP/BR_AMMO_SNIPER,,ui_mp_br_loot_icon_ammo_high_detail,br_pickup_ammo,,,40,,,1,,,,,,,40,,ping_loot_ammo_highcal,ping_loot_confirm_ammo,,,,,,0
item,brloot_ammo_762,ammo,0,30,8434,small&loadout&nogulag,0,,,,MP/BR_AMMO_AR_LMG,,ui_mp_br_loot_icon_ammo_mid_detail,br_pickup_ammo,,,210,,,1,,,,,,,180,,ping_loot_ammo_midcaliber,ping_loot_confirm_ammo,,,,,,0
item,brloot_ammo_919,ammo,0,30,8595,small&loadout,0,,,,MP/BR_AMMO_PISTOL_SMG,,ui_mp_br_loot_icon_ammo_small_detail,br_pickup_ammo,,,150,,,1,,,,,,,150,,ping_loot_ammo_smallcal,ping_loot_confirm_ammo,,,,,,0
item,brloot_ammo_rocket,ammo,0,1,8627,small&loadout&nogulag,0,,,,MP/BR_AMMO_LAUNCHER,,ui_mp_br_loot_icon_ammo_rocket_detail,br_pickup_ammo,,,6,,,1,,,,,,,3,,ping_loot_ammo_launcher,ping_loot_confirm_ammo,,,,,,0
item,brloot_equip_gasmask,gear,2,108,8400,small&loadout&brPowerItem,100,,,,MP/BR_GASMASK,,hud_icon_equipment_gas_mask,,,,,,,,,,,,,,,,ping_loot_gasmask,ping_loot_confirm_gasmask,,,,,,0
item,brloot_equip_gasmask_durable,gear,4,216,8590,small&loadout&nogulag&brPowerItem,200,,,,MP/BR_GASMASK_DURABLE,,hud_icon_equipment_gas_mask_durable,br_legendary_loot_pickup,,,,,,,,,,,,,,brightGold,ping_loot_gasmask,ping_loot_confirm_gasmask,,,,,,0
item,brloot_equip_iodine_pills,gear,3,1,8473,small&nobr,100,,,,EQUIPMENT/IODINE_PILLS,,hud_icon_equipment_iodine_pills,br_legendary_loot_pickup,,,1,brloot_equip_iodine_pills,,,,,,,,,1,brightGold,ping_loot_equipment_iodinepills,ping_loot_confirm_medical,,,,,,0
item,brloot_backpack_medium,gear,2,1,8600,medium&loadout&nobr,100,,,,MP/BR_BACKPACK_MEDIUM,,hud_icon_loot_backpack_medium,,,,1,,,,,,,,,,1,,ping_loot_generic,ping_loot_confirm_generic,,,,,,0
item,brloot_backpack_large,gear,3,1,8545,medium&loadout&nogulag&nobr,200,,,,MP/BR_BACKPACK_LARGE,,hud_icon_loot_backpack_large,br_legendary_loot_pickup,,,1,,,,,,,,,,1,brightGold,ping_loot_generic,ping_loot_confirm_generic,,,,,,0
