126,JUP_AE_KIND_GUNSMITH,1,0,1,1,,,1,1,0,0,0,0
140,JUP_AE_KIND_REJOIN,0,0,1,0,,,0,0,0,0,0,0
146,JUP_AE_KIND_TOKENS,0,0,1,0,,,0,1,0,0,0,0
153,JUP_AE_KIND_ACCOUNT_CHALLENGE,1,0,1,0,,,0,1,0,0,0,0
154,JUP_AE_KIND_BATTLEMAP_SECTOR,0,0,1,1,,,0,1,0,0,0,0
155,JUP_AE_KIND_BATTLEMAP_TOKEN_PURCHASE,0,0,1,0,,,0,1,0,0,0,0
156,JUP_AE_KIND_BATTLEPASS,0,0,1,0,,,0,0,0,0,0,0
157,JUP_AE_KIND_BR,1,1,1,0,br_challenges.csv,5,1,1,0,1,0,0
158,JUP_AE_KIND_BR_DAILY,1,0,1,0,br_daily_challenges.csv,5,1,1,0,0,0,0
159,JUP_AE_KIND_BR_TUTORIAL,0,0,1,0,,,0,1,0,0,0,0
160,JUP_AE_KIND_BR_WEEKLY,1,0,1,0,br_weekly_challenges.csv,5,1,1,0,0,0,0
161,JUP_AE_KIND_CLAN,0,0,0,0,,,0,1,0,0,0,0
162,JUP_AE_KIND_CLAN_PROGRESSION,0,0,1,0,,,0,1,0,0,0,0
163,JUP_AE_KIND_COMMUNITY,0,0,1,0,com_challenges.csv,,0,1,0,0,0,0
164,JUP_AE_KIND_CP_DAILY,1,0,1,0,cp_daily_challenges.csv,5,1,1,0,0,0,0
165,JUP_AE_KIND_CP_REWARD,0,0,0,0,,,0,1,0,0,0,0
166,JUP_AE_KIND_DAILY,1,0,1,0,jup_daily_challenges.csv,5,1,1,0,1,0,0
167,JUP_AE_KIND_DAILY_BONUS,0,0,0,0,,,0,0,0,0,0,0
168,JUP_AE_KIND_DAILY_CHURN_LOGIN,0,0,1,0,,,0,1,0,0,0,0
169,JUP_AE_KIND_DAILY_LOGIN,0,0,0,0,,,0,1,0,0,0,0
170,JUP_AE_KIND_DAILY_RESET,0,0,0,0,,,0,0,0,0,1,0
171,JUP_AE_KIND_ELDER,1,0,1,1,,,1,1,0,0,0,0
172,JUP_AE_KIND_GAMES_OF_SUMMER,0,0,0,0,,,0,1,0,0,0,0
173,JUP_AE_KIND_GIVE_LOOT,0,0,0,0,,,0,0,0,0,0,0
175,JUP_AE_KIND_GUN_UNLOCK,1,0,1,0,,,1,1,0,0,0,0
176,JUP_AE_KIND_HAPPY_HOUR,0,0,0,0,,,0,1,0,0,0,0
177,JUP_AE_KIND_HIDDEN,0,0,0,0,,,0,1,0,0,0,0
178,JUP_AE_KIND_HIGHFIVE,0,0,0,0,,,0,1,0,0,0,0
179,JUP_AE_KIND_INIT,0,0,1,1,,,0,0,1,0,0,0
180,JUP_AE_KIND_KEY_EARNING,0,0,0,0,,,0,1,0,0,0,0
181,JUP_AE_KIND_LEAGUEPLAY,1,1,1,0,,,0,0,0,0,0,0
182,JUP_AE_KIND_MP_PROGRESSION,1,1,1,0,,,1,0,0,0,0,0
183,JUP_AE_KIND_OPERATOR_CHALLENGE,1,0,1,0,,,0,1,0,0,0,0
184,JUP_AE_KIND_OPERATOR_PROGRESSION,1,0,1,0,,,1,1,0,0,0,0
185,JUP_AE_KIND_OPERATOR_UNLOCK,1,0,1,0,,,1,1,0,0,0,0
186,JUP_AE_KIND_PMC_MISSION,1,1,1,1,pmc_mission_challenges.csv,6,1,0,0,0,0,0
187,JUP_AE_KIND_QUEST,1,0,1,1,quest_challenges.csv,8,1,1,0,0,0,0
189,JUP_AE_KIND_RETICLE,0,0,1,0,,,1,1,0,0,0,0
190,JUP_AE_KIND_SEASON_REWARDS,0,0,0,0,,,0,1,0,0,0,0
191,JUP_AE_KIND_SPECIAL_EVENT,0,0,1,1,,,0,1,0,0,0,1
192,JUP_AE_KIND_SP_REWARD,0,0,0,0,,,0,1,0,0,0,0
193,JUP_AE_KIND_STICKER_BOOK,1,1,1,0,,,1,1,0,0,0,0
195,JUP_AE_KIND_TOURNAMENT,0,0,0,0,,,0,1,0,0,0,0
196,JUP_AE_KIND_TRIALS,0,0,1,0,,,0,1,0,0,0,0
197,JUP_AE_KIND_WEAPON_MASTERY,0,0,1,1,,,0,1,0,0,0,0
198,JUP_AE_KIND_WEEKLY,1,0,1,0,weekly_challenges.csv,5,1,1,0,0,0,0
200,JUP_AE_KIND_CONVERTER,0,0,0,0,,,0,0,0,0,0,0
206,JUP_AE_KIND_WC_GAMBLE,0,0,1,0,,,0,0,0,0,0,0
207,JUP_AE_KIND_WIN_TOKENS,0,0,0,0,,,0,1,0,0,0,0
210,JUP_AE_KIND_CP_RAID,0,1,1,0,,,0,1,0,0,0,0
211,JUP_AE_KIND_PRESTIGE,1,1,1,0,,,1,1,0,0,0,0
212,JUP_AE_KIND_SEASONAL,1,1,1,1,jup_seasonal_challenges.csv,5,1,1,0,1,0,0
215,JUP_AE_KIND_SURPRISE,1,0,0,0,,,1,1,0,0,0,0
217,JUP_AE_KIND_EXGM_WARLORDS,0,0,1,0,,,0,1,0,0,0,0
219,JUP_AE_KIND_WIN_CHALLENGES,1,1,1,0,,,0,1,0,0,0,0
221,JUP_AE_KIND_WIN_CHALLENGE_UTILS,0,0,0,0,,,0,1,0,0,0,0
224,JUP_AE_KIND_OUTBREAK_QUEST,0,0,1,0,,,0,1,0,0,0,0
231,JUP_AE_KIND_ACTIVE_ARMORY,1,1,1,0,,,1,1,0,0,0,0
232,CER_AE_KIND_CREATOR,1,0,0,0,,,1,1,0,1,0,0
233,JUP_AE_KIND_OB_SCHEMATIC_CHALLENGE,0,0,1,0,,,0,1,0,0,0,0
239,JUP_AE_KIND_OB_SCHEMATIC_ACQUISITION,0,0,1,0,,,0,1,0,0,0,0
242,JUP_AE_KIND_WARZONE_CHALLENGES,1,1,1,0,,,1,1,0,0,0,0
244,JUP_AE_KIND_ENDOWMENT,1,0,0,0,endowment_challenges.csv,,0,1,1,0,0,0
245,JUP_AE_KIND_ITEM_PURCHASE,0,0,0,0,,,0,1,0,0,0,0
246,JUP_AE_KIND_PMC_MISSION_DAILY,1,1,1,1,pmc_mission_challenges.csv,6,1,0,0,0,0,0
247,JUP_AE_KIND_PMC_MISSION_WEEKLY,1,1,1,1,pmc_mission_challenges.csv,6,1,0,0,0,0,0
248,JUP_AE_KIND_FIELD_REP,1,1,1,0,,,0,1,0,0,0,0
250,JUP_AE_KIND_EVENTS,0,1,1,1,,,0,1,0,0,0,1
252,JUP_AE_KIND_WZ_LEAGUEPLAY,1,1,1,0,,,0,1,0,0,0,0
253,JUP_AE_KIND_AMP_CHALLENGES,1,0,1,0,,,1,1,0,0,0,0
255,JUP_AE_KIND_OB_DAILY,1,0,1,0,ob_daily_challenges.csv,5,1,1,0,0,0,0
260,JUP_AE_KIND_CHAMPIONS_QUEST,0,0,0,0,,,0,1,0,0,0,0
261,JUP_AE_KIND_FREE_TRIAL,0,0,1,1,,,0,1,0,0,0,0
262,JUP_AE_KIND_FTUE_VIDEO,0,0,0,0,,,0,1,0,0,0,0
266,JUP_AE_KIND_NEWCOMER_MISSION,0,0,0,0,,,0,1,0,0,0,0
107,IW9_AE_KIND_BATTLEMAP_SECTOR,0,0,1,1,,,0,1,0,0,0,0
108,IW9_AE_KIND_BATTLEMAP_TOKEN_PURCHASE,0,0,1,0,,,0,1,0,0,0,0
109,IW9_AE_KIND_BATTLEPASS,0,0,1,0,,,0,0,0,0,1,0
137,IW9_AE_KIND_OPERATOR_UNLOCK,1,0,1,0,,,1,1,0,0,0,0
127,IW9_AE_KIND_GUN_UNLOCK,1,0,1,0,,,1,1,0,0,0,0
