9932,iw9_ch_prestige_s1_triple_kill,CHALLENGE/PRESTIGE_S1_TRIPLE_KILL,CHALLENGE/PRESTIGE_S1_TRIPLE_KILL_DESC,CHALLENGE/PRESTIGE_S1_UNLOCK_P1,25,6629,10000,1,1,,,CHALLENGE/PRESTIGE_S1_UNLOCK_P1,1000,,,0
9960,iw9_ch_prestige_s1_br_headshot,CHALLENGE/PRESTIGE_S1_BR_HEADSHOT,CHALLENGE/PRESTIGE_S1_BR_HEADSHOT_DESC,CHALLENGE/PRESTIGE_S1_UNLOCK_P1,100,6114,10000,1,2,,,CHALLENGE/PRESTIGE_S1_UNLOCK_P1,1000,,,0
9934,iw9_ch_prestige_s1_frag_kill,CHALLENGE/PRESTIGE_S1_FRAG_KILL,CHALLENGE/PRESTIGE_S1_FRAG_KILL_DESC,CHALLENGE/PRESTIGE_S1_UNLOCK_P1,25,6184,10000,1,3,,,CHALLENGE/PRESTIGE_S1_UNLOCK_P1,1000,,,0
9935,iw9_ch_prestige_s1_smg_longshot,CHALLENGE/PRESTIGE_S1_SMG_LONGSHOT,CHALLENGE/PRESTIGE_S1_SMG_LONGSHOT_DESC,CHALLENGE/PRESTIGE_S1_UNLOCK_P1,50,6620,10000,1,4,,,CHALLENGE/PRESTIGE_S1_UNLOCK_P1,1000,,,0
9936,iw9_ch_prestige_s1_drill_charge_kill,CHALLENGE/PRESTIGE_S1_DRILL_CHARGE_KILL,CHALLENGE/PRESTIGE_S1_DRILL_CHARGE_KILL_DESC,CHALLENGE/PRESTIGE_S1_UNLOCK_P2,25,6894,10000,2,1,,,CHALLENGE/PRESTIGE_S1_UNLOCK_P2,1000,,,0
9937,iw9_ch_prestige_s1_ar_hipfire,CHALLENGE/PRESTIGE_S1_AR_HIPFIRE,CHALLENGE/PRESTIGE_S1_AR_HIPFIRE_DESC,CHALLENGE/PRESTIGE_S1_UNLOCK_P2,200,6421,10000,2,2,,,CHALLENGE/PRESTIGE_S1_UNLOCK_P2,1000,,,0
9938,iw9_ch_prestige_s1_dead_silence_kill,CHALLENGE/PRESTIGE_S1_DEAD_SILENCE_KILL,CHALLENGE/PRESTIGE_S1_DEAD_SILENCE_KILL_DESC,CHALLENGE/PRESTIGE_S1_UNLOCK_P2,50,6687,10000,2,3,,,CHALLENGE/PRESTIGE_S1_UNLOCK_P2,1000,,,0
9939,iw9_ch_prestige_s1_shotgun_ads,CHALLENGE/PRESTIGE_S1_SHOTGUN_ADS,CHALLENGE/PRESTIGE_S1_SHOTGUN_ADS_DESC,CHALLENGE/PRESTIGE_S1_UNLOCK_P2,100,6582,10000,2,4,,,CHALLENGE/PRESTIGE_S1_UNLOCK_P2,1000,,,0
9940,iw9_ch_prestige_s1_launcher_kill,CHALLENGE/PRESTIGE_S1_LAUNCHER_KILL,CHALLENGE/PRESTIGE_S1_LAUNCHER_KILL_DESC,CHALLENGE/PRESTIGE_S1_UNLOCK_P3,50,6264,10000,3,1,,,CHALLENGE/PRESTIGE_S1_UNLOCK_P3,1000,,,0
9941,iw9_ch_prestige_s1_finishing_move,CHALLENGE/PRESTIGE_S1_FINISHING_MOVE,CHALLENGE/PRESTIGE_S1_FINISHING_MOVE_DESC,CHALLENGE/PRESTIGE_S1_UNLOCK_P3,10,6406,10000,3,2,,,CHALLENGE/PRESTIGE_S1_UNLOCK_P3,1000,,,0
9942,iw9_ch_prestige_s1_killstreak_5,CHALLENGE/PRESTIGE_S1_KILLSTREAK_5,CHALLENGE/PRESTIGE_S1_KILLSTREAK_5_DESC,CHALLENGE/PRESTIGE_S1_UNLOCK_P3,15,6535,10000,3,3,,,CHALLENGE/PRESTIGE_S1_UNLOCK_P3,1000,,,0
9943,iw9_ch_prestige_s1_throwin_knife_kill,CHALLENGE/PRESTIGE_S1_THROWIN_KNIFE_KILL,CHALLENGE/PRESTIGE_S1_THROWIN_KNIFE_KILL_DESC,CHALLENGE/PRESTIGE_S1_UNLOCK_P3,30,6521,10000,3,4,,,CHALLENGE/PRESTIGE_S1_UNLOCK_P3,1000,,,0
9944,iw9_ch_prestige_s1_lmg_headshot,CHALLENGE/PRESTIGE_S1_LMG_HEADSHOT,CHALLENGE/PRESTIGE_S1_LMG_HEADSHOT_DESC,CHALLENGE/PRESTIGE_S1_UNLOCK_P4,100,6364,10000,4,1,,,CHALLENGE/PRESTIGE_S1_UNLOCK_P4,1000,,,0
9945,iw9_ch_prestige_s1_shock_shockstick,CHALLENGE/PRESTIGE_S1_SHOCK_SHOCKSTICK,CHALLENGE/PRESTIGE_S1_SHOCK_SHOCKSTICK_DESC,CHALLENGE/PRESTIGE_S1_UNLOCK_P4,25,6316,10000,4,2,,,CHALLENGE/PRESTIGE_S1_UNLOCK_P4,1000,,,0
9946,iw9_ch_prestige_s1_battle_rage_kill,CHALLENGE/PRESTIGE_S1_BATTLE_RAGE_KILL,CHALLENGE/PRESTIGE_S1_BATTLE_RAGE_KILL_DESC,CHALLENGE/PRESTIGE_S1_UNLOCK_P4,50,6444,10000,4,3,,,CHALLENGE/PRESTIGE_S1_UNLOCK_P4,1000,,,0
9947,iw9_ch_prestige_s1_pistol_hipfire,CHALLENGE/PRESTIGE_S1_PISTOL_HIPFIRE,CHALLENGE/PRESTIGE_S1_PISTOL_HIPFIRE_DESC,CHALLENGE/PRESTIGE_S1_UNLOCK_P4,100,7012,10000,4,4,,,CHALLENGE/PRESTIGE_S1_UNLOCK_P4,1000,,,0
9956,iw9_ch_prestige_s1_secondary_weapon,CHALLENGE/PRESTIGE_S1_SECONDARY_WEAPON,CHALLENGE/PRESTIGE_S1_SECONDARY_WEAPON_DESC,CHALLENGE/PRESTIGE_S1_UNLOCK_P5,100,6275,10000,5,1,,,CHALLENGE/PRESTIGE_S1_UNLOCK_P5,1000,,,0
9957,iw9_ch_prestige_s1_use_killstreak,CHALLENGE/PRESTIGE_S1_USE_KILLSTREAK,CHALLENGE/PRESTIGE_S1_USE_KILLSTREAK_DESC,CHALLENGE/PRESTIGE_S1_UNLOCK_P5,50,6309,10000,5,2,,,CHALLENGE/PRESTIGE_S1_UNLOCK_P5,1000,,,0
9958,iw9_ch_prestige_s1_kingslayer_kill,CHALLENGE/PRESTIGE_S1_KINGSLAYER_KILL,CHALLENGE/PRESTIGE_S1_KINGSLAYER_KILL_DESC,CHALLENGE/PRESTIGE_S1_UNLOCK_P5,100,6183,10000,5,3,,,CHALLENGE/PRESTIGE_S1_UNLOCK_P5,1000,,,0
9959,iw9_ch_prestige_s1_destroy_vehicle,CHALLENGE/PRESTIGE_S1_DESTROY_VEHICLE,CHALLENGE/PRESTIGE_S1_DESTROY_VEHICLE_DESC,CHALLENGE/PRESTIGE_S1_UNLOCK_P5,25,6332,10000,5,4,,,CHALLENGE/PRESTIGE_S1_UNLOCK_P5,1000,,,0
9962,compound_iw9_ae_kind_prestige_s1_1_lvl56,CHALLENGE/PRESTIGE_MASTERY_1,CHALLENGE/PRESTIGE_MASTERY_DESC,CHALLENGE/PRESTIGE_S1_UNLOCK_P1,4,6835,15000,1,5,9932|9960|9934|9935,,CHALLENGE/PRESTIGE_S1_UNLOCK_P1,1000,,,0
9963,compound_iw9_ae_kind_prestige_s1_2_lvl100,CHALLENGE/PRESTIGE_MASTERY_2,CHALLENGE/PRESTIGE_MASTERY_DESC,CHALLENGE/PRESTIGE_S1_UNLOCK_P2,4,6943,15000,2,5,9936|9937|9938|9939,,CHALLENGE/PRESTIGE_S1_UNLOCK_P2,1000,,,0
9964,compound_iw9_ae_kind_prestige_s1_3_lvl150,CHALLENGE/PRESTIGE_MASTERY_3,CHALLENGE/PRESTIGE_MASTERY_DESC,CHALLENGE/PRESTIGE_S1_UNLOCK_P3,4,6949,15000,3,5,9940|9941|9942|9943,,CHALLENGE/PRESTIGE_S1_UNLOCK_P3,1000,,,0
9965,compound_iw9_ae_kind_prestige_s1_4_lvl200,CHALLENGE/PRESTIGE_MASTERY_4,CHALLENGE/PRESTIGE_MASTERY_DESC,CHALLENGE/PRESTIGE_S1_UNLOCK_P4,4,6079,15000,4,5,9944|9945|9946|9947,,CHALLENGE/PRESTIGE_S1_UNLOCK_P4,1000,,,0
9966,compound_iw9_ae_kind_prestige_s1_5_lvl250,CHALLENGE/PRESTIGE_MASTERY_5,CHALLENGE/PRESTIGE_MASTERY_DESC,CHALLENGE/PRESTIGE_S1_UNLOCK_P5,4,6728,15000,5,5,9956|9957|9958|9959,,CHALLENGE/PRESTIGE_S1_UNLOCK_P5,1000,,,0
