0,weapon,none,,,
573,attachment,bolt_lgt_p20,0,iw9,
574,attachment,reflex02,1,iw9,
575,attachment,bar_ar_shorthvy_p01,2,iw9,
578,attachment,ammo_50p_op,3,iw9,LAUNCH
585,attachment,bar_br_short_p18,4,iw9,
589,attachment,silencer_asierra12,5,iw9,
593,attachment,stock_sh_light_p12,6,iw9,
595,attachment,lasercyl_ads03,7,iw9,
597,attachment,ammo_762n_hp,8,iw9,LAUNCH
599,attachment,grip_angled11,9,iw9,LAUNCH
601,attachment,pgrip_aim_p09,10,iw9,LAUNCH
602,attachment,ammo_762s_ap,11,iw9,LAUNCH
603,attachment,bolt_lgt_p12,12,iw9,
604,attachment,rec_la700,13,iw9,
609,attachment,bar_sn_heavy_p20,14,iw9,
612,attachment,mag_sm_large_p11,15,iw9,
618,attachment,ironsdefault_mkilo3,16,iw9,
620,attachment,ammo_458s_ap,17,iw9,LAUNCH
621,attachment,silencer06_ar,18,iw9,
623,attachment,flash_dm_03,19,iw9,
625,attachment,ammo_556n_hp,20,iw9,LAUNCH
628,attachment,stock_ar_p05,21,iw9,
630,attachment,ammo_9p_hp,22,iw9,LAUNCH
632,attachment,iw9_ironsdefault_beta,23,iw9,
633,attachment,bar_lm_p03,24,iw9,
635,attachment,stock_ar_p04,25,iw9,
636,attachment,bar_sh_short_p12,26,iw9,
638,attachment,ironsdefault_beta,27,iw9,
639,attachment,lasercyl_ads02,28,iw9,
640,attachment,bar_dm_hvyass_p38,29,iw9,
646,attachment,pgrip_aim_p23,30,iw9,LAUNCH
647,attachment,silencer_50cal,31,iw9,
650,attachment,bar_lm_long_p04,32,iw9,
652,attachment,bolt_hvy_p20,33,iw9,
656,attachment,bar_pi_long_p27,34,iw9,
659,attachment,thermal01,35,iw9,
662,attachment,silencer06_dm,36,iw9,
664,attachment,triggrip_stimpistol,37,iw9,LAUNCH
666,attachment,iw9_rec_scharlie,38,iw9,
672,attachment,mag_sm_p11,39,iw9,
675,attachment,mag_sm_p01,40,iw9,
676,attachment,laserbox_ads02,41,iw9,
681,attachment,ub_gl_akilo,42,iw9,
683,attachment,bar_ar_short_p02,43,iw9,
685,attachment,barsil_sm_p07,44,iw9,
686,attachment,trigger_hair_p24,45,iw9,
689,attachment,bartube_sh_short_p13,46,iw9,
690,attachment,bar_ar_hvylong_p04,47,iw9,
693,attachment,ammo_9p_ap,48,iw9,LAUNCH
696,attachment,stockr_dm_p18,49,iw9,
697,attachment,ironsdefault_mpapa7,50,iw9,
701,attachment,tube_7_12g_mike1014,51,iw9,
705,attachment,wireh_crossbow,52,iw9,
707,attachment,pgrip_aim_p05,53,iw9,LAUNCH
708,attachment,pgrip_ass_p26,54,iw9,LAUNCH
710,attachment,ammo_545s_hv,55,iw9,BETA
714,attachment,belt_lm_large_p02,56,iw9,
719,attachment,mag_ar_light_p04,57,iw9,
720,attachment,stock_sm_heavy_p07,58,iw9,
724,attachment,pgrip_ass_p15,59,iw9,LAUNCH
729,attachment,pgrip_tac_p21,60,iw9,LAUNCH
734,attachment,tube_2_12g_charlie725,61,iw9,
737,attachment,belt_lm_large_p17,62,iw9,
739,attachment,selectsemi_falpha,63,iw9,
740,attachment,breacher_charlie725_01,64,iw9,
741,attachment,mag_ar_large_p02,65,iw9,
743,attachment,bgrip_hvy_p03,66,iw9,LAUNCH
746,attachment,silencer03_pstl,67,iw9,
747,attachment,ammo_500sw_hp,68,iw9,LAUNCH
751,attachment,silencer02_sh,69,iw9,
752,attachment,stock_dm_light_p18,70,iw9,
754,attachment,iw9_ironsdefault_mike4,71,iw9,
758,attachment,ironsdefault_scharlie,72,iw9,
763,attachment,silencer_decho,73,iw9,
765,attachment,bar_sn_long_p22,74,iw9,
766,attachment,mag_ar_large_p01,75,iw9,
769,attachment,bar_sm_heavy_p07,76,iw9,
771,attachment,bar_ar_p01,77,iw9,
772,attachment,stockno_sm_p01,78,iw9,
773,attachment,mag_sm_small_p08,79,iw9,
775,attachment,stock_sn_p01,80,iw9,
776,attachment,mag_ar_small_p01,81,iw9,
788,attachment,silencer_oilcan,82,iw9,
789,attachment,mag_br_p18,83,iw9,
798,attachment,flash_sn_01,84,iw9,LAUNCH
799,attachment,mag_sm_p03,85,iw9,
803,attachment,drum_br_p05,86,iw9,
807,attachment,drum_lm_p03,87,iw9,
811,attachment,bar_sh_long_p14,88,iw9,
813,attachment,comp_sn_01,89,iw9,
822,attachment,bar_sn_hvylong_p22,90,iw9,
825,attachment,shscope02,91,iw9,
830,attachment,bar_lm_p16,92,iw9,
832,attachment,stock_sm_heavy_p09,93,iw9,
834,attachment,bar_ar_p08,94,iw9,
835,attachment,bar_dm_light_p38,95,iw9,
836,attachment,ub_glmini01_xmags,96,iw9,
837,attachment,mag_pi_xlarge_p27,97,iw9,
838,attachment,rec_aviktor,98,iw9,
841,attachment,ammo_9p_op,99,iw9,LAUNCH
842,attachment,ammo_45acp_notracer,100,iw9,LAUNCH
843,attachment,grip_angled14,101,iw9,LAUNCH
845,attachment,barsil_dm_p19,102,iw9,
847,attachment,bar_dm_light_p20,103,iw9,
849,attachment,pgrip_ass_p04,104,iw9,LAUNCH
850,attachment,pgrip_p06,105,iw9,LAUNCH
855,attachment,ironsdefault_mpapax,106,iw9,
856,attachment,holorange01,107,iw9,
857,attachment,ub_gl01_xmags,108,iw9,
863,attachment,rec_apapa,109,iw9,
864,attachment,ammo_762s,110,iw9,LAUNCH
867,attachment,comp_decho_01,111,iw9,
869,attachment,ammo_9m_hp,112,iw9,LAUNCH
871,attachment,stockr_dm_heavy_p20,113,iw9,
872,attachment,ironsdefault_charlie725,114,iw9,
873,attachment,stock_sm_p01,115,iw9,
875,attachment,bargrip_ar_long_p03,116,iw9,LAUNCH
877,attachment,belt_lm_p02,117,iw9,
878,attachment,rec_mpapa7,118,iw9,
879,attachment,mag_br_large_p01,119,iw9,
880,attachment,belt_lm_large_p16,120,iw9,
882,attachment,bar_sm_heavy_p24,121,iw9,
886,attachment,mag_ar_xlarge_p06,122,iw9,
887,attachment,ironsdefault_smgolf45,123,iw9,
889,attachment,ironsdefault_rkilo,124,iw9,
890,attachment,pgrip_p11,125,iw9,LAUNCH
893,attachment,mag_sn_p20,126,iw9,
899,attachment,pgrip_ass_p03,127,iw9,LAUNCH
903,attachment,stock_sn_heavy_p22,128,iw9,
904,attachment,rec_gromeo,129,iw9,
907,attachment,silencer07_ar,130,iw9,
911,attachment,barsil_sm_long_p10,131,iw9,
913,attachment,mod_infil_alpha50,132,iw9,
915,attachment,ironsdefault_scromeo,133,iw9,
921,attachment,bipod_ahotel,134,iw9,
923,attachment,flash_sh_01,135,iw9,LAUNCH
924,attachment,dynamic_null_dblmg,136,iw9,
926,attachment,ammo_9s,137,iw9,LAUNCH
928,attachment,rec_mromeo,138,iw9,
929,attachment,bar_lm_long_p01,139,iw9,
932,attachment,mag_ar_large_p08,140,iw9,
938,attachment,stock_ar_tactical_p02,141,iw9,
944,attachment,arscope_nvg01,142,iw9,
945,attachment,bar_br_light_p01,143,iw9,
946,attachment,bar_sm_p24,144,iw9,
947,attachment,mag_ar_p06,145,iw9,
948,attachment,bar_dm_p19,146,iw9,
949,attachment,bar_sm_p02,147,iw9,
951,attachment,bar_lm_short_p01,148,iw9,
957,attachment,ironsdefault_decho,149,iw9,
958,attachment,pgrip_ass_p24,150,iw9,LAUNCH
959,attachment,pgrip_ar_ass_p02,151,iw9,LAUNCH
962,attachment,comp_pi_p25,152,iw9,
970,attachment,ammo_ar_default,153,iw9,LAUNCH
972,attachment,grip_angled09,154,iw9,LAUNCH
973,attachment,dmscope02,155,iw9,
975,attachment,ammo_50b_intercept,156,iw9,LAUNCH
978,attachment,ammo_12g_he,157,iw9,LAUNCH
981,attachment,firerate_adverse_p15,158,iw9,
984,attachment,guard_light_p12,159,iw9,
990,attachment,bar_pi_p27,160,iw9,
993,attachment,brakevert2_pi_p25,161,iw9,
994,attachment,ammo_50b_db,162,iw9,LAUNCH
997,attachment,laserpstl_ads02,163,iw9,
1001,attachment,mag_sm_large_p03,164,iw9,
1004,attachment,ammo_762n_db,165,iw9,LAUNCH
1007,attachment,stock_ar_heavy_p06,166,iw9,
1009,attachment,mag_sm_p08,167,iw9,
1012,attachment,snscope01,168,iw9,
1013,attachment,stock_dm_p38,169,iw9,
1017,attachment,mag_ar_small_p02,170,iw9,
1019,attachment,arscope_vz01,171,iw9,
1020,attachment,mag_ar_hvylarge_p08,172,iw9,
1021,attachment,gripside_med_p17,173,iw9,LAUNCH
1022,attachment,ammo_65cm,174,iw9,LAUNCH
1023,attachment,iw9_ironsdefault_augolf,175,iw9,
1024,attachment,iw9_akimbo_decho,176,iw9,
1030,attachment,stock_sm_lgttactical_p11,177,iw9,
1042,attachment,bartube_sh_short_p12,178,iw9,
1044,attachment,reflex07,179,iw9,
1052,attachment,ammo_5x28_hp,180,iw9,LAUNCH
1057,attachment,snscope_drop01,181,iw9,
1058,attachment,bar_sn_p23,182,iw9,
1060,attachment,laserbox_ads05,183,iw9,
1061,attachment,bar_sn_p22,184,iw9,
1062,attachment,pgrip_ass_p02,185,iw9,LAUNCH
1063,attachment,silencer05_ar,186,iw9,
1064,attachment,mag_ar_large_p03,187,iw9,
1069,attachment,ammo_45acp_fr,188,iw9,LAUNCH
1071,attachment,stockp_sm_heavy_p24,189,iw9,
1073,attachment,ironsdefault_romeo18_pdw,190,iw9,
1076,attachment,comp_sm_01,191,iw9,
1079,attachment,bar_sm_long_p03,192,iw9,
1081,attachment,mag_ar_heavy_p08,193,iw9,
1082,attachment,done,194,iw9,
1083,attachment,ammo_500sw,195,iw9,LAUNCH
1090,attachment,rec_kilo53,196,iw9,
1097,attachment,mag_sn_p18,197,iw9,
1098,attachment,pgrip_dm_aim_p02,198,iw9,LAUNCH
1102,attachment,hybrid04,199,iw9,
1103,attachment,comp_sh_01,200,iw9,LAUNCH
1105,attachment,ammo_blk_fr,201,iw9,LAUNCH
1106,attachment,comp_sh_02,202,iw9,
1108,attachment,ub_sh01,203,iw9,
1113,attachment,xmags_cp_rpapa7,204,iw9,
1115,attachment,stock_sm_light_p10,205,iw9,
1118,attachment,guard_tactical_p14,206,iw9,
1120,attachment,wire_lgt_p38,207,iw9,
1122,attachment,silencer02_ar,208,iw9,
1123,attachment,comb_ammo_p12,209,iw9,LAUNCH
1126,attachment,ammo_762n_op,210,iw9,LAUNCH
1127,attachment,laserhip_dim_p26,211,iw9,
1128,attachment,bartube_sh_heavy_p13,212,iw9,
1130,attachment,stockr_dm_p19,213,iw9,
1132,attachment,bar_lm_short_p15,214,iw9,
1134,attachment,bar_br_p01,215,iw9,
1135,attachment,tube_7_12g,216,iw9,
1136,attachment,stock_lm_heavy_p17,217,iw9,
1138,attachment,grip_vert05,218,iw9,LAUNCH
1142,attachment,ironsdefault_mike4,219,iw9,
1144,attachment,comb_ergo_p07,220,iw9,
1145,attachment,mag_sm_p04,221,iw9,
1146,attachment,ironsdefault_mike1014,222,iw9,
1147,attachment,bipod_p03,223,iw9,
1148,attachment,trigger_light_p25,224,iw9,
1150,attachment,thermal02,225,iw9,
1152,attachment,selectsemi_akilo,226,iw9,
1154,attachment,ammo_4x30_op,227,iw9,LAUNCH
1155,attachment,ironsdefault_fecho,228,iw9,
1158,attachment,shscope01,229,iw9,
1161,attachment,mag_pi_large_p24,230,iw9,
1162,attachment,fourx05,231,iw9,
1163,attachment,mag_sm_xlarge_p11,232,iw9,
1166,attachment,ammo_65c_op,233,iw9,LAUNCH
1172,attachment,comp_br_02,234,iw9,
1174,attachment,pgrip_dm_tac_p02,235,iw9,LAUNCH
1176,attachment,bipod_med_p04,236,iw9,
1177,attachment,flash_ar_02,237,iw9,
1178,attachment,mag_sn_small_p21,238,iw9,
1186,attachment,rec_juliet,239,iw9,
1190,attachment,bar_ar_light_p05,240,iw9,
1199,attachment,mag_ar_lgtsmall_p04,241,iw9,
1200,attachment,iw9_selectsemi,242,iw9,
1202,attachment,comp_sm_02,243,iw9,
1203,attachment,holo02,244,iw9,
1204,attachment,comp_dm_01,245,iw9,
1205,attachment,dmscope_vz01,246,iw9,
1211,attachment,bar_lm_p04,247,iw9,
1213,attachment,bar_sm_lgtshort_p04,248,iw9,
1217,attachment,belt_lm_p15,249,iw9,
1218,attachment,guard_p14,250,iw9,
1219,attachment,ub_gl01,251,iw9,
1221,attachment,pgrip_aim_p01,252,iw9,LAUNCH
1226,attachment,grip_vertshort06,253,iw9,LAUNCH
1227,attachment,flash_sn_02,254,iw9,
1229,attachment,iw9_ironsdefault_mcharlie,255,iw9,
1231,attachment,barsil_dm_p20,256,iw9,
1235,attachment,ironsdefault_sierra552,257,iw9,
1238,attachment,laserbox_hip03,258,iw9,
1243,attachment,bar_sn_heavy_p22,259,iw9,
1244,attachment,tube_7_45gvt,260,iw9,
1245,attachment,bar_sh_heavy_p12,261,iw9,
1246,attachment,ammo_4x30_fr,262,iw9,LAUNCH
1261,attachment,mag_br_large_p02,263,iw9,
1265,attachment,arscope_vz02,264,iw9,
1266,attachment,lasercyl_hip02,265,iw9,
1268,attachment,gripside_large_p17,266,iw9,LAUNCH
1270,attachment,ammo_500sw_fr,267,iw9,LAUNCH
1275,attachment,bar_pi_xshort_p26,268,iw9,
1283,attachment,stock_sm_assault_p11,269,iw9,
1285,attachment,stock_sn_assault_p23,270,iw9,
1288,attachment,barsil_lm_p03,271,iw9,
1292,attachment,mag_sn_p02,272,iw9,
1297,attachment,fourx03,273,iw9,
1299,attachment,stock_lm_lgttactical_p15,274,iw9,
1301,attachment,bar_sm_hvylong_p07,275,iw9,
1302,attachment,grip_angled03,276,iw9,LAUNCH
1304,attachment,ironsdefault_kilo53,277,iw9,
1305,attachment,breacher_sh_01,278,iw9,
1306,attachment,bar_ar_lgtshort_p01,279,iw9,
1308,attachment,comb_p06,280,iw9,
1309,attachment,flash_ar_04,281,iw9,
1310,attachment,fourx06,282,iw9,
1313,attachment,comp_ar_05,283,iw9,
1314,attachment,stockno_pi_p25,284,iw9,
1315,attachment,bar_lm_heavy_p03,285,iw9,
1319,attachment,silencer_oscar12,286,iw9,
1321,attachment,bar_lm_hvy_p16,287,iw9,
1324,attachment,stock_sn_light_p05,288,iw9,
1325,attachment,dynamic_null_gromeo,289,iw9,
1329,attachment,hybridrange01,290,iw9,
1333,attachment,ironsdefault_romeo870,291,iw9,
1337,attachment,bipod_xmike109,292,iw9,
1338,attachment,rec_rpapa7,293,iw9,
1340,attachment,fourx_augolf,294,iw9,
