-1,weapon_pistol,weapon_pistol,WEAPON/PI_GOLF17,iw9_pi_golf17,iw9_pi_golf17_mp,hud_icon_weapon_pi_golf17,PERKS/PI_GOLF17,1,rec front mag back gripdefault ironsdefault,,2,undermount,,,,,,,,,,,,,,,,,,55,57,42,58,81,70,hud_icon_weapon_pi_golf17,weapon_profile_p226_f,assault,run_and_gun|cqb|camper,recruit|regular|hardened|veteran,1,100,1,,semi_auto_fire_mode,,4,1,,0.98,,0,0,1,WEAPON/SUBCLASS_ID_1,WEAPON/SUBCLASS_ID_1,icon_cac_weapon_pi_golf21,700,0,1,0
-1,weapon_pistol,weapon_pistol,WEAPON/PI_STIMPISTOL,iw9_pi_stimpistol,iw9_pi_stimpistol_mp,icon_weapon_pi_mike_1911,PERKS/PI_STIMPISTOL,1,rec front mag triggrip ironsdefault,,1,undermount|backpiece,,,,,,,,,,,,,,,,,,55,59,44,55,80,69,icon_weapon_pi_mike_1911,weapon_profile_p226_f,assault,,,-1,100,1,,semi_auto_fire_mode,,3,1,,0.98,,0,0,1,WEAPON/SUBCLASS_ID_2,WEAPON/SUBCLASS_ID_2,icon_cac_weapon_pi_mike_1911,700,0,1,0
-1,weapon_pistol,weapon_pistol,WEAPON/PI_STIMPISTOL,jup_pi_raygun,jup_pi_raygun_mp,icon_weapon_pi_mike_1911,PERKS/PI_STIMPISTOL,1,,,1,,,,,,,,,,,,,,,,,,,55,59,44,55,80,69,icon_weapon_pi_mike_1911,weapon_profile_p226_f,assault,,,-1,100,1,,semi_auto_fire_mode,,3,1,,0.98,,0,0,1,WEAPON/SUBCLASS_ID_2,WEAPON/SUBCLASS_ID_2,icon_cac_weapon_pi_mike_1911,700,0,1,0
-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
-1,weapon_smg,weapon_smg,WEAPON/SM_MPAPA5,iw9_sm_mpapa5,iw9_sm_mpapa5_mp,hud_icon_weapon_sm_mpapa5,PERKS/SM_MPAPA5,1,rec front back mag selectsemi gripdefault ironsdefault,,3,,,,,,,,,,,,,,,,,,,66,69,55,74.75,73,77,hud_icon_weapon_sm_mpapa5,weapon_profile_kriss_f,assault,run_and_gun|cqb,recruit|regular|hardened|veteran,1,100,1,,full_auto_fire_mode,,1,1,,0.95,,0,0,1,WEAPON/SUBCLASS_ID_3,WEAPON/SUBCLASS_ID_3,icon_cac_weapon_sm_mpapa5,1500,0,1,0
-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
-1,weapon_melee2,weapon_melee2,WEAPON/KNIFE_ONLY,iw9_me_knife,iw9_me_knife_mp,hud_icon_weapon_me_knife,PERKS/KNIFE_ONLY_DESC,1,rec,,0,,,,,,,,,,,,,,,,,,,0,90,5,0,80,30,hud_icon_weapon_me_knife,weapon_profile_knifeonly_f,assault,,,1,100,0,,,,,0,,1,,1,0,0,WEAPON/SUBCLASS_ID_1,WEAPON/SUBCLASS_ID_1,icon_cac_weapon_me_soscar_knife,100,0,0,0
-1,weapon_melee2,weapon_melee2,WEAPON/KNIFE_ONLY,iw8_knife,iw8_knife_mp,icon_weapon_me_soscar_knife,PERKS/KNIFE_ONLY_DESC,1,rec,,0,,,,,,,,,,,,,,,,,,,0,90,5,0,80,30,icon_weapon_me_soscar_knife,weapon_profile_knifeonly_f,assault,,,-1,100,0,,,,,0,,1,,1,0,0,WEAPON/SUBCLASS_ID_1,WEAPON/SUBCLASS_ID_1,icon_cac_weapon_me_soscar_knife,100,0,0,0
-1,weapon_melee2,weapon_melee2,WEAPON/FISTS,iw8_fists,iw8_fists_mp,hud_icon_weapon_me_fist,PERKS/FISTS_DESC,1,,,0,,,,,,,,,,,,,,,,,,,0,65,5,0,80,0,hud_icon_weapon_me_fist,weapon_profile_fists_f,assault,,,-1,0,0,,,,,0,,1,,1,1,0,WEAPON/SUBCLASS_ID_1,WEAPON/SUBCLASS_ID_1,icon_cac_weapon_me_fists,100,0,0,0
-1,weapon_melee2,weapon_melee2,WEAPON/FISTS,iw9_me_fists,iw9_me_fists_mp,hud_icon_weapon_me_fist,PERKS/FISTS_DESC,1,,,0,,,,,,,,,,,,,,,,,,,0,65,5,0,80,0,hud_icon_weapon_me_fist,weapon_profile_fists_f,assault,,,-1,0,0,,,,,0,,1,,1,1,0,WEAPON/SUBCLASS_ID_1,WEAPON/SUBCLASS_ID_1,icon_cac_weapon_me_fists,100,0,0,0
