10068,iw9_seasonal_challenge_test_1,CHALLENGE/NAME_NONE,CHALLENGE/NAME_NONE,1,0,9270,,,,,0,0,0,,,0
10069,iw9_seasonal_challenge_test_2,CHALLENGE/NAME_NONE,CHALLENGE/NAME_NONE,5,0,9153,,,,,0,0,0,,,0
10070,iw9_seasonal_challenge_test_3,CHALLENGE/NAME_NONE,CHALLENGE/NAME_NONE,10,0,9119,,,,,0,0,0,,,0
11116,iw9_ch_seasonal_s2_1_integrity_mp,CHALLENGE/SEASONAL_S2_INTEGRITY,CHALLENGE/SEASONAL_S2_INTEGRITY_MP_DESC,15,0,,,1,1,,2000,1674000000,1676440800,,,0
11117,iw9_ch_seasonal_s2_2_honor_mp,CHALLENGE/SEASONAL_S2_HONOR,CHALLENGE/SEASONAL_S2_HONOR_MP_DESC,100,0,,,1,2,,2000,1674000000,1676440800,,,0
11118,iw9_ch_seasonal_s2_3_justice_mp,CHALLENGE/SEASONAL_S2_JUSTICE,CHALLENGE/SEASONAL_S2_JUSTICE_MP_DESC,50,0,,,1,3,,2000,1674000000,1676440800,,,0
11119,iw9_ch_seasonal_s2_4_compassion_mp,CHALLENGE/SEASONAL_S2_COMPASSION,CHALLENGE/SEASONAL_S2_COMPASSION_MP_DESC,100,0,,,1,4,,2000,1674604800,1676440800,,,0
11120,iw9_ch_seasonal_s2_5_courage_mp,CHALLENGE/SEASONAL_S2_COURAGE,CHALLENGE/SEASONAL_S2_COURAGE_MP_DESC,25,0,,,1,5,,2000,1674604800,1676440800,,,0
11121,iw9_ch_seasonal_s2_6_loyalty_mp,CHALLENGE/SEASONAL_S2_LOYALTY,CHALLENGE/SEASONAL_S2_LOYALTY_MP_DESC,50,0,,,1,6,,2000,1675209600,1676440800,,,0
11122,iw9_ch_seasonal_s2_7_respect_mp,CHALLENGE/SEASONAL_S2_RESPECT,CHALLENGE/SEASONAL_S2_RESPECT_MP_DESC,25,0,,,1,7,,2000,1675209600,1676440800,,,0
11157,iw9_ch_seasonal_s2_1_integrity_br,CHALLENGE/SEASONAL_S2_INTEGRITY,CHALLENGE/SEASONAL_S2_INTEGRITY_BR_DESC,5,0,,,2,1,,2000,1674000000,1676440800,,,0
11158,iw9_ch_seasonal_s2_2_honor_br,CHALLENGE/SEASONAL_S2_HONOR,CHALLENGE/SEASONAL_S2_HONOR_BR_DESC,5,0,,,2,2,,2000,1674000000,1676440800,,,0
11160,iw9_ch_seasonal_s2_3_justice_br,CHALLENGE/SEASONAL_S2_JUSTICE,CHALLENGE/SEASONAL_S2_JUSTICE_BR_DESC,5,0,,,2,3,,2000,1674000000,1676440800,,,0
11161,iw9_ch_seasonal_s2_4_compassion_br,CHALLENGE/SEASONAL_S2_COMPASSION,CHALLENGE/SEASONAL_S2_COMPASSION_BR_DESC,20,0,,,2,4,,2000,1674604800,1676440800,,,0
11159,iw9_ch_seasonal_s2_5_courage_br,CHALLENGE/SEASONAL_S2_COURAGE,CHALLENGE/SEASONAL_S2_COURAGE_BR_DESC,3,0,,,2,5,,2000,1674604800,1676440800,,,0
11162,iw9_ch_seasonal_s2_6_loyalty_br,CHALLENGE/SEASONAL_S2_LOYALTY,CHALLENGE/SEASONAL_S2_LOYALTY_BR_DESC,3,0,,,2,6,,2000,1675209600,1676440800,,,0
11163,iw9_ch_seasonal_s2_7_respect_br,CHALLENGE/SEASONAL_S2_RESPECT,CHALLENGE/SEASONAL_S2_RESPECT_BR_DESC,3,0,,,2,7,,2000,1675209600,1676440800,,,0
11269,compound_iw9_ae_kind_seasonal_s2_1_integrity,CHALLENGE/SEASONAL_S2_INTEGRITY,CHALLENGE/SEASONAL_S2_COMPOUND_COMPLETION,1,10000,20836,,3,1,11116|11157,2000,0,0,,,0
11270,compound_iw9_ae_kind_seasonal_s2_2_honor,CHALLENGE/SEASONAL_S2_HONOR,CHALLENGE/SEASONAL_S2_COMPOUND_COMPLETION,1,10000,9851,,3,2,11117|11158,2000,0,0,,,0
11271,compound_iw9_ae_kind_seasonal_s2_3_justice,CHALLENGE/SEASONAL_S2_JUSTICE,CHALLENGE/SEASONAL_S2_COMPOUND_COMPLETION,1,10000,6689,,3,3,11118|11160,2000,0,0,,,0
11272,compound_iw9_ae_kind_seasonal_s2_4_compassion,CHALLENGE/SEASONAL_S2_COMPASSION,CHALLENGE/SEASONAL_S2_COMPOUND_COMPLETION,1,10000,12545,,3,4,11119|11161,2000,0,0,,,0
11273,compound_iw9_ae_kind_seasonal_s2_5_courage,CHALLENGE/SEASONAL_S2_COURAGE,CHALLENGE/SEASONAL_S2_COMPOUND_COMPLETION,1,10000,18545,,3,5,11120|11159,2000,0,0,,,0
11274,compound_iw9_ae_kind_seasonal_s2_6_loyalty,CHALLENGE/SEASONAL_S2_LOYALTY,CHALLENGE/SEASONAL_S2_COMPOUND_COMPLETION,1,10000,9047,,3,6,11121|11162,2000,0,0,,,0
11275,compound_iw9_ae_kind_seasonal_s2_7_respect,CHALLENGE/SEASONAL_S2_RESPECT,CHALLENGE/SEASONAL_S2_COMPOUND_COMPLETION,1,10000,20566,,3,7,11122|11163,2000,0,0,,,0
11283,compound_iw9_ae_kind_seasonal_s2_mastery,CHALLENGE/SEASONAL_S2_MASTERY,CHALLENGE/SEASONAL_S2_MASTERY_DESC,7,15000,11322,,4,1,11269|11270|11271|11272|11273|11274|11275,2000,0,0,,,0
12334,iw9_refer_a_friend_recruit_01,CHALLENGE/RAF_MATCH_NAME,CHALLENGE/RECRUIT_MATCH_DESC,1,0,12584,,1,1,,3000,0,0,,,0
12335,iw9_refer_a_friend_recruit_02,CHALLENGE/RAF_CONTRACT_NAME,CHALLENGE/RECRUIT_CONTRACT_DESC,7,0,9574,,1,2,,3000,0,0,,,0
12336,iw9_refer_a_friend_recruit_03,CHALLENGE/RAF_KILL_NAME,CHALLENGE/RECRUIT_KILL_DESC,20,0,11839,,1,3,,3000,0,0,,,0
12337,iw9_refer_a_friend_recruiter_01,CHALLENGE/RAF_MATCH_NAME,CHALLENGE/RECRUITER_MATCH_DESC,1,0,12584,,1,1,,3000,0,0,,,0
12338,iw9_refer_a_friend_recruiter_02,CHALLENGE/RAF_CONTRACT_NAME,CHALLENGE/RECRUITER_CONTRACT_DESC,7,0,9574,,1,2,,3000,0,0,,,0
12339,iw9_refer_a_friend_recruiter_03,CHALLENGE/RAF_KILL_NAME,CHALLENGE/RECRUITER_KILL_DESC,20,0,11839,,1,3,,3000,0,0,,,0
12340,iw9_refer_a_friend_recruiter_04,CHALLENGE/RAF_MATCH_NAME,CHALLENGE/RECRUITER_MATCH_DESC,1,0,14712,,2,1,,3000,0,0,,,0
12341,iw9_refer_a_friend_recruiter_05,CHALLENGE/RAF_CONTRACT_NAME,CHALLENGE/RECRUITER_CONTRACT_DESC,7,0,3955,,2,2,,3000,0,0,,,0
12342,iw9_refer_a_friend_recruiter_06,CHALLENGE/RAF_KILL_NAME,CHALLENGE/RECRUITER_KILL_DESC,20,0,6408,,2,3,,3000,0,0,,,0
12343,iw9_refer_a_friend_recruiter_07,CHALLENGE/RAF_MATCH_NAME,CHALLENGE/RECRUITER_MATCH_DESC,1,0,3955,,3,1,,3000,0,0,,,0
12344,iw9_refer_a_friend_recruiter_08,CHALLENGE/RAF_CONTRACT_NAME,CHALLENGE/RECRUITER_CONTRACT_DESC,7,0,3951,,3,2,,3000,0,0,,,0
12345,iw9_refer_a_friend_recruiter_09,CHALLENGE/RAF_KILL_NAME,CHALLENGE/RECRUITER_KILL_DESC,20,0,23873,,3,3,,3000,0,0,,,0
13931,iw9_ch_seasonal_s4_market_detonate_br,CHALLENGE/DETONATOR_MARKET,CHALLENGE/DELTA_DETONATOR_MARKET,1,1000,,,2,1,,4000,1681920000,1688745600,,,0
13932,iw9_ch_seasonal_s4_market_loot_br,CHALLENGE/CONTAINERS_MARKET,CHALLENGE/DELTA_LOOT_MARKET,10,1000,,,2,2,,4000,1681920000,1688745600,,,0
13933,iw9_ch_seasonal_s4_market_kill_operators_br,CHALLENGE/OPERATORS_MARKET,CHALLENGE/DELTA_OPERATORS_MARKET,3,1000,,,2,3,,4000,1681920000,1688745600,,,0
13635,iw9_ch_seasonal_s4_station_detonate_br,CHALLENGE/DETONATOR_STATION,CHALLENGE/DELTA_DETONATOR_STATION,1,1000,,,2,1,,4000,1681920000,1688745600,,,0
13636,iw9_ch_seasonal_s4_station_contract_br,CHALLENGE/CONTRACT_STATION,CHALLENGE/DELTA_CONTRACT_STATION,1,1000,,,2,2,16467|16468,4000,1681920000,1688745600,,,0
13637,iw9_ch_seasonal_s4_station_kill_operators_br,CHALLENGE/OPERATORS_STATION,CHALLENGE/DELTA_OPERATORS_STATION,3,1000,,,2,3,,4000,1681920000,1688745600,,,0
13934,iw9_ch_seasonal_s4_zoo_detonate_br,CHALLENGE/DETONATOR_ZOO,CHALLENGE/DELTA_DETONATOR_ZOO,1,1000,,,2,1,,4000,1681920000,1688745600,,,0
13935,iw9_ch_seasonal_s4_zoo_loot_br,CHALLENGE/CONTAINERS_ZOO,CHALLENGE/DELTA_LOOT_ZOO,10,1000,,,2,2,,4000,1681920000,1688745600,,,0
13936,iw9_ch_seasonal_s4_zoo_kill_enemies_br,CHALLENGE/ENEMIES_ZOO,CHALLENGE/DELTA_KILL_ZOO,10,1000,,,2,3,,4000,1681920000,1688745600,,,0
13937,iw9_ch_seasonal_s4_library_detonate_br,CHALLENGE/DETONATOR_UNIVERSITY,CHALLENGE/DELTA_DETONATOR_LIBRARY,1,1000,,,2,1,,4000,1681920000,1688745600,,,0
13938,iw9_ch_seasonal_s4_library_contract_br,CHALLENGE/CONTRACT_UNIVERSITY,CHALLENGE/DELTA_CONTRACT_LIBRARY,1,1000,,,2,2,16469|16470,4000,1681920000,1688745600,,,0
