8813,iw9_ch_br_daily_selfRevive_purchase_easy,CHALLENGE/BR_DAILY_BH_SELFREVIVE,CHALLENGE/BR_DAILY_BH_SELFREVIVE_DESC,1,2500,,1,,,,,1,,,
8814,iw9_ch_br_daily_fieldUpgrade_purchase_easy,CHALLENGE/BR_DAILY_BH_FIELDUPGRADES,CHALLENGE/BR_DAILY_BH_FIELDUPGRADES_DESC,1,2500,,1,,,,,2,,,
8815,iw9_ch_br_daily_gasMask_purchase_easy,CHALLENGE/BR_DAILY_BH_GASMASK,CHALLENGE/BR_DAILY_BH_GASMASK_DESC,1,2500,,1,,,,,3,,,
8816,iw9_ch_br_daily_killstreak_purchase_easy,CHALLENGE/BR_DAILY_BH_KILLSTREAK,CHALLENGE/BR_DAILY_BH_KILLSTREAK_DESC,1,2500,,1,,,,,4,,,
8817,iw9_ch_br_daily_weapon_purchase_easy,CHALLENGE/BR_DAILY_BH_WEAPON,CHALLENGE/BR_DAILY_BH_WEAPON_DESC,1,2500,,1,,,,,5,,,
8827,iw9_ch_br_daily_any_kills_easy,CHALLENGE/BR_DAILY_ACE_KILLS_ANY,CHALLENGE/BR_DAILY_ACE_KILLS_ANY_DESC,3,2500,,2,,,,,1,,,
8853,iw9_ch_br_daily_location_kills_observatory,CHALLENGE/BR_DAILY_LOCKKILLS_OBSERVATORY,CHALLENGE/BR_DAILY_LOCKKILLS_OBSERVATORY_DESC,2,2500,,3,,,,,1,,,
8854,iw9_ch_br_daily_location_kills_oldtown,CHALLENGE/BR_DAILY_LOCKKILLS_OLDTOWN,CHALLENGE/BR_DAILY_LOCKKILLS_OLDTOWN_DESC,2,2500,,3,,,,,2,,,
8855,iw9_ch_br_daily_location_kills_fishtown,CHALLENGE/BR_DAILY_LOCKKILLS_FISHTOWN,CHALLENGE/BR_DAILY_LOCKKILLS_FISHTOWN_DESC,2,2500,,3,,,,,3,,,
8856,iw9_ch_br_daily_location_kills_caves,CHALLENGE/BR_DAILY_LOCKKILLS_CAVES,CHALLENGE/BR_DAILY_LOCKKILLS_CAVES_DESC,2,2500,,3,,,,,4,,,
8857,iw9_ch_br_daily_location_kills_sira,CHALLENGE/BR_DAILY_LOCKKILLS_SIRA,CHALLENGE/BR_DAILY_LOCKKILLS_SIRA_DESC,2,2500,,3,,,,,5,,,
8858,iw9_ch_br_daily_location_kills_sunken,CHALLENGE/BR_DAILY_LOCKKILLS_SUNKEN,CHALLENGE/BR_DAILY_LOCKKILLS_SUNKEN_DESC,2,2500,,3,,,,,6,,,
8859,iw9_ch_br_daily_location_kills_wartorn,CHALLENGE/BR_DAILY_LOCKKILLS_WARTORN,CHALLENGE/BR_DAILY_LOCKKILLS_WARTORN_DESC,2,2500,,3,,,,,7,,,
8860,iw9_ch_br_daily_location_kills_moderncity,CHALLENGE/BR_DAILY_LOCKKILLS_MODERNCITY,CHALLENGE/BR_DAILY_LOCKKILLS_MODERNCITY_DESC,2,2500,,3,,,,,8,,,
8861,iw9_ch_br_daily_location_kills_oilfield,CHALLENGE/BR_DAILY_LOCKKILLS_OILFIELD,CHALLENGE/BR_DAILY_LOCKKILLS_OILFIELD_DESC,2,2500,,3,,,,,9,,,
8862,iw9_ch_br_daily_location_kills_fort,CHALLENGE/BR_DAILY_LOCKKILLS_FORT,CHALLENGE/BR_DAILY_LOCKKILLS_FORT_DESC,2,2500,,3,,,,,10,,,
8863,iw9_ch_br_daily_location_kills_exhume,CHALLENGE/BR_DAILY_LOCKKILLS_EXHUME,CHALLENGE/BR_DAILY_LOCKKILLS_EXHUME_DESC,2,2500,,3,,,,,11,,,
8864,iw9_ch_br_daily_location_kills_hydro,CHALLENGE/BR_DAILY_LOCKKILLS_HYDRO,CHALLENGE/BR_DAILY_LOCKKILLS_HYDRO_DESC,2,2500,,3,,,,,12,,,
8865,iw9_ch_br_daily_location_kills_airport,CHALLENGE/BR_DAILY_LOCKKILLS_AIRPORT,CHALLENGE/BR_DAILY_LOCKKILLS_AIRPORT_DESC,2,2500,,3,,,,,13,,,
8866,iw9_ch_br_daily_location_kills_lone,CHALLENGE/BR_DAILY_LOCKKILLS_LONE,CHALLENGE/BR_DAILY_LOCKKILLS_LONE_DESC,2,2500,,3,,,,,14,,,
8867,iw9_ch_br_daily_location_kills_marshland,CHALLENGE/BR_DAILY_LOCKKILLS_MARSHLAND,CHALLENGE/BR_DAILY_LOCKKILLS_MARSHLAND_DESC,2,2500,,3,,,,,15,,,
8868,iw9_ch_br_daily_location_kills_mountaintown,CHALLENGE/BR_DAILY_LOCKKILLS_MOUNTAINTOWN,CHALLENGE/BR_DAILY_LOCKKILLS_MOUNTAINTOWN_DESC,2,2500,,3,,,,,16,,,
8839,iw9_ch_br_daily_ai_kills_easy,CHALLENGE/BR_DAILY_ACE_KILLS_AI,CHALLENGE/BR_DAILY_ACE_KILLS_AI_DESC,5,2500,,2,,,,,13,,,
8828,iw9_ch_br_daily_ar_kills_easy,CHALLENGE/BR_DAILY_ACE_KILLS_AR,CHALLENGE/BR_DAILY_ACE_KILLS_AR_DESC,2,2500,,2,,,,,2,,,
8829,iw9_ch_br_daily_smg_kills_easy,CHALLENGE/BR_DAILY_ACE_KILLS_SMG,CHALLENGE/BR_DAILY_ACE_KILLS_SMG_DESC,2,2500,,2,,,,,3,,,
8830,iw9_ch_br_daily_lmg_kills_easy,CHALLENGE/BR_DAILY_ACE_KILLS_LMG,CHALLENGE/BR_DAILY_ACE_KILLS_LMG_DESC,2,2500,,2,,,,,4,,,
8831,iw9_ch_br_daily_sniper_kills_easy,CHALLENGE/BR_DAILY_ACE_KILLS_SNIPER,CHALLENGE/BR_DAILY_ACE_KILLS_SNIPER_DESC,2,2500,,2,,,,,5,,,
