9148,27326,airdrop,airdrop_jup
9159,27335,airdrop_escort,airdrop_escort_jup
9154,27344,airdrop_multiple,airdrop_multiple_jup
9153,27256,assault_drone,assault_drone_jup
9140,27337,auto_drone,auto_drone_jup
5136,31361,bp_cod_points,jup_bp_cod_points
-1,33220,bunker_buster,bunker_buster_jup
5127,31353,challenges,jup_challenges
9158,27338,chopper_gunner,chopper_gunner_jup
9173,27352,chopper_support,chopper_support_jup
9152,27343,circle_peek,circle_peek_jup
9161,27327,cluster_spike,cluster_spike_jup
5124,31360,cod_points_id,jup_cod_points_id
9155,27345,counter_uav,counter_uav_jup
5138,31352,create_a_class,jup_create_a_class
9151,27330,cruise_predator,cruise_predator_jup
9179,27339,directional_uav,directional_uav_jup
17664,31369,dmz_exfil_streak,jup_dmz_exfil_streak
-1,27363,drone_swarm,drone_swarm_jup
9147,27350,emp,emp_jup
9138,27353,emp_drone,emp_drone_jup
9111,27268,equip_adrenaline,equip_adrenaline_jup
9136,27278,equip_adrenalinebr,equip_adrenalinebr_jup
9088,27274,equip_advanced_supply_drop,equip_advanced_supply_drop_jup
9115,27292,equip_advanced_vehicle_drop,equip_advanced_vehicle_drop_jup
-1,43750,equip_aether_blade,equip_aether_blade_jup
-1,28181,equip_aethercounter,equip_aethercounter_jup
-1,27316,equip_armor_onehanded,equip_armor_onehanded_jup
-1,34965,equip_armor_onehanded_quick,equip_armor_onehanded_jup_quick
9081,27290,equip_armorbox,equip_armorbox_jup
9083,27279,equip_armorplate,equip_armorplate_jup
-1,44148,equip_ascender,equip_ascender_cp_jup
9094,27260,equip_at_mine,equip_at_mine_jup
9130,27300,equip_balloon,equip_balloon_jup
9105,27276,equip_bandages,equip_bandages_jup
9108,27294,equip_battlerage,equip_battlerage_jup
9087,27291,equip_binoculars,equip_binoculars_jup
-1,27315,equip_black_box,equip_black_box_jup
-1,27311,equip_blackhole_bomb,equip_blackhole_bomb_jup
9124,27295,equip_blastshieldbox,equip_blastshieldbox_jup
-1,27312,equip_bottle,equip_bottle_jup
-1,27310,equip_breacher_drone,equip_breacher_drone_jup
9125,27302,equip_bunkerbuster,equip_bunkerbuster_jup
-1,27308,equip_butterfly_mine,equip_butterfly_mine_jup
9104,27251,equip_c4,equip_c4_jup
-1,36815,equip_capturebot,equip_capturebot_jup
9084,27250,equip_claymore,equip_claymore_jup
-1,36816,equip_commscrambler,equip_commscrambler_jup
9112,27263,equip_concussion,equip_concussion_jup
9075,27286,equip_deadsilence,equip_deadsilence_jup
24029,34974,equip_decon_station,equip_decon_station_jup
9082,27269,equip_decoy,equip_decoy_jup
-1,36817,equip_deployablekiosk,equip_deployable_kiosk_drop_jup
9090,27298,equip_deployed_decoy,equip_deployed_decoy_jup
9123,27270,equip_emp,equip_emp_jup
9113,27282,equip_empdrone,equip_empdrone_jup
9114,27297,equip_emppulse,equip_emppulse_jup
-1,32019,equip_evg,equip_evg_jup
9103,27280,equip_extract,equip_extract_jup
9131,27277,equip_firstaid,equip_firstaid_jup
9118,27262,equip_flash,equip_flash_jup
9129,27087,equip_frag,equip_frag_jup
9096,27267,equip_gas_grenade,equip_gas_grenade_jup
9106,27296,equip_geigercounter,equip_geigercounter_jup
-1,27317,equip_hackable_bomb,equip_hackable_bomb_jup
9092,27266,equip_hb_sensor,equip_hb_sensor_jup
-1,27325,equip_inhibitor,equip_inhibitor_jup
9097,27303,equip_iodine_pills,equip_iodine_pills_jup
-1,35303,equip_medbox,equip_medbox_jup
9099,27257,equip_molotov,equip_molotov_jup
-1,34964,equip_monkey_bomb,equip_monkey_bomb_jup
9089,27287,equip_munitionsbox,equip_munitionsbox_jup
-1,28179,equip_nvg,equip_nvg_jup
24434,32514,equip_oxygenmask,equip_oxygenmask_jup
-1,35310,equip_pball,equip_pball_jup
15448,35302,equip_personal_redeploy_drone,equip_personal_redeploy_drone_jup
-1,27314,equip_phone,equip_phone_jup
9133,27283,equip_radardrone,equip_radardrone_jup
9117,27275,equip_recondrone,equip_recondrone_jup
35176,35177,equip_reinforcement_flare,equip_reinforcement_flare_jup
-1,28025,equip_rfid,equip_rfid_jup
9121,27285,equip_rock,equip_rock_jup
9127,27281,equip_scramblerdrone,equip_scrambledrone_jup
9078,27258,equip_semtex,equip_semtex_jup
9120,27284,equip_shieldturret,equip_shieldturret_jup
9085,27299,equip_shockstick,equip_shockstick_jup
9086,27264,equip_smoke,equip_smoke_jup
9119,27265,equip_snapshot_grenade,equip_snapshot_grenade_jup
-1,32094,equip_snowball,equip_snowball_jup
15101,27305,equip_sonar_pulse,equip_sonar_pulse_jup
15102,27304,equip_sound_veil,equip_sound_veil_jup
9107,27301,equip_stimpistol,equip_stimpistol_jup
9116,27288,equip_stoppingpower,equip_stoppingpower_jup
-1,27322,equip_super_aether_shroud,equip_super_aether_shroud_jup
-1,27320,equip_super_energy_mine,equip_super_energy_mine_jup
-1,27321,equip_super_frenzied_guard,equip_super_frenzied_guard_jup
-1,27318,equip_super_frost_blast,equip_super_frost_blast_jup
-1,27319,equip_super_healing_aura,equip_super_healing_aura_jup
-1,27323,equip_super_tesla_storm,equip_super_tesla_storm_jup
15100,27306,equip_suppression_rounds,equip_suppression_rounds_jup
9101,27271,equip_tac_cover,equip_tac_cover_jup
9093,27273,equip_tac_insert,equip_tac_insert_jup
9110,27293,equip_tacticalcamera,equip_tacticalcamera_jup
9095,27261,equip_thermite,equip_thermite_jup
-1,27313,equip_thermobaric_grenade,equip_thermobaric_grenade_jup
9100,27259,equip_throwing_knife,equip_throwing_knife_jup
23263,43532,equip_throwstar,equip_throwstar_jup
-1,27307,equip_tracker_grenade,equip_tracker_grenade_jup
9098,27272,equip_trophy,equip_trophy_jup
-1,47137,equip_utilitybox,equip_utilitybox_jup
9126,27289,equip_weapondrop,equip_weapondrop_jup
-1,27324,equip_zombie_ranged_attack,equip_zombie_ranged_attack_jup
15945,31365,faction_black_mous,jup_faction_black_mous
19139,31372,faction_black_mous_s2,jup_faction_black_mous_s2
19250,31373,faction_crown_s2,jup_faction_crown_s2
16045,31363,faction_legion,jup_faction_legion
19137,31370,faction_legion_s2,jup_faction_legion_s2
-1,29998,faction_ob_act1,faction_jup_ob_act1
-1,30002,faction_ob_act2,faction_jup_ob_act2
-1,30003,faction_ob_act3,faction_jup_ob_act3
-1,49329,faction_ob_act4,faction_jup_ob_act4
15946,31364,faction_white_lotus,jup_faction_white_lotus
19138,31371,faction_white_lotus_s2,jup_faction_white_lotus_s2
-1,29504,flc_slot_helmet_1,jup_flc_slot_helmet_1
-1,29505,flc_slot_helmet_2,jup_flc_slot_helmet_2
-1,29506,flc_slot_lethal_2,jup_flc_slot_lethal_2
-1,29507,flc_slot_molle_1,jup_flc_slot_molle_1
-1,29508,flc_slot_molle_2,jup_flc_slot_molle_2
-1,29509,flc_slot_tactical_2,jup_flc_slot_tactical_2
9150,27334,fuel_airstrike,fuel_airstrike_jup
9146,27340,gunship,gunship_jup
9167,27336,hover_jet,hover_jet_jup
-1,27364,ims,ims_jup
15948,31366,insured_slot_1,jup_insured_slot_1
15947,31367,insured_slot_2,jup_insured_slot_2
15944,31368,insured_slot_3,jup_insured_slot_3
