Mode,sp,,
Mode,cp,,
Mode,mp,,
Mode,bc,,
Mode,br,,
Mode,op,,
Event,1v1,1vs1,br
Event,1vAI,1vai,br
Event,achieve,chev,br
Event,action_reviving,ctnr,cp
Event,activity_complete_generic,accg,br
Event,activity_contested,acco,br
Event,activity_contested_alpha,acta,br
Event,activity_contested_bravo,actb,br
Event,activity_contested_charlie,actc,br
Event,activity_contested_delta,actd,br
Event,activity_contested_echo,acte,br
Event,activity_contested_foxtrot,actf,br
Event,activity_contested_golf,actg,br
Event,activity_contested_hotel,acth,br
Event,activity_failed,acfa,br
Event,activity_intro_bads,acib,br
Event,activity_intro_clear,acic,br
Event,activity_intro_dom,acid,br
Event,activity_intro_elim,acie,br
Event,activity_intro_generic,acig,br
Event,activity_intro_hostage,acih,br
Event,activity_intro_search,acis,br
Event,activity_intro_trap,acit,br
Event,activity_intro_vehicledrive,aivd,br
Event,activity_next,acne,br
Event,activity_next_step_generic,acns,br
Event,activity_reminder,acre,br
Event,additional,addt,br
Event,address_ali,ada0,bc
Event,address_all_units,aau0,bc
Event,address_brother,adb0,bc
Event,address_everyone_else,aee0,bc
Event,address_habib,adh0,bc
Event,address_imad,adi0,bc
Event,address_malik,adm0,bc
Event,address_rami,adr0,bc
Event,address_said,ads0,bc
Event,address_samir,add0,bc
Event,address_talib,adt0,bc
Event,address_you,ady0,bc
Event,address_you_guys,ayg0,bc
Event,address_you_two,ayt0,bc
Event,affirmative,aff0,bc
Event,agent_interrogation,agin,br
Event,agent_reaction_to_breach,artb,br
Event,agent_reaction_to_enter_room,arer,br
Event,ahead,ahe0,bc
Event,ahead_1,ahe1,bc
Event,ahead_2,ahe2,bc
Event,ahead_multiple,bcam,bc
Event,ahead_singular,bcas,bc
Event,ai_activity_disenaged,aiad,br
Event,ai_actvity_engaged,aiae,br
Event,ai_aware_player,aiap,br
Event,ai_density_high,aidh,br
Event,ai_density_low,aidl,br
Event,ai_density_med,aidm,br
Event,ai_searching_player,aisp,br
Event,ai_unaware_player,aiup,br
Event,aiming,aimg,mp
Event,air_guided,rgdd,mp
Event,air_ride,rrde,mp
