s,#x35f589964c9d7b61d,b,0
s,#x39995278b4b4099ae,b,0
s,#x3caa6faec79f2c4c2,i,0
s,#x3308aa4aa717d1b73,i,0
s,#x3afb03e72b1770af,i,0
s,#x339ee97c0c58089e1,i,0
s,#x3c7938f963b6cdb73,f,0
s,#x3a8ee1540ced18a88,i,0
s,#x38ecb43b0c41972de,i,0
s,#x3f5168bb26c910e62,i,0
s,#x38a35d4526ee9dc2e,i,0
s,#x3ca282aa74382a87f,i,1
s,#x3b3298e0bfb0e29bc,i,1
s,#x36aed1079deb9c76f,i,1
s,#x32517a0ac4f917ee3,i,-1
s,#x3a19c6a194a53f076,s,
s,#x3fa1e44ab9c4a0ba7,i,0
s,#x3398e334de42771ee,i,0
s,#x3c0eb9bd84c300f2b,b,0
s,#x3ccf9753c4ee466cc,b,0
c,#x37cd4ed1c1bba829f,s,
c,#x37cd4ec1c1bba806c,s,
c,#x37cd4ef1c1bba8705,s,
c,#x37cd4ee1c1bba84d2,s,
c,#x37cd4e91c1bba79d3,s,
c,#x37cd4e81c1bba77a0,s,
c,#x3f87df3ac2401bf77,s,
c,#x3f87df2ac2401bd44,s,
c,#x3f87df5ac2401c3dd,s,
c,#x3f87df4ac2401c1aa,s,
c,#x3f87defac2401b6ab,s,
c,#x3f87deeac2401b478,s,
c,#x39cb529b37532dcc4,b,0
c,#x34fa136dd0a35c04b,b,0
c,#x31cdbc3f4c0889e48,i,0
c,#x3f5f3002b20b88230,i,0
c,#x3aa72701e6d7aa8ed,s,
c,#x3cbb22e2fb1a57873,b,0
c,#x3803bee4022a48b56,b,0
c,#x36f0411143e4432e0,s,
c,#x35b32a696c1d93305,s,
c,#x3b381b15150201be6,s,
c,#x37a8a3eca3135fc23,s,
c,#x3989b23a655566eec,s,
c,#x36291ab02dce7a81,s,
c,#x33369f827e13404c2,s,
c,#x37b512b391cadcd2a,i,0
c,#x3820f347ee5fbc7c5,i,-1
c,#x39cba3e1befd4130,i,0
c,#x3e04501900fb75547,i,0
c,#x3a945aeca0dcbdd82,i,0
c,#x3cd48cde602b3ce4c,i,0
c,#x3279deb6e3d30efeb,s,
c,#x3eb9ae2e47ee23a6e,s,
c,#x3e8625eb45707943c,b,0
c,#x390a37949983923bc,b,0
c,#x38c6664d7abef6773,b,0
c,#x3ca5449c5bd9c652c,b,0
c,#x367ee834aed37b832,i,0
c,#x337165bc532972906,i,0
c,#x3c0673d13f0144bfb,i,0
c,#x3bfd4738aa98c499f,f,0
c,#x3bfd4728aa98c476c,f,0
c,#x3bfd4758aa98c4e05,f,0
c,#x3b719e07417faeca4,f,0
c,#x3b719e17417faeed7,f,0
c,#x3b719e27417faf10a,f,0
c,#x3221da7b1ca59da9d,f,0
c,#x3221da6b1ca59d86a,f,0
c,#x3221da5b1ca59d637,f,0
c,#x3e3274df55786dc01,b,0
c,#x3d1dcbd9ffca32d4b,i,-1
c,#x3d1dcbe9ffca32f7e,i,-1
c,#x3d1dcbf9ffca331b1,i,-1
c,#x341785f14ea5f0793,i,0
c,#x38f478c5db8c1af7f,s,
c,#x38f478d5db8c1b1b2,s,
c,#x3411760ef779bdec6,i,0
c,#x3e948cddbdb66fd2c,i,0
c,#x35567b7eab62f5397,i,0
c,#x34801f3e79108cdd7,i,0
c,#x3a69e39bf65c57f88,i,0
c,#x3b0cfc977960dd656,i,0
