0,clear_lower_msg,,0,0,0
1,press_to_spawn,MP/PRESS_TO_SPAWN,0,1,0
2,spawn_next_round,MP/SPAWN_NEXT_ROUND,0,1,0
3,spawn_flag_wait,MP/SPAWN_FLAG_WAIT,0,1,0
4,spawn_point_capture_wait,MP/SPAWN_POINT_CAPTURE_WAIT,0,1,0
5,spawn_revive_wait,MP/SPAWN_REVIVE_WAIT,1,1,0
6,spawn_revive_wait_bleedout,MP/SPAWN_REVIVE_WAIT_BLEEDOUT,1,1,0
7,spawn_revive_remote,MP/SPAWN_REVIVE_REMOTE,0,1,0
8,spawn_tag_wait,MP/SPAWN_TAG_WAIT,0,1,0
9,waiting_to_spawn,MP/WAITING_TO_SPAWN,1,1,0
10,next_team_spawn,MP/NEXT_TEAM_SPAWN,0,1,0
11,match_starting,MP/MATCH_STARTING,0,1,0
12,change_class,MP/CHANGE_CLASS_NEXT_SPAWN,0,1,0
13,revive_class,MP/CHANGE_CLASS_NEXT_ROUND,0,1,0
14,change_rig,LUA_MENU_MP/CHANGE_RIG_NEXT_SPAWN,0,1,0
15,must_select_loadout_to_spawn,MP_INGAME_ONLY/SELECT_LOADOUT_TO_SPAWN,0,1,0
16,select_spawn,MP/SELECT_SPAWN,0,1,0
17,down_give_up,MP/DOWN_GIVE_UP,0,1,0
18,player_eliminated,MP/SPAWN_ELIMINATED,0,1,0
19,self_revive,MP/SUPER_SELF_REVIVE_OR_RESPAWN,1,1,0
20,revive_or_respawn,MP/REVIVE_OR_RESPAWN,1,1,0
21,ffa_down_give_up,MP/FFA_LAST_STAND_RESPAWN,1,1,0
22,being_revived,MP/YOU_ARE_BEING_REVIVED,0,1,0
23,reviving_self,MP/REVIVING_SELF,0,1,0
24,no_friendly_fire,MP/FRIENDLY_FIRE_WILL_NOT,0,1,0
25,rally_point,MP/RALLY_POINT_RESPAWN,1,1,0
26,exfil_eliminated,MP/EXFIL_ELIMINATED,0,1,0
27,escape_kick,MP/ESC_WAIT_TO_KICK,0,1,0
28,rally_wait_revive,MP/SPAWN_RALLY_POINT_DESTROYED,1,1,0
29,waiting_for_c130,MP/WAITING_FOR_C130,1,1,0
30,waiting_for_hq,MP/WAITING_FOR_HQ,1,1,0
31,waiting_suicide_delay,MP/SUICIDE_DELAY,1,1,0
32,hint_use_nvg,MP/PRESS_TO_USE_NVG,0,1,0
33,hint_use_nvg_kb,MP/PRESS_TO_USE_NVG_KB,0,1,0
34,select_loadout_await_c130,MP/SELECT_LOADOUT_AWAIT_C130,0,1,0
35,squad_spawn,MP/SQUAD_SPAWN_INSTRUCTIONS,0,1,0
36,hq_no_respawn,MP_INGAME_ONLY/HQ_NO_RESPAWN,0,1,0
