announcer,deploy,dx_mp_gnsc_spwn_bltb_ntro,0,5,20,
announcer,reload_start,dx_mp_gnsc_amm0_bltb_reld,0,5,20,
announcer,knocked_down_enemy,dx_mp_gnsc_attk_bltb_nmht,0,5,20,
announcer,player_knocked_down,dx_mp_gnsc_plyr_bltb_down,1,5,20,
announcer,killed_enemy,dx_mp_gnsc_kll1_bltb_solo,1,2,20,
announcer,killed_enemy_double,dx_mp_gnsc_kll1_bltb_dble,1,2,20,
announcer,killed_enemy_triple,dx_mp_gnsc_kll1_bltb_trpl,1,2,20,
announcer,killed_enemy_multi,dx_mp_gnsc_kll1_bltb_mlti,1,5,20,
announcer,killed_enemy_5x,dx_mp_gnsc_klls_bltb_five,1,5,20,
announcer,killed_enemy_10x,dx_mp_gnsc_klls_bltb_ten1,1,5,20,
announcer,killed_enemy_15x,dx_mp_gnsc_klls_bltb_fftn,1,5,20,
announcer,killed_enemy_20x,dx_mp_gnsc_klls_bltb_twnt,1,5,20,
announcer,nuke_earned,dx_mp_gnsc_klls_bltb_nuke,0,5,20,
announcer,killstreak_used,dx_mp_gnsc_klls_bltb_used,3,5,20,
announcer,enter_exfil_heli,dx_mp_gnsc_dmz1_bltb_xfil,0,5,20,
announcer,player_death_revived_teammate,dx_mp_gnsc_plyr_bltb_rvv1,0,5,20,
announcer,teammate_death_revived_me,dx_mp_gnsc_plyr_bltb_rvvd,0,5,20,
announcer,player_laststand_revived_teammate,dx_mp_gnsc_plyr_bltb_rvv1,0,5,20,
announcer,teammate_laststand_revived_me,dx_mp_gnsc_plyr_bltb_rvvd,0,5,20,
announcer,headshot_kill,dx_mp_gnsc_kll1_bltb_hdsh,1,5,20,
announcer,melee_kill,dx_mp_gnsc_kll1_bltb_mele,1,5,20,
announcer,player_damaged_explosive,dx_mp_gnsc_dmge_bltb_xpls,1,5,20,
announcer,player_damaged_sniper,dx_mp_gnsc_dmge_bltb_snpr,1,5,20,
announcer,player_damaged,dx_mp_gnsc_dmge_bltb_bllt,1,5,20,
announcer,health_low,dx_mp_gnsc_hlth_bltb_low1,1,5,20,
announcer,player_killed_agent,dx_mp_gnsc_agnt_bltb_k1ll,1,5,10,
announcer,player_zero_ammo,dx_mp_gnsc_amm0_bltb_mpty,0,5,20,
announcer,ammo_reserve_low,dx_mp_gnsc_amm0_bltb_low1,0,5,20,
announcer,enemy_damaged,dx_mp_gnsc_attk_bltb_nmht,1,5,20,
announcer,enemy_damaged_sniper,dx_mp_gnsc_attk_bltb_lngr,1,5,20,
announcer,enemy_armor_depleted,dx_mp_gnsc_attk_bltb_crck,1,5,20,
announcer,sprint,dx_mp_gnsc_actn_bltb_sprn,0,5,60,
announcer,enemy_rammed,dx_mp_gnsc_vhcl_bltb_ram1,1,5,20,
announcer,war_cry,dx_mp_gnsc_amm0_bltb_rmb0,0,5,20,
announcer,dropped,dx_mp_gnsc_gun1_bltb_drop,0,5,20,
announcer,no_user_bark,dx_mp_gnsc_gun1_bltb_nusr,0,5,20,
announcer,reunited_deploy,dx_mp_gnsc_gun1_bltb_rntd,1,5,80,
announcer,stranger_deploy,dx_mp_gnsc_gun1_bltb_strn,1,5,80,
announcer,vehicle_enter,dx_mp_gnsc_vhcl_bltb_nter,0,5,20,
