16937,jup_ob_contract_ping,,ZOMBIE_CHALLENGE/DIRECT_LINE_DESC_1,1,,,,,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
15725,jup_ob_complete_contract,,ZOMBIE_CHALLENGE/DIRECT_LINE_DESC_2,1,,,,,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
15726,jup_ob_exfil_successfully,,ZOMBIE_CHALLENGE/DIRECT_LINE_DESC_3,1,,,,,ui_menu_missions_tracking_radial_loot,,,,,,,,,,,,,,,0
16939,jup_ob_direct_line_complete,ZOMBIE_CHALLENGE/DIRECT_LINE,,3,,1500,,ZOMBIE_CHALLENGE/DIRECT_LINE_SUMMARY,,,,,16937|15725|15726,,,,,,,,29670,,,0
21175,jup_ob_treasure_hunter_complete,ZOMBIE_CHALLENGE/TREASURE_HUNTER,,1,39693,1500,,ZOMBIE_CHALLENGE/TREASURE_HUNTER_SUMMARY,,,,,21176,,,,,,,,,,,0
21176,jup_ob_open_crates,,ZOMBIE_CHALLENGE/TREASURE_HUNTER_DESC,25,,,,,ui_menu_missions_tracking_radial_loot,,,,,,,,,,,,,,,0
15770,jup_ob_road_warrior_complete,ZOMBIE_CHALLENGE/ROAD_RAGE,,2,,1500,,ZOMBIE_CHALLENGE/ROAD_RAGE_SUMMARY,,,,,16126|16128,,,,,,,,29672,,,0
16126,jup_ob_zombie_vehicle_kills,,ZOMBIE_CHALLENGE/ROAD_WARRIOR_DESC_1,30,,,,,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,,0
16127,jup_ob_zombie_vehicle_turret_kills,,ZOMBIE_CHALLENGE/ROAD_WARRIOR_DESC_2,30,,,,,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,,0
16128,jup_ob_vehicle_tire_repair,,ZOMBIE_CHALLENGE/ROAD_WARRIOR_DESC_3,1,,,,,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
14765,jup_ob_wallbuy,ZOMBIE_CHALLENGE/WALL_POWER,,2,37352,1500,,ZOMBIE_CHALLENGE/WALL_POWER_SUMMARY,,,,,14352|14353,,,,,,,,,,,0
14353,jup_ob_wallbuy_kill,,ZOMBIE_CHALLENGE/WALL_POWER_DESC_2,50,,,,,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,,0
14352,jup_ob_wallbuy_purchase,,ZOMBIE_CHALLENGE/WALL_POWER_DESC_1,1,,,,,ui_menu_missions_tracking_radial_purchases,,,,,,,,,,,,,,,0
14966,jup_ob_pap_firepower,ZOMBIE_CHALLENGE/FIREPOWER,,2,,1500,,ZOMBIE_CHALLENGE/FIREPOWER_SUMMARY,,,,,14884|17587,,,,,,,,35519,,,0
14884,jup_ob_pap_purchase_level_1,,ZOMBIE_CHALLENGE/FIREPOWER_DESC_1,1,,,,,ui_menu_missions_tracking_radial_upgrades,,,,,,,,,,,,,,,0
17587,jup_ob_pap_kill_zombie_level_1_yellow_or_higher,,ZOMBIE_CHALLENGE/FIREPOWER_DESC_2_R1,50,,,,,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,,0
14837,jup_ob_magicbox,ZOMBIE_CHALLENGE/GAMBLER,,2,,1500,,ZOMBIE_CHALLENGE/GAMBLER_SUMMARY,,,,,14359|14357,,,,,,,,35516,,,0
14357,jup_ob_magicbox_kill,,ZOMBIE_CHALLENGE/GAMBLER_DESC_2,50,,,,,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,,0
14359,jup_ob_magicbox_purchase,,ZOMBIE_CHALLENGE/GAMBLER_DESC_1,1,,,,,ui_menu_missions_tracking_radial_purchases,,,,,,,,,,,,,,,0
15688,jup_factionmissiontier_ob_act1_tier1,,,6,,,,,,,,,16939|21175|15770|14765|14966|14837,,,,,,,,,,,0
16093,jup_ob_armored_convoy_destroy,ZOMBIE_CHALLENGE/INTERCEPT_CONVOY,ZOMBIE_CHALLENGE/INTERCEPT_CONVOY_DESC_1,1,,,,,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,,0
16094,jup_ob_armored_convoy_collect_keycard,ZOMBIE_CHALLENGE/INTERCEPT_CONVOY,ZOMBIE_CHALLENGE/INTERCEPT_CONVOY_DESC_2,1,,,,,ui_menu_missions_tracking_radial_loot,,,,,,,,,,,,,,,0
16095,jup_ob_armored_convoy,ZOMBIE_CHALLENGE/INTERCEPT_CONVOY,,2,33238,3000,,ZOMBIE_CHALLENGE/INTERCEPT_CONVOY_SUMMARY,,,,,16093|16094,,,,,,,,,,,0
16090,jup_factionmissiontier_ob_act1_tier2,,,1,,,,,,,,,16095,,,,,,,,,,,0
14856,jup_ob_cryofreeze,ZOMBIE_CHALLENGE/FREEZEBURN,,2,35668,1500,,ZOMBIE_CHALLENGE/FREEZEBURN_SUMMARY,,,,,14623|14637,,,,,,,,,,,0
14637,jup_ob_cryofreeze_hit_hellhound,,ZOMBIE_CHALLENGE/FREEZEBURN_DESC_2,10,,,,,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
14623,jup_ob_cryofreeze_hit_zombie,,ZOMBIE_CHALLENGE/FREEZEBURN_DESC_1,50,,,,,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
14883,jup_ob_energy_mine,ZOMBIE_CHALLENGE/BOMBERMAN,,2,,1500,,ZOMBIE_CHALLENGE/BOMBERMAN_SUMMARY,,,,,14626|26727,,,,,,,,35520,,,0
14626,jup_ob_energy_mine_kill_zombie,,ZOMBIE_CHALLENGE/BOMBERMAN_DESC_1,25,,,,,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,,0
16562,jup_ob_energy_mine_convoy,,ZOMBIE_CHALLENGE/BOMBERMAN_DESC_3_R1,1,,,,,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
26727,jup_ob_energy_mine_kill_merc,,ZOMBIE_CHALLENGE/BOMBERMAN_DESC_2,15,,,,,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,,0
16150,jup_ob_restock_complete,ZOMBIE_CHALLENGE/RESTOCK,,1,3946,1500,,ZOMBIE_CHALLENGE/RESTOCK_SUMMARY,,,,,16148,,,,,,,,,,,0
16148,jup_ob_gas_station_perks,,ZOMBIE_CHALLENGE/RESTOCK_DESC_1,3,,,,,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
16132,jup_ob_saboteur_complete,ZOMBIE_CHALLENGE/SABOTEUR,,4,43531,1500,,ZOMBIE_CHALLENGE/SABOTEUR_SUMMARY,,,,,16133|16134|16135|14707,,,,,,,,,,,0
16133,jup_ob_complete_aether_extractor_contract,,ZOMBIE_CHALLENGE/SABOTEUR_DESC_1,1,,,,,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
16134,jup_ob_kill_extractor_guards,,ZOMBIE_CHALLENGE/SABOTEUR_DESC_2,15,,,,,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,,0
16135,jup_ob_destroy_helicopter_reinforcements,,ZOMBIE_CHALLENGE/SABOTEUR_DESC_3,1,,,,,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,,0
14707,jup_ob_exfil_schematic,,ZOMBIE_CHALLENGE/SABOTEUR_DESC_4,1,,,,,ui_menu_missions_tracking_radial_loot,,,,,,,,,,,,,,,0
16130,jup_ob_its_a_trap_complete,ZOMBIE_CHALLENGE/ITS_A_TRAP,,1,,1500,,ZOMBIE_CHALLENGE/ITS_A_TRAP_SUMMARY,,,,,16131,,,,,,,,29669,,,0
16131,jup_ob_activate_turret_traps,,ZOMBIE_CHALLENGE/ITS_A_TRAP_DESC_1,3,,,,,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
15689,jup_factionmissiontier_ob_act1_tier3,,,5,,,,,,,,,14856|14883|16150|16132|16130,,,,,,,,,,,0
16941,jup_factionmissiontier_ob_act1_tier4,,,1,,,,,,,,,16946,,,,,,,,,,,0
16942,jup_ob_merc_stronghold_use_keycard,ZOMBIE_CHALLENGE/INFILTRATOR,ZOMBIE_CHALLENGE/INFILTRATOR_DESC_1,1,,,,,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
16943,jup_ob_merc_stronghold_clear_stronghold,ZOMBIE_CHALLENGE/INFILTRATOR,ZOMBIE_CHALLENGE/INFILTRATOR_DESC_2,1,,,,,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
16944,jup_ob_merc_stronghold_open_safe,ZOMBIE_CHALLENGE/INFILTRATOR,ZOMBIE_CHALLENGE/INFILTRATOR_DESC_3,1,,,,,ui_menu_missions_tracking_radial_loot,,,,,,,,,,,,,,,0
16945,jup_ob_merc_stronghold_retrieve_intel,ZOMBIE_CHALLENGE/INFILTRATOR,ZOMBIE_CHALLENGE/INFILTRATOR_DESC_4,1,,,,,ui_menu_missions_tracking_radial_loot,,,,,,,,,,,,,,,0
16946,jup_ob_merc_stronghold,ZOMBIE_CHALLENGE/INFILTRATOR,,3,,3000,,ZOMBIE_CHALLENGE/INFILTRATOR_SUMMARY,,,,,16942|16943|16945,,,,,,,,35523,,,0
14882,jup_ob_frenzied_guard,ZOMBIE_CHALLENGE/BRINGEMON,,3,3948,1500,,ZOMBIE_CHALLENGE/BRINGEMON_SUMMARY,,,,,14382|14385|16819,,,,,,,,,,,0
14382,jup_ob_frenzied_guard_kill,,ZOMBIE_CHALLENGE/BRINGEMON_DESC_1,50,,,,,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,,0
14385,jup_ob_special_elite_frenzied_guard_kill,,ZOMBIE_CHALLENGE/BRINGEMON_DESC_2_R1,1,,,,,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,,0
16819,jup_ob_pickup_ava_intel_item_from_frenzied_guard_special_elite,,ZOMBIE_CHALLENGE/BRINGEMON_DESC_3,1,,,,,ui_menu_missions_tracking_radial_loot,,,,,,,,,,,,,,,0
14885,jup_ob_shatterblast,ZOMBIE_CHALLENGE/BLASTED,,2,,1500,,ZOMBIE_CHALLENGE/BLASTED_SUMMARY,,,,,14633|14634,,,,,,,,35514,,,0
14632,jup_ob_shatterblast_obtain,,ZOMBIE_CHALLENGE/BLASTED_DESC_1,1,,,,,ui_menu_missions_tracking_radial_upgrades,,,,,,,,,,,,,,,0
14633,jup_ob_shatterblast_destroy_armor,,ZOMBIE_CHALLENGE/BLASTED_DESC_2,25,,,,,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
14634,jup_ob_pickup_ava_intel_by_armored_zombie,,ZOMBIE_CHALLENGE/BLASTED_DESC_3,1,,,,,ui_menu_missions_tracking_radial_loot,,,,,,,,,,,,,,,0
16136,jup_ob_hands_off_complete,ZOMBIE_CHALLENGE/HANDS_OFF,,3,35667,1500,,ZOMBIE_CHALLENGE/HANDS_OFF_SUMMARY,,,,,16137|16138|16139,,,,,,,,,,,0
16137,jup_ob_zombie_remote_turret_kills,,ZOMBIE_CHALLENGE/HANDS_OFF_DESC_1,20,,,,,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,,0
16138,jup_ob_soldier_remote_turret_kills,,ZOMBIE_CHALLENGE/HANDS_OFF_DESC_2,10,,,,,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,,0
16139,jup_ob_aquire_ava_intel_soldier_drop,,ZOMBIE_CHALLENGE/HANDS_OFF_DESC_3,1,,,,,ui_menu_missions_tracking_radial_loot,,,,,,,,,,,,,,,0
16140,jup_ob_raiders_of_the_lost_arms_complete,ZOMBIE_CHALLENGE/RAIDERS_OF_LOST_ARMS,,2,43530,1500,,ZOMBIE_CHALLENGE/RAIDERS_OF_LOST_ARMS_SUMMARY,,,,,16141|16142,,,,,,,,,,,0
16141,jup_ob_loot_safes,,ZOMBIE_CHALLENGE/RAIDERS_OF_LOST_ARMS_DESC_1,3,,,,,ui_menu_missions_tracking_radial_loot,,,,,,,,,,,,,,,0
16142,jup_ob_zombie_weapon_stash_kills,,ZOMBIE_CHALLENGE/RAIDERS_OF_LOST_ARMS_DESC_2,50,,,,,ui_menu_missions_tracking_radial_kills,,,,,,,,,,,,,,,0
17060,jup_ob_complete_escort_chaperone,,ZOMBIE_CHALLENGE/CHAPERONE_DESC_1,1,,,,,ui_menu_missions_tracking_radial_investigate,,,,,,,,,,,,,,,0
