tagReject,nodmz,100,,
tagReject,nodrop,100,,
rollChance,plunder,4,,
rollChance,weapon,3,,
rollChance,lethal,4,,
rollChance,tactical,4,,
rollChance,gear,2,,
rollChance,valuable,10,,
rollChance,personal,2,,
rollChance,plate_carrier,2,,
rollChance,super,6,,
tagChance,0,100,,
tagChance,1,70,,
tagChance,2,35,,
tagChance,3,10,,
tagChance,4,1,,
item,brloot_personal_pictureofawoman,2,,
item,brloot_personal_pictureofaman,2,,
item,brloot_personal_pictureofachild,2,,
item,brloot_personal_pictureofadog,2,,
item,brloot_personal_pictureofacat,2,,
item,brloot_personal_heartlocket,2,,
item,brloot_personal_wornnecklace,2,,
item,brloot_personal_oldwatch,2,,
item,brloot_personal_vialofinsulin,2,,
item,brloot_personal_cancermedication,2,,
item,brloot_personal_toyknife,2,,
item,brloot_personal_brokenglasses,2,,
item,brloot_personal_origamihorse,1,,
item,brloot_personal_smalldoll,2,,
item,brloot_valuable_goldbar,10,,
item,brloot_valuable_laptop,30,,
item,brloot_valuable_folder,20,,
item,brloot_valuable_watch,30,,
item,brloot_valuable_thumb_drive,20,,
item,loot_key_fortress,5,,
tagChance,key&pristine&keytier1,1,,
reqAdd,,1,0,100
reqAdd,,1,0,75
reqAdd,,1,0,25
reqAdd,,1,0,5
