mp_dm_dev,LUA_MENU/MAPNAME_DM_DEV,LUA_MENU/MAPNAME_DM_DEV,,0.45,205,542,0,0,0.004,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,image_mp_map_templogo,,0,LUA_MENU/MAPNAME_DM_DEV,,DXR_ON,,1,0,500,2500,1,,0.18,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,,,,,,,,,0
mp_action_park,LUA_MENU/MAPNAME_ACTION_PARK,LUA_MENU/MAPNAME_ACTION_PARK,,0.45,205,542,0,0,0.004,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,image_mp_map_templogo,,0,LUA_MENU/MAPNAME_ACTION_PARK,,DXR_ON,,1,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,,,,,,,,,0
mp_agentperf,LUA_MENU/MAPNAME_AGENTPERF,LUA_MENU/MAPNAME_AGENTPERF,,0.45,205,542,0,0,0.004,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,image_mp_map_templogo,,0,LUA_MENU/MAPNAME_AGENTPERF,,DXR_ON,,1,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,,,,,,,,,0
mp_arn_zone1,LUA_MENU/MAPNAME_ARN_ZONE1,LUA_MENU/MAPNAME_ARN_ZONE1,,0.45,205,542,0,0,0.004,ICORPS,SAS,SAS,ZVIR,ICORPS,GRP9,FREE,,,,,loading_mp_embassy_bg_preview,loading_mp_embassy_bg,0,LUA_MENU/MAPNAME_ARN_ZONE1,,DXR_ON,,0,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,,,,,,,,,0
mp_backstab,LUA_MENU/MAPNAME_BACKSTAB,LUA_MENU/MAPNAME_BACKSTAB,,0.45,205,542,0,0,0.004,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,image_mp_map_templogo,,0,LUA_MENU/MAPNAME_BACKSTAB,,DXR_ON,,1,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,,,,,,,,,0
mp_bio_lab,LUA_MENU/MAPNAME_BIO_LAB,LUA_MENU/MAPNAME_BIO_LAB,,0.45,205,542,0,0,0.004,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,loading_mp_bio_lab_bg_preview,loading_mp_bio_lab_bg,0,LUA_MENU/MAPNAME_BIO_LAB,,DXR_ON,,1,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,MP_CHYRON/MP_BIO_LAB_ALLIES_1,MP_CHYRON/MP_BIO_LAB_ALLIES_2,MP_CHYRON/MP_BIO_LAB_ALLIES_3,MP_CHYRON/MP_BIO_LAB_ALLIES_4,MP_CHYRON/MP_BIO_LAB_AXIS_1,MP_CHYRON/MP_BIO_LAB_AXIS_2,MP_CHYRON/MP_BIO_LAB_AXIS_3,MP_CHYRON/MP_BIO_LAB_AXIS_4,0
mp_biobunker,LUA_MENU/MAPNAME_BIOBUNKER,LUA_MENU/MAPNAME_BIOBUNKER,,0.45,205,542,0,0,0.004,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,loading_mp_biobunker_bg_preview,loading_mp_biobunker_bg,0,LUA_MENU/MAPNAME_BIOBUNKER,,DXR_ON,,1,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,MP_CHYRON/MP_BIOBUNKER_ALLIES_1,MP_CHYRON/MP_BIOBUNKER_ALLIES_2,MP_CHYRON/MP_BIOBUNKER_ALLIES_3,MP_CHYRON/MP_BIOBUNKER_ALLIES_4,MP_CHYRON/MP_BIOBUNKER_AXIS_1,MP_CHYRON/MP_BIOBUNKER_AXIS_2,MP_CHYRON/MP_BIOBUNKER_AXIS_3,MP_CHYRON/MP_BIOBUNKER_AXIS_4,0
mp_bit_farm,LUA_MENU/MAPNAME_BIT_FARM,LUA_MENU/MAPNAME_BIT_FARM,,0.45,205,542,0,0,0.004,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,image_mp_map_templogo,,0,LUA_MENU/MAPNAME_BIT_FARM,,DXR_ON,,0,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,,,,,,,,,0
mp_bounty,LUA_MENU/MAPNAME_BOUNTY,LUA_MENU/MAPNAME_BOUNTY,,0.45,205,542,0,0,0.004,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,loading_mp_bounty_bg_preview,loading_mp_bounty_bg,0,LUA_MENU/MAPNAME_BOUNTY,,DXR_ON,,0,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,MP_CHYRON/MP_BOUNTY_ALLIES_1,MP_CHYRON/MP_BOUNTY_ALLIES_2,MP_CHYRON/MP_BOUNTY_ALLIES_3,MP_CHYRON/MP_BOUNTY_ALLIES_4,MP_CHYRON/MP_BOUNTY_AXIS_1,MP_CHYRON/MP_BOUNTY_AXIS_2,MP_CHYRON/MP_BOUNTY_AXIS_3,MP_CHYRON/MP_BOUNTY_AXIS_4,0
mp_bsptransition,LUA_MENU/MAPNAME_BSPTRANSITION,LUA_MENU/MAPNAME_BSPTRANSITION,,0.45,205,542,0,0,0.004,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,image_mp_map_templogo,,0,LUA_MENU/MAPNAME_BSPTRANSITION,,DXR_ON,,0,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,,,,,,,,,0
