10277,iw9_cp_raid_assignments,0
10443,iw9_cp_raid_normal_completion,0
8813,iw9_ch_br_daily_selfRevive_purchase_easy,0
8814,iw9_ch_br_daily_fieldUpgrade_purchase_easy,0
8815,iw9_ch_br_daily_gasMask_purchase_easy,0
8816,iw9_ch_br_daily_killstreak_purchase_easy,0
8817,iw9_ch_br_daily_weapon_purchase_easy,0
13782,iw9_ch_master_warzone_plunder2_wins,0
13861,iw9_ch_master_warzone_plunder2_matches,0
13830,iw9_ch_master_warzone_plunder2_elims,0
13862,iw9_ch_master_warzone_plunder2_ai,0
13864,iw9_ch_master_warzone_plunder2_cash,0
13865,iw9_ch_master_warzone_plunder2_sell,0
14228,iw9_ch_master_warzone_plunder2_buy,0
1777,iw9_ch_pmc_tag_extract,0
2797,iw9_ch_pmc_cash_extract,0
1747,iw9_ch_pmc_ai_weapon_extract,0
1813,iw9_ch_pmc_poi_travel,0
957,iw9_ch_pmc_gas_drain,0
3060,iw9_ch_pmc_vehicle_destruction,0
1833,iw9_ch_pmc_kill_tier3,0
1039,iw9_ch_pmc_hydro_shotgun_ai,0
1066,iw9_ch_pmc_oilfield_sniper_ai,0
2788,iw9_ch_pmc_operator_kill,0
617,iw9_ch_pmc_task_elimination,0
2769,iw9_ch_pmc_uav_tower,0
682,iw9_ch_pmc_extract_weapon_case,0
370,iw9_ch_pmc_operator_kill_smg,0
1023,iw9_ch_pmc_operator_kill_ar,0
333,iw9_ch_pmc_operator_kill_exhume,0
2854,iw9_ch_pmc_task_hunt,0
1092,iw9_ch_pmc_sam_site,0
865,iw9_ch_pmc_squad_wipe,0
469,iw9_ch_pmc_pistol_headshot_ai,0
2760,iw9_ch_pmc_kill_riot_shield,0
1878,iw9_ch_pmc_long_range_kill,0
1126,iw9_ch_pmc_grenade_extract,0
2592,iw9_ch_pmc_charlie725_extract,0
598,iw9_ch_pmc_unique_vehicle_pilot,0
3873,iw9_ch_pmc_full_backpack_extract,0
1712,iw9_ch_pmc_liquor_extract,0
1947,iw9_ch_pmc_hydro_shotgun_ai_compound,0
3849,iw9_ch_pmc_hydro_travel,0
127,iw9_ch_pmc_oilfield_sniper_ai_compound,0
835,iw9_ch_pmc_oilfield_travel,0
4043,iw9_ch_daily_p1_general_kills,0
14908,iw9_ch_daily_p1_general_longshot_kills_1,0
1826,iw9_ch_daily_p1_general_wins,0
3068,iw9_ch_daily_p1_general_kills_crouched,0
2675,iw9_ch_daily_p1_general_headshots,0
14909,iw9_ch_daily_p1_general_kills_mounted_1,0
2754,iw9_ch_daily_p1_general_kills_point_blank,0
1699,iw9_ch_daily_p1_general_kills_kingslayer,0
925,iw9_ch_daily_p1_general_kills_secondary_weapon,0
4008,iw9_ch_daily_p1_general_kills_recent_enemy,0
3055,iw9_ch_daily_p1_general_shut_down_killstreaks,0
131,iw9_ch_daily_p1_general_double_kills,0
273,iw9_ch_daily_p1_general_kills_low_health,0
73,iw9_ch_daily_p1_general_headshots_secondary_weapon,0
815,iw9_ch_daily_p1_general_kills_hipfire,0
1825,iw9_ch_daily_p1_general_kills_1s1k,0
4040,iw9_ch_daily_p1_general_kills_lethal,0
984,iw9_ch_daily_p1_general_kills_ads,0
745,iw9_ch_daily_p2_weapon_kills_ar,0
507,iw9_ch_daily_p2_weapon_kills_ar_hs,0
369,iw9_ch_daily_p2_weapon_kills_smg,0
14910,iw9_ch_daily_p2_weapon_kills_smg_hs_1,0
318,iw9_ch_daily_p2_weapon_kills_sh,0
2726,iw9_ch_daily_p2_weapon_kills_pistol,0
14911,iw9_ch_daily_p2_weapon_kills_pistol_hs_1,0
3995,iw9_ch_daily_p2_weapon_kills_sniper,0
