tagReject,nodmz,100,,
tagReject,nodrop,100,,
rollChance,ammo,7,,
rollChance,health,5,,
rollChance,lethal,5,,
rollChance,tactical,5,,
rollChance,weapon,3,,
rollChance,key,15,,
rollChance,valuable,60,,
rollChance,personal,15,,
item,brloot_ammo_12g,15,,
item,brloot_ammo_50cal,23,,
item,brloot_ammo_762,30,,
item,brloot_ammo_919,23,,
item,brloot_ammo_rocket,9,,
item,brloot_self_revive,100,,
tagChance,0&lethal,50,,
tagChance,1&lethal,30,,
tagChance,2&lethal,20,,
tagChance,0&tactical,50,,
tagChance,1&tactical,30,,
tagChance,2&tactical,20,,
tagChance,0&super,40,,
tagChance,1&super,30,,
tagChance,2&super,20,,
tagChance,3&super,10,,
tagChance,4&super,5,,
tagChance,0&weapon,300,,
tagChance,1&weapon,400,,
tagChance,2&weapon,200,,
tagChance,3&weapon,100,,
tagChance,4&weapon,1,,
tagChance,0&health,25,,
tagChance,1&health,35,,
tagChance,2&health,40,,
item,brloot_plunder_cash_common_1,50,,
item,brloot_plunder_cash_uncommon_1,30,,
item,brloot_plunder_cash_uncommon_2,20,,
item,brloot_valuable_harddrive,30,,
item,brloot_valuable_laptop,100,,
item,brloot_valuable_liquor,10,,
item,brloot_valuable_soothinglotion,10,,
item,brloot_valuable_wine_aged,5,,
item,brloot_valuable_wine_vintage,1,,
item,brloot_valuable_freshwater,10,,
item,brloot_valuable_comicbook,30,,
item,brloot_valuable_battery,50,,
item,brloot_valuable_watch,50,,
item,brloot_valuable_lighter,50,,
item,brloot_valuable_thumb_drive,100,,
item,brloot_valuable_electrical_tape,30,,
item,brloot_planning_diagram_2,25,,
item,brloot_planning_diagram_3,25,,
item,brloot_planning_image_1,25,,
item,brloot_planning_image_2,25,,
item,brloot_planning_image_3,25,,
item,brloot_valuable_folder,200,,
item,brloot_valuable_folder_sensitive,50,,
item,brloot_valuable_folder_classified,10,,
item,brloot_valuable_harddrive_encrypted,10,,
item,brloot_personal_pictureofawoman,1,,
item,brloot_personal_pictureofaman,1,,
item,brloot_personal_pictureofachild,1,,
item,brloot_personal_pictureofadog,1,,
item,brloot_personal_pictureofacat,1,,
item,brloot_personal_heartlocket,1,,
item,brloot_personal_wornnecklace,1,,
item,brloot_personal_oldwatch,1,,
item,brloot_personal_brokenglasses,1,,
item,brloot_gascan,1,,
reqAdd,,1,0,100
reqAdd,,1,0,25
reqAdd,,1,0,15
reqAdd,,1,0,5
