18332,iav_weapon_mp,special,light_tank
18333,little_bird_mp,special,little_bird
18334,iw9_tur_apc_russian_mp,special,veh9_apc_8x8
18335,vehicle_crush_mp,special,
18336,iw9_mg_patrol_boat_front_mp,special,veh9_patrol_boat
18337,iw9_mg_patrol_boat_back_mp,special,veh9_patrol_boat
18338,iw9_mg_jltv_mp,special,veh9_jltv_mg
18339,atv_mp,special,atv
18340,lighttank_mp,special,light_tank
18341,acv_mp,special,veh9_acv_6x6
18342,apc_rus_mp,special,veh9_apc_8x8
18343,blima_mp,special,veh9_blima
18344,chopped_pickup_mp,special,veh9_chopped_pickup
18345,cougar_mp,special,veh9_cougar
18346,hummer_mp,special,veh9_hummer
18347,jltv_mg_mp,special,veh9_jltv_mg
18348,jltv_mp,special,veh9_jltv
18349,cargo_truck_mp,special,veh9_mil_cargo_truck
18350,overland_2016_mp,special,veh9_overland_2016
18351,palfa_mp,special,veh9_palfa
18352,patrol_boat_mp,special,veh9_patrol_boat
18353,pickup_2014_mp,special,veh9_pickup_2014
18354,pwc_mp,special,veh9_pwc
18355,rhib_mp,special,veh9_rhib
18356,sedan_hatchback_1985_mp,special,veh9_sedan_hatchback_1985
18357,suv_1996_mp,special,veh9_suv_1996
18358,techo_rebel_armor_mp,special,veh9_techo_rebel_armor
18359,tac_rover_mp,special,veh9_utv
27247,iw9_tur_cougar_mp,special,veh9_cougar
27248,iw9_mg_cougar_mp,special,veh9_cougar
36959,iw9_mg_mrap_mp,special,veh9_mil_lnd_mrap
36960,iw9_tur_mrap_mp,special,veh9_mil_lnd_mrap
37464,iw9_tur_light_tank_mp,special,light_tank
37465,iw9_mg_light_tank_mp,special,light_tank
37467,bradley_tow_proj_mp,special,light_tank
38498,mrap_mp,special,veh9_mil_lnd_mrap
39663,armored_acv_mp,special,veh9_armored_acv_6x6
39664,dirt_bike_mp,special,veh9_civ_lnd_dirt_bike
38498,mrap_mp,special,veh9_mil_lnd_mrap
39665,motorcycle_cruiser_2008_mp,special,veh9_civ_lnd_motorcycle_cruiser_2008
39666,scooter_eu_mp,special,veh9_civ_lnd_scooter_eu
