14763,jup_sb_ch_prestige_s1_throwing_knife_kills,CHALLENGE/SB_CH_PRESTIGE_S1_THROWING_KNIFE_KILLS,CHALLENGE/SB_CH_PRESTIGE_S1_THROWING_KNIFE_KILLS_DESC,,10|25|50,||44365,500|1000|2000,1,1,,,,1000,,,0
14764,jup_sb_ch_prestige_s1_smg_hipfire,CHALLENGE/SB_CH_PRESTIGE_S1_SMG_HIPFIRE,CHALLENGE/SB_CH_PRESTIGE_S1_SMG_HIPFIRE_DESC,,10|25|50,||44366,500|1000|2000,1,2,,,,1000,,,0
15742,jup_sb_ch_prestige_s1_assault_rifle_kills,CHALLENGE/SB_CH_PRESTIGE_S1_ASSAULT_RIFLE_KILLS,CHALLENGE/SB_CH_PRESTIGE_S1_ASSAULT_RIFLE_KILLS_DESC,,50|100|250,||44367,500|1000|2000,1,3,,,,1000,,,0
14776,jup_sb_ch_prestige_s1_switchblade_drone_kills,CHALLENGE/SB_CH_PRESTIGE_S1_SWITCHBLADE_DRONE_KILLS,CHALLENGE/SB_CH_PRESTIGE_S1_SWITCHBLADE_DRONE_KILLS_DESC,,5|10|20,||44368,500|1000|2000,1,4,,,,1000,,,0
14778,jup_sb_ch_prestige_s1_alternate_ammo_kills,CHALLENGE/SB_CH_PRESTIGE_S1_ALTERNATE_AMMO_KILLS,CHALLENGE/SB_CH_PRESTIGE_S1_ALTERNATE_AMMO_KILLS_DESC,,50|100|250,||44369,500|1000|2000,2,1,,,,1000,,,0
14795,jup_sb_ch_prestige_s1_butterfly_mine_hits,CHALLENGE/SB_CH_PRESTIGE_S1_BUTTERFLY_MINE_HITS,CHALLENGE/SB_CH_PRESTIGE_S1_BUTTERFLY_MINE_HITS_DESC,,10|25|50,||44370,500|1000|2000,2,2,,,,1000,,,0
14796,jup_sb_ch_prestige_s1_tactical_stance_headshots,CHALLENGE/SB_CH_PRESTIGE_S1_TACTICAL_STANCE_HEADSHOTS,CHALLENGE/SB_CH_PRESTIGE_S1_TACTICAL_STANCE_HEADSHOTS_DESC,,10|25|50,||44371,500|1000|2000,2,3,,,,1000,,,0
14797,jup_sb_ch_prestige_s1_killstreaks_destroyed,CHALLENGE/SB_CH_PRESTIGE_S1_KILLSTREAKS_DESTROYED,CHALLENGE/SB_CH_PRESTIGE_S1_KILLSTREAKS_DESTROYED_DESC,,3|5|10,||44372,500|1000|2000,2,4,,,,1000,,,0
27471,jup_sb_ch_prestige_s1_smg_tac_stance_kills,CHALLENGE/SB_CH_PRESTIGE_S1_CAPTURE_BOT_SECURES,CHALLENGE/SB_CH_PRESTIGE_S1_CAPTURE_BOT_SECURES_DESC,,50|100|250,||44373,500|1000|2000,3,1,,,,1000,,,0
16566,jup_sb_ch_prestige_s1_pistol_hipfire_kills,CHALLENGE/SB_CH_PRESTIGE_S1_PISTOL_HIPFIRE_KILLS,CHALLENGE/SB_CH_PRESTIGE_S1_PISTOL_HIPFIRE_KILLS_DESC,,50|100|250,||44374,500|1000|2000,3,2,,,,1000,,,0
14800,jup_sb_ch_prestige_s1_breacher_drone_kills,CHALLENGE/SB_CH_PRESTIGE_S1_BREACHER_DRONE_KILLS,CHALLENGE/SB_CH_PRESTIGE_S1_BREACHER_DRONE_KILLS_DESC,,3|5|10,||44375,500|1000|2000,3,3,,,,1000,,,0
14808,jup_sb_ch_prestige_s1_shotgun_hipfire_kills,CHALLENGE/SB_CH_PRESTIGE_S1_SHOTGUN_HIPFIRE_KILLS,CHALLENGE/SB_CH_PRESTIGE_S1_SHOTGUN_HIPFIRE_KILLS_DESC,,25|50|100,||44376,500|1000|2000,3,4,,,,1000,,,0
14802,jup_sb_ch_prestige_s1_5_kill_streak,CHALLENGE/SB_CH_PRESTIGE_S1_5_KILL_STREAK,CHALLENGE/SB_CH_PRESTIGE_S1_5_KILL_STREAK_DESC,,1|3|5,||44377,500|1000|2000,4,1,,,,1000,,,0
16568,jup_sb_ch_prestige_s1_first_blood_kills,CHALLENGE/SB_CH_PRESTIGE_S1_FIRST_BLOOD_KILLS,CHALLENGE/SB_CH_PRESTIGE_S1_FIRST_BLOOD_KILLS_DESC,,10|25|50,||44378,500|1000|2000,4,2,,,,1000,,,0
14803,jup_sb_ch_prestige_s1_marksman_double_kill,CHALLENGE/SB_CH_PRESTIGE_S1_MARKSMAN_DOUBLE_KILL,CHALLENGE/SB_CH_PRESTIGE_S1_MARKSMAN_DOUBLE_KILL_DESC,,3|5|10,||44379,500|1000|2000,4,3,,,,1000,,,0
16100,jup_sb_ch_prestige_s1_aftermarket_parts_kills,CHALLENGE/SB_CH_PRESTIGE_S1_AFTERMARKET_PART_KILLS,CHALLENGE/SB_CH_PRESTIGE_S1_AFTERMARKET_PART_KILLS_DESC,,50|100|250,||44380,500|1000|2000,4,4,,,,1000,,,0
14804,jup_sb_ch_prestige_s1_canvas_sneaker_kills,CHALLENGE/SB_CH_PRESTIGE_S1_CANVAS_SNEAKER_KILLS,CHALLENGE/SB_CH_PRESTIGE_S1_CANVAS_SNEAKER_KILLS_DESC,,50|100|250,||44381,500|1000|2000,5,1,,,,1000,,,0
14805,jup_sb_ch_prestige_s1_lmg_headshot_kills,CHALLENGE/SB_CH_PRESTIGE_S1_LMG_HEADSHOT_KILLS,CHALLENGE/SB_CH_PRESTIGE_S1_LMG_HEADSHOT_KILLS_DESC,,5|10|25,||44382,500|1000|2000,5,2,,,,1000,,,0
14806,jup_sb_ch_prestige_s1_melee_kills,CHALLENGE/SB_CH_PRESTIGE_S1_MELEE_KILLS,CHALLENGE/SB_CH_PRESTIGE_S1_MELEE_KILLS_DESC,,10|25|50,||44383,500|1000|2000,5,3,,,,1000,,,0
14807,jup_sb_ch_prestige_s1_killstreak_kills,CHALLENGE/SB_CH_PRESTIGE_S1_KILLSTREAK_KILLS,CHALLENGE/SB_CH_PRESTIGE_S1_KILLSTREAK_KILLS_DESC,,5|10|25,||44384,500|1000|2000,5,4,,,,1000,,,0
14835,jup_ch_prestige_s1_mastery_1,CHALLENGE/SB_CH_PRESTIGE_S1_MASTERY_1,CHALLENGE/SB_CH_PRESTIGE_S1_MASTERY_1_DESC,,4,44385,,1,1,14763|14764|14776|15742,,,1000,,,0
14836,jup_ch_prestige_s1_mastery_2,CHALLENGE/SB_CH_PRESTIGE_S1_MASTERY_2,CHALLENGE/SB_CH_PRESTIGE_S1_MASTERY_2_DESC,,4,44386,,2,3,14778|14795|14796|14797,,,1000,,,0
14838,jup_ch_prestige_s1_mastery_3,CHALLENGE/SB_CH_PRESTIGE_S1_MASTERY_3,CHALLENGE/SB_CH_PRESTIGE_S1_MASTERY_3_DESC,,4,44387,,3,5,27471|14800|14808|16566,,,1000,,,0
14839,jup_ch_prestige_s1_mastery_4,CHALLENGE/SB_CH_PRESTIGE_S1_MASTERY_4,CHALLENGE/SB_CH_PRESTIGE_S1_MASTERY_4_DESC,,4,44388,,4,7,14802|14803|16100|16568,,,1000,,,0
14843,jup_ch_prestige_s1_mastery_5,CHALLENGE/SB_CH_PRESTIGE_S1_MASTERY_5,CHALLENGE/SB_CH_PRESTIGE_S1_MASTERY_5_DESC,,4,44389,,5,9,14804|14805|14806|14807,,,1000,,,0
21391,jup_ob_sb_ch_s1_p1_hold_all_these_knives,JUP_OB_STICKER_BOOK/PRESTIGE_P1_HOLD_KNIVES_NAME,JUP_OB_STICKER_BOOK/PRESTIGE_P1_HOLD_KNIVES_DESC,,1,46479,3000,1,1,,,,1000,,,0
21394,jup_ob_sb_ch_s1_p1_speed_demon,JUP_OB_STICKER_BOOK/PRESTIGE_P1_SPEED_DEMON_NAME,JUP_OB_STICKER_BOOK/PRESTIGE_P1_SPEED_DEMON_DESC,,200,46470,3000,1,2,,,,1000,,,0
21395,jup_ob_sb_ch_s1_p1_thats_classified,JUP_OB_STICKER_BOOK/PRESTIGE_P1_THATS_CLASSIFIED_NAME,JUP_OB_STICKER_BOOK/PRESTIGE_P1_THATS_CLASSIFIED_DESC,,1,46475,3000,1,3,,,,1000,,,0
21396,jup_ob_sb_ch_s1_p1_charred_flesh,JUP_OB_STICKER_BOOK/PRESTIGE_P1_CHARRED_FLESH_NAME,JUP_OB_STICKER_BOOK/PRESTIGE_P1_CHARRED_FLESH_DESC,,25,46473,3000,1,4,,,,1000,,,0
21398,jup_ob_sb_ch_s1_p1_prestige_mastery_1,JUP_OB_STICKER_BOOK/PRESTIGE_P1_PRESTIGE1_MASTERY_NAME,JUP_OB_STICKER_BOOK/PRESTIGE_P1_PRESTIGE1_MASTERY_DESC,,4,36213,5000,1,2,21391|21394|21395|21396,,,1000,,,0
21426,jup_ob_sb_ch_s1_p2_bab_yaga,JUP_OB_STICKER_BOOK/PRESTIGE_P2_BABA_YAGA_NAME,JUP_OB_STICKER_BOOK/PRESTIGE_P2_BABA_YAGA_DESC,,250,46482,3000,2,1,,,,1000,,,0
21427,jup_ob_sb_ch_s1_p2_tripod_mounted,JUP_OB_STICKER_BOOK/PRESTIGE_P2_TRIPOD_MOUNTED_NAME,JUP_OB_STICKER_BOOK/PRESTIGE_P2_TRIPOD_MOUNTED_DESC,,50,46480,3000,2,2,,,,1000,,,0
21428,jup_ob_sb_ch_s1_p2_cut_them_down,JUP_OB_STICKER_BOOK/PRESTIGE_P2_CUT_THEM_DOWN_NAME,JUP_OB_STICKER_BOOK/PRESTIGE_P2_CUT_THEM_DOWN_DESC,,10,46478,3000,2,3,,,,1000,,,0
21429,jup_ob_sb_ch_s1_p2_frosted,JUP_OB_STICKER_BOOK/PRESTIGE_P2_FROSTED_NAME,JUP_OB_STICKER_BOOK/PRESTIGE_P2_FROSTED_DESC,,75,44351,3000,2,4,,,,1000,,,0
21430,jup_ob_sb_ch_s1_p2_prestige_mastery_2,JUP_OB_STICKER_BOOK/PRESTIGE_P2_PRESTIGE2_MASTERY_NAME,JUP_OB_STICKER_BOOK/PRESTIGE_P2_PRESTIGE2_MASTERY_DESC,,4,36215,5000,2,4,21426|21427|21428|21429,,,1000,,,0
