mp_br_mechanics,mp_infil_br_mechanics_ending_chopper_tr,mp_infil_br_mechanics_ending_chopper2_tr,0
mp_747_dev,mp_infil_br_mechanics_ending_chopper_tr,,0
mp_donetsk,mp_infil_br_donetsk_ending_chopper_tr,,0
mp_donetsk2,mp_infil_br_donetsk2_ending_chopper_tr,,0
mp_don3,mp_infil_br_don3_ending_chopper_tr,,0
mp_don3_mobile,mp_infil_br_don3_ending_chopper_tr,,0
mp_mgl_ftue_downtown,mp_infil_br_ftue_downtown_ending_chopper_tr,,0
mp_br_quarry,mp_infil_br_quarry_ending_chopper_tr,,0
mp_kstenod,mp_infil_br_kstenod_ending_chopper_tr,,0
mp_escape2,mp_infil_br_escape2_ending_chopper_tr,,0
mp_escape3,mp_infil_br_escape2_ending_chopper_tr,,0
mp_mgl_escape4,mp_infil_br_escape4_ending_chopper_tr,mp_infil_br_escape4_ending_chopper2_tr,0
mp_saba_pm,,mp_infil_br_saba_pm_ending_chopper2_tr,0
mp_saba,mp_infil_br_saba_ending_chopper_tr,mp_infil_br_saba_ending_chopper2_tr,0
mp_saba2,mp_infil_br_saba_ending_chopper_tr,mp_infil_br_saba_ending_chopper2_tr,0
