tagReject,nodmz,100,,
tagReject,nodrop,100,,
rollChance,key,2,,
rollChance,super,12,,
rollChance,plate_carrier,10,,
rollChance,valuable,10,,
rollChance,killstreak,8,,
rollChance,gear,10,,
rollChance,revive,6,,
rollChance,lethal,24,,
rollChance,tactical,24,,
rollChance,plunder,20,,
rollChance,weapon,2,,
rollChance,nvg,1,,
item,brloot_ammo_12g,15,,
item,brloot_ammo_50cal,23,,
item,brloot_ammo_762,30,,
item,brloot_ammo_919,23,,
item,brloot_ammo_rocket,9,,
item,brloot_equip_gasmask_durable,5,,
item,brloot_backpack_large,8,,
item,brloot_plate_carrier_2_medic,1,,
item,brloot_plate_carrier_3,3,,
item,brloot_self_revive,1,,
tagChance,1&weapon,15,,
tagChance,2&weapon,40,,
tagChance,3&weapon,20,,
tagChance,4&weapon,2,,
tagChance,health,1,,
item,brloot_plunder_cash_uncommon_3,10,,
item,brloot_plunder_cash_rare_1,20,,
item,brloot_plunder_cash_rare_2,30,,
item,brloot_plunder_cash_epic_1,30,,
item,brloot_plunder_cash_epic_2,10,,
item,brloot_plunder_cash_legendary_1,1,,
tagChance,2&killstreak,30,,
tagChance,3&killstreak,20,,
tagChance,4&killstreak,10,,
tagChance,lethal,1,,
tagChance,tactical,1,,
tagChance,super,1,,
item,brloot_backpack_large,1,,
item,brloot_backpack_medium,12,,
tagChance,key&keytier1&pristine,1,,
tagChance,key&keytier2&pristine,3,,
tagChance,key&keytier3&pristine,2,,
item,loot_key_red_door_used,4,,
item,loot_key_blue_door_used,4,,
item,loot_key_red_door_worn,4,,
item,loot_key_blue_door_worn,4,,
item,loot_key_gold_door,50,,
item,brloot_nvg,1,,
item,brloot_plate_carrier_2_comms,1,,
item,brloot_plate_carrier_2_stealth,1,,
reqAdd,weapon,1,0,100
reqAdd,(!weapon),3,0,100
