setchancecol,mp/loot/br/plunder/lootset_root.csv,2,,# root,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/lootset_global.csv,3,,# global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/caches/lootset_cache_base.csv,4,,# cache_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/caches/lootset_cache_underwater.csv,5,,# cache_underwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/caches/lootset_cache_lege.csv,6,,# cache_lege,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/strongholds/lootset_cache_stronghold.csv,7,,# cache_stronghold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/strongholds/lootset_cache_blacksite.csv,8,,# cache_blacksite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/strongholds/lootset_stronghold_black.csv,9,,# stronghold_black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/strongholds/lootset_stronghold_high.csv,10,,# stronghold_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/containers/lootset_cache_cash_register.csv,11,,# cache_cash_register,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/containers/lootset_cache_duffel_bag.csv,12,,# cache_duffel_bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/containers/lootset_cache_hidden_container.csv,13,,# cache_hidden_container,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/containers/lootset_cache_medical_box_wall.csv,14,,# cache_medical_box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/containers/lootset_cache_medicine_cabinet.csv,15,,# cache_medicine_cab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/containers/lootset_cache_weapon_locker.csv,16,,# cache_weapon_locker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/strongholds/lootset_stronghold_bomb_defuse_reward.csv,17,,# stronghold_bomb_defuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/strongholds/lootset_blacksite_boss_backpack.csv,18,,# blacksite_boss_backpack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/strongholds/lootset_cache_train_safe.csv,19,,# blacksite_cache_train_safe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/contracts/lootset_contract_dom.csv,20,,# contract_dom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/contracts/lootset_contract_scav1.csv,21,,# contract_scav1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/contracts/lootset_contract_scav2.csv,22,,# contract_scav2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/contracts/lootset_contract_scav3.csv,23,,# contract_scav3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/contracts/lootset_contract_safe1.csv,24,,# contract_safe1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/lootset_empty.csv,25,,# empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/locations/lootset_autobody_shop.csv,26,,# autobody_shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/locations/lootset_car_dealership.csv,27,,# car_dealership,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/locations/lootset_fire_station.csv,28,,# fire_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/locations/lootset_gas_station.csv,29,,# gas_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/locations/lootset_pharmacy.csv,30,,# pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/locations/lootset_police_station.csv,31,,# police_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/locations/lootset_restaurant.csv,32,,# restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/locations/lootset_station_house.csv,33,,# station_house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/locations/lootset_bank.csv,34,,# bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/locations/lootset_recon.csv,35,,# recon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/locations/lootset_defensive.csv,36,,# defensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/locations/lootset_offensive.csv,37,,# offensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/locations/lootset_support.csv,38,,# support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/locations/lootset_manor.csv,39,,# manor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/contracts/lootset_contract_intel.csv,40,,# contract_intel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/contracts/lootset_contract_vipCrate.csv,41,,# contract_vipCrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/caches/lootset_cache_reusable.csv,42,,# cache_reusable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/public_events/lootset_cache_pe_crate_drop.csv,43,,# cache_pe_crate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setchancecol,mp/loot/br/plunder/public_events/lootset_cache_pe_chop.csv,44,,# cache_pe_chop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tagReject,nobr,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
tagReject,noPlunder,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
tagReject,sealion,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
tagReject,delta,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
reqLimit,gascan,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chance,ammo,,190,70,85,75,0,0,170,135,0,70,0,0,0,1,20,20,60,2,70,70,70,2,0,145,170,180,145,150,175,155,190,180,155,160,160,125,265,2,150,70,0,75
chance,health,,210,70,85,75,0,0,100,105,0,70,0,0,0,0,0,0,60,25,70,70,70,25,0,165,160,150,165,200,145,150,175,140,150,120,120,185,175,25,0,70,0,75
chance,plunder,,150,100,50,175,225,200,120,70,1,100,1,0,0,0,1,1,100,2,100,100,100,2,0,300,169,175,300,215,188,325,250,375,135,115,115,135,115,2,100,100,1,175
