23230,jup_founders_week2_mastery,JUP_CHALLENGE/JUP_FOUNDERS_WEEK_MASTERY,JUP_CHALLENGE/JUP_FOUNDERS_WEEK_MASTERY_DESC,5,,45913,,,,23231|23235|23239|23243|23247,,1701280800,1701878400,,,0,
23231,jup_founders_week2_1,JUP_CHALLENGE/JUP_FOUNDERS_WEEK_1,JUP_CHALLENGE/JUP_FOUNDERS_WEEK_1_DESC,1,,41390,,,,23232|23233,0,1701280800,1701878400,,,0,
23232,jup_founders_week2_1_mp,JUP_CHALLENGE/JUP_FOUNDERS_WEEK_1,JUP_CHALLENGE/JUP_FOUNDERS_WEEK_1_DESC,5,,,,,,,0,1701280800,1701878400,,,0,MP
23233,jup_founders_week2_1_ob,JUP_CHALLENGE/JUP_FOUNDERS_WEEK_1,JUP_OB_EVENT_CHALLENGES/FOUNDERS_WEEK2_1,50,,,,,,,0,1701280800,1701878400,,,0,OB
23235,jup_founders_week2_2,JUP_CHALLENGE/JUP_FOUNDERS_WEEK_2,JUP_CHALLENGE/JUP_FOUNDERS_WEEK_2_DESC,1,,3946,,,,23236|23238,0,1701280800,1701878400,,,0,
23236,jup_founders_week2_2_mp,JUP_CHALLENGE/JUP_FOUNDERS_WEEK_2,JUP_CHALLENGE/JUP_FOUNDERS_WEEK_2_DESC,1,,,,,,,0,1701280800,1701878400,,,0,MP
23238,jup_founders_week2_2_ob,JUP_CHALLENGE/JUP_FOUNDERS_WEEK_2,JUP_OB_EVENT_CHALLENGES/FOUNDERS_WEEK2_2,15,,,,,,,0,1701280800,1701878400,,,0,OB
23239,jup_founders_week2_3,JUP_CHALLENGE/JUP_FOUNDERS_WEEK_3,JUP_CHALLENGE/JUP_FOUNDERS_WEEK_3_DESC,1,,3951,,,,23240|23242,0,1701280800,1701878400,,,0,
23240,jup_founders_week2_3_mp,JUP_CHALLENGE/JUP_FOUNDERS_WEEK_3,JUP_CHALLENGE/JUP_FOUNDERS_WEEK_3_DESC,10,,,,,,,0,1701280800,1701878400,,,0,MP
23242,jup_founders_week2_3_ob,JUP_CHALLENGE/JUP_FOUNDERS_WEEK_3,JUP_OB_EVENT_CHALLENGES/FOUNDERS_WEEK2_3,50,,,,,,,0,1701280800,1701878400,,,0,OB
23243,jup_founders_week2_4,JUP_CHALLENGE/JUP_FOUNDERS_WEEK_4,JUP_CHALLENGE/JUP_FOUNDERS_WEEK_4_DESC,1,,36614,,,,23244|23246,0,1701280800,1701878400,,,0,
23244,jup_founders_week2_4_mp,JUP_CHALLENGE/JUP_FOUNDERS_WEEK_4,JUP_CHALLENGE/JUP_FOUNDERS_WEEK_4_DESC,6,,,,,,,0,1701280800,1701878400,,,0,MP
23246,jup_founders_week2_4_ob,JUP_CHALLENGE/JUP_FOUNDERS_WEEK_4,JUP_OB_EVENT_CHALLENGES/FOUNDERS_WEEK2_4,4,,,,,,,0,1701280800,1701878400,,,0,OB
23247,jup_founders_week2_5,JUP_CHALLENGE/JUP_FOUNDERS_WEEK_5,JUP_CHALLENGE/JUP_FOUNDERS_WEEK_5_DESC,1,,37063,,,,23248|23249,0,1701280800,1701878400,,,0,
23248,jup_founders_week2_5_mp,JUP_CHALLENGE/JUP_FOUNDERS_WEEK_5,JUP_CHALLENGE/JUP_FOUNDERS_WEEK_5_DESC,141,,,,,,,1000,1701280800,1701878400,,,0,MP
23249,jup_founders_week2_5_ob,JUP_CHALLENGE/JUP_FOUNDERS_WEEK_5,JUP_OB_EVENT_CHALLENGES/FOUNDERS_WEEK2_5,141,,,,,,,1000,1701280800,1701878400,,,0,OB
22162,jup_codmas_mastery,JUP_CHALLENGE/JUP_CODMAS_MASTERY,JUP_CHALLENGE/JUP_CODMAS_MASTERY_DESC,7,,37063,,,,22164|22166|22167|22168|22169|22170|22189,,1703095200,1704297600,,,0,
22164,jup_codmas_1,JUP_CHALLENGE/JUP_CODMAS_1,JUP_CHALLENGE/JUP_CODMAS_1_DESC,1,,36897,,,,25689|25697|25710,,1703095200,1704297600,,,0,
25689,jup_codmas_1_mp,JUP_CHALLENGE/JUP_CODMAS_1,JUP_CHALLENGE/JUP_CODMAS_1_DESC,40,,,,,,,,1703095200,1704297600,,,0,MP
25697,jup_codmas_1_ob,JUP_CHALLENGE/JUP_CODMAS_1,JUP_OB_EVENT_CHALLENGES/CODMAS_1,1,,,,,,,,1703095200,1704297600,,,0,OB
25710,jup_codmas_1_br,JUP_CHALLENGE/JUP_CODMAS_1,JUP_CHALLENGE/JUP_CODMAS_1,1,,,,,,,,1703095200,1704297600,,,0,BR
22166,jup_codmas_2,JUP_CHALLENGE/JUP_CODMAS_2,JUP_CHALLENGE/JUP_CODMAS_2_DESC,1,,3942,,,,25695|25704|25717,,1703095200,1704297600,,,0,
25695,jup_codmas_2_mp,JUP_CHALLENGE/JUP_CODMAS_2,JUP_CHALLENGE/JUP_CODMAS_2_DESC,40,,,,,,,,1703095200,1704297600,,,0,MP
25704,jup_codmas_2_ob,JUP_CHALLENGE/JUP_CODMAS_2,JUP_OB_EVENT_CHALLENGES/CODMAS_2,1,,,,,,,,1703095200,1704297600,,,0,OB
25717,jup_codmas_2_br,JUP_CHALLENGE/JUP_CODMAS_2,JUP_CHALLENGE/JUP_CODMAS_2,1,,,,,,,,1703095200,1704297600,,,0,BR
22167,jup_codmas_3,JUP_CHALLENGE/JUP_CODMAS_3,JUP_CHALLENGE/JUP_CODMAS_3_DESC,1,,37063,,,,25690|25705|25718,,1703095200,1704297600,,,0,
25690,jup_codmas_3_mp,JUP_CHALLENGE/JUP_CODMAS_3,JUP_CHALLENGE/JUP_CODMAS_3_DESC,100,,,,,,,,1703095200,1704297600,,,0,MP
25705,jup_codmas_3_ob,JUP_CHALLENGE/JUP_CODMAS_3,JUP_OB_EVENT_CHALLENGES/CODMAS_3,1,,,,,,,,1703095200,1704297600,,,0,OB
25718,jup_codmas_3_br,JUP_CHALLENGE/JUP_CODMAS_3,JUP_CHALLENGE/JUP_CODMAS_3,1,,,,,,,,1703095200,1704297600,,,0,BR
22168,jup_codmas_4,JUP_CHALLENGE/JUP_CODMAS_4,JUP_CHALLENGE/JUP_CODMAS_4_DESC,1,,43133,,,,25691|25706|25719,,1703095200,1704297600,,,0,
25691,jup_codmas_4_mp,JUP_CHALLENGE/JUP_CODMAS_4,JUP_CHALLENGE/JUP_CODMAS_4_DESC,6,,,,,,,,1703095200,1704297600,,,0,MP
25706,jup_codmas_4_ob,JUP_CHALLENGE/JUP_CODMAS_4,JUP_OB_EVENT_CHALLENGES/CODMAS_4,1,,,,,,,,1703095200,1704297600,,,0,OB
25719,jup_codmas_4_br,JUP_CHALLENGE/JUP_CODMAS_4,JUP_CHALLENGE/JUP_CODMAS_4,1,,,,,,,,1703095200,1704297600,,,0,BR
22169,jup_codmas_5,JUP_CHALLENGE/JUP_CODMAS_5,JUP_CHALLENGE/JUP_CODMAS_5_DESC,1,,44338,,,,25692|25707|25720,,1703095200,1704297600,,,0,
25692,jup_codmas_5_mp,JUP_CHALLENGE/JUP_CODMAS_5,JUP_CHALLENGE/JUP_CODMAS_5_DESC,40,,,,,,,,1703095200,1704297600,,,0,MP
25707,jup_codmas_5_ob,JUP_CHALLENGE/JUP_CODMAS_5,JUP_OB_EVENT_CHALLENGES/CODMAS_5,1,,,,,,,,1703095200,1704297600,,,0,OB
25720,jup_codmas_5_br,JUP_CHALLENGE/JUP_CODMAS_5,JUP_CHALLENGE/JUP_CODMAS_5,1,,,,,,,,1703095200,1704297600,,,0,BR
22170,jup_codmas_6,JUP_CHALLENGE/JUP_CODMAS_6,JUP_CHALLENGE/JUP_CODMAS_6_DESC,1,,39199,,,,25693|25708|25721,,1703095200,1704297600,,,0,
25693,jup_codmas_6_mp,JUP_CHALLENGE/JUP_CODMAS_6,JUP_CHALLENGE/JUP_CODMAS_6_DESC,30,,,,,,,,1703095200,1704297600,,,0,MP
25708,jup_codmas_6_ob,JUP_CHALLENGE/JUP_CODMAS_6,JUP_OB_EVENT_CHALLENGES/CODMAS_6,1,,,,,,,,1703095200,1704297600,,,0,OB
25721,jup_codmas_6_br,JUP_CHALLENGE/JUP_CODMAS_6,JUP_CHALLENGE/JUP_CODMAS_6,1,,,,,,,,1703095200,1704297600,,,0,BR
22189,jup_codmas_7,JUP_CHALLENGE/JUP_CODMAS_7,JUP_CHALLENGE/JUP_CODMAS_7_DESC,1,,33312,,,,25694|25709|25722,,1703095200,1704297600,,,0,
25694,jup_codmas_7_mp,JUP_CHALLENGE/JUP_CODMAS_7,JUP_CHALLENGE/JUP_CODMAS_7_DESC,5,,,,,,,,1703095200,1704297600,,,0,MP
25709,jup_codmas_7_ob,JUP_CHALLENGE/JUP_CODMAS_7,JUP_OB_EVENT_CHALLENGES/CODMAS_7,1,,,,,,,,1703095200,1704297600,,,0,OB
25722,jup_codmas_7_br,JUP_CHALLENGE/JUP_CODMAS_7,JUP_CHALLENGE/JUP_CODMAS_7,1,,,,,,,,1703095200,1704297600,,,0,BR
23294,jup_the_boys_mastery,JUP_CHALLENGE/JUP_THE_BOYS_MASTERY,JUP_CHALLENGE/JUP_THE_BOYS_MASTERY_DESC,6,,37063,,,,23295|23296|23298|23299|23300|23301,,1705514400,1706112000,,,0,
23295,jup_the_boys_1,JUP_CHALLENGE/JUP_THE_BOYS_1,JUP_CHALLENGE/JUP_THE_BOYS_1_DESC,1,,44251,,,,25737|25738|25739,0,1705514400,1706112000,,,0,
25737,jup_the_boys_1_mp,JUP_CHALLENGE/JUP_THE_BOYS_1,JUP_CHALLENGE/JUP_THE_BOYS_1_DESC,7,,,,,,,0,1705514400,1706112000,,,0,MP
25738,jup_the_boys_1_ob,JUP_CHALLENGE/JUP_THE_BOYS_1,JUP_OB_EVENT_CHALLENGES/THE_BOYS_1,1,,,,,,,0,1705514400,1706112000,,,0,OB
25739,jup_the_boys_1_br,JUP_CHALLENGE/JUP_THE_BOYS_1,JUP_CHALLENGE/JUP_THE_BOYS_1_DESC,1,,,,,,,0,1705514400,1706112000,,,0,BR
23296,jup_the_boys_2,JUP_CHALLENGE/JUP_THE_BOYS_2,JUP_CHALLENGE/JUP_THE_BOYS_2_DESC,1,,44496,,,,25741|25742|25743,0,1705514400,1706112000,,,0,
25741,jup_the_boys_2_mp,JUP_CHALLENGE/JUP_THE_BOYS_2,JUP_CHALLENGE/JUP_THE_BOYS_2_DESC,5,,,,,,,0,1705514400,1706112000,,,0,MP
25742,jup_the_boys_2_ob,JUP_CHALLENGE/JUP_THE_BOYS_2,JUP_CHALLENGE/JUP_THE_BOYS_2_DESC,1,,,,,,,0,1705514400,1706112000,,,0,OB
25743,jup_the_boys_2_br,JUP_CHALLENGE/JUP_THE_BOYS_2,JUP_CHALLENGE/JUP_THE_BOYS_2_DESC,1,,,,,,,0,1705514400,1706112000,,,0,BR
23298,jup_the_boys_3,JUP_CHALLENGE/JUP_THE_BOYS_3,JUP_CHALLENGE/JUP_THE_BOYS_3_DESC,1,,37063,,,,25757|25758|25759,0,1705514400,1706112000,,,0,
25757,jup_the_boys_3_mp,JUP_CHALLENGE/JUP_THE_BOYS_3,JUP_CHALLENGE/JUP_THE_BOYS_3_DESC,10,,,,,,,0,1705514400,1706112000,,,0,MP
25758,jup_the_boys_3_ob,JUP_CHALLENGE/JUP_THE_BOYS_3,JUP_CHALLENGE/JUP_THE_BOYS_3_DESC,1,,,,,,,0,1705514400,1706112000,,,0,OB
25759,jup_the_boys_3_br,JUP_CHALLENGE/JUP_THE_BOYS_3,JUP_CHALLENGE/JUP_THE_BOYS_3_DESC,1,,,,,,,0,1705514400,1706112000,,,0,BR
23299,jup_the_boys_4,JUP_CHALLENGE/JUP_THE_BOYS_4,JUP_CHALLENGE/JUP_THE_BOYS_4_DESC,1,,39744,,,,25770|25771|25772,0,1705514400,1706112000,,,0,
25770,jup_the_boys_4_mp,JUP_CHALLENGE/JUP_THE_BOYS_4,JUP_CHALLENGE/JUP_THE_BOYS_4_DESC,25,,,,,,,0,1705514400,1706112000,,,0,MP
25771,jup_the_boys_4_ob,JUP_CHALLENGE/JUP_THE_BOYS_4,JUP_OB_EVENT_CHALLENGES/THE_BOYS_1,1,,,,,,,0,1705514400,1706112000,,,0,OB
25772,jup_the_boys_4_br,JUP_CHALLENGE/JUP_THE_BOYS_4,JUP_CHALLENGE/JUP_THE_BOYS_4_DESC,1,,,,,,,0,1705514400,1706112000,,,0,BR
23300,jup_the_boys_5,JUP_CHALLENGE/JUP_THE_BOYS_5,JUP_CHALLENGE/JUP_THE_BOYS_5_DESC,1,,43526,,,,25773|25774|25775,0,1705514400,1706112000,,,0,
25773,jup_the_boys_5_mp,JUP_CHALLENGE/JUP_THE_BOYS_5,JUP_CHALLENGE/JUP_THE_BOYS_5_DESC,25,,,,,,,1000,1705514400,1706112000,,,0,MP
