hash_ef9582d72160f199,,,,hud_icon_splash_kill,hash_0,,,,,,,,5,0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,0
hash_8fcf8bbd78a0502e,SPLASHES/ASSIST,SPLASHES/ASSIST,,hud_icon_splash_kill,hash_0,,,,,,,,0,0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,0
hash_d49353466aeb391a,SPLASHES/DEFENDER,SPLASHES/DEFENDER,SPLASHES/DEFENDER_DESC,hud_icon_splash_kill,hash_0,splash,skill,,,,,,21,0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,0
hash_b2545f22cf7ad376,SPLASHES/PROXIMITYKILL,SPLASHES/PROXIMITYKILL,SPLASHES_PROXIMITYKILL_DESC,hud_icon_splash_kill,hash_0,splash,skill,,,,,,19,0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,0
hash_1585dd0e8f21044d,SPLASHES/PROXIMITYASSIST,SPLASHES/PROXIMITYASSIST,SPLASHES_PROXIMITYASSIST_DESC,hud_icon_splash_kill,hash_0,splash,skill,,,,,,18,0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,0
hash_e7ec5c6f05dda4d9,SPLASHES/TIME_ADDED,SPLASHES/TIME_ADDED,SPLASHES/TIME_ADDED_DESC,hud_icon_splash_kill,hash_4349f9861517a6a6,splash,skill,,,,,,0,0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,0
hash_891a26e1130eb05b,MEDALS_MP/FIRSTBLOOD,MEDALS_MP/FIRSTBLOOD,MEDALS_MP/FIRSTBLOOD_DESC,hud_icon_splash_kill,hash_b955ed7b14b3a935,splash,skill,,,,,,40,0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,0
hash_fc56e889052d3823,MEDALS_MP/HEADSHOT,MEDALS_MP/HEADSHOT,MEDALS_MP/HEADSHOT_DESC,hud_icon_splash_kill,hash_b955ed7b14b3a935,splash,skill,,,,,,28,0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,0
hash_f751297c1a2fa2a9,MEDALS_MP/AVENGER,MEDALS_MP/AVENGER,MEDALS_MP/AVENGER_DESC,hud_icon_splash_kill,hash_b955ed7b14b3a935,splash,skill,,,,,,22,0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,0
hash_25ad6f034f93af2d,MEDALS_MP/ASSISTED_SUICIDE,MEDALS_MP/ASSISTED_SUICIDE,MEDALS_MP/ASSISTED_SUICIDE_DESC,hud_icon_splash_kill,hash_b955ed7b14b3a935,splash,skill,,,,,,20,0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,0
hash_3858ce1e38b2cfc,MEDALS_MP/BUZZKILL,MEDALS_MP/BUZZKILL,MEDALS_MP/BUZKILL_DESC,hud_icon_splash_kill,hash_b955ed7b14b3a935,splash,skill,,,,,,29,0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,0
hash_61cc49df58d8244e,MEDALS_MP/COMEBACK,MEDALS_MP/COMEBACK,MEDALS_MP/COMEBACK_DESC,hud_icon_splash_kill,hash_b955ed7b14b3a935,splash,skill,,,,,,39,0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,0
hash_9501a62017d709d3,MEDALS_MP/LONGSHOT,MEDALS_MP/LONGSHOT,MEDALS_MP/LONGSHOT_DESC,hud_icon_splash_kill,hash_b955ed7b14b3a935,splash,skill,,,,,,30,0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,0
hash_a4ee120bd3f61b35,MEDALS_MP/POINTBLANK,MEDALS_MP/POINTBLANK,MEDALS_MP/POINTBLANK_DESC,hud_icon_splash_kill,hash_b955ed7b14b3a935,splash,skill,,,,,,31,0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,0
hash_7670901f9461c455,MEDALS_MP/REVENGE,MEDALS_MP/REVENGE,MEDALS_MP/REVENGE_DESC,hud_icon_splash_kill,hash_b955ed7b14b3a935,splash,skill,,,,,,23,0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,0
hash_a0880a9ce131dea8,SPLASHES/DOUBLE_KILL_SHORT,MEDALS_MP/DOUBLE_KILL,MEDALS_MP/DOUBLE_KILL_DESC,hud_icon_splash_kill,hash_0,splash,skill,,,,,,45,1,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,0
hash_f42b79a30529ba75,SPLASHES/TRIPLE_KILL_SHORT,MEDALS_MP/TRIPLE_KILL,MEDALS_MP/TRIPLE_KILL_DESC,hud_icon_splash_kill,hash_0,splash,skill,,,,,,46,1,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,0
hash_dd33fe790c41dde5,SPLASHES/QUAD_KILL_SHORT,MEDALS_MP/FOUR_KILL,MEDALS_MP/FOUR_KILL_DESC,hud_icon_splash_kill,hash_0,splash,skill,,,,,,47,1,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,0
hash_aa851578efea8575,SPLASHES/FIVE_KILL_SHORT,MEDALS_MP/FIVE_KILL,MEDALS_MP/FIVE_KILL_DESC,hud_icon_splash_kill,hash_0,splash,skill,,,,,,48,1,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,0
hash_82488b195cec9f4b,SPLASHES/SIX_KILL_SHORT,MEDALS_MP/SIX_KILL,MEDALS_MP/SIX_KILL_DESC,hud_icon_splash_kill,hash_0,splash,skill,,,,,,49,1,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,hash_0,,,0
