tagReject,nodmz,100,,
tagReject,nodrop,100,,
rollChance,valuable,28,,
rollChance,tactical,3,,
rollChance,super,4,,
rollChance,gear,1,,
rollChance,lethal,2,,
tagChance,ammo,1,,
item,brloot_plate_carrier_2,1,,
item,brloot_valuable_bunker_chlorine,32,,
item,brloot_valuable_bunker_formaldehyde,32,,
item,brloot_valuable_bunker_acetic_acid,21,,
item,brloot_valuable_bunker_sulfuric_acid,13,,
item,brloot_valuable_bunker_liquid_nitrogen,7,,
item,brloot_valuable_liquor,7,,
item,brloot_offhand_throwingknife,3,,
item,brloot_offhand_smoke,1,,
item,brloot_super_stimpistol,1,,
item,brloot_super_oxygenmask,1,,
item,brloot_equip_gasmask,2,,
item,brloot_valuable_wine_aged,5,,
item,brloot_valuable_wine_vintage,2,,
item,brloot_valuable_bunker_notes_common,4,,
item,brloot_valuable_bunker_notes_uncommon,3,,
item,brloot_valuable_bunker_notes_rare,2,,
item,brloot_offhand_molotov,1,,
item,brloot_offhand_gas,2,,
item,brloot_equip_gasmask_durable,1,,
item,brloot_equip_iodine_pills,1,,
item,brloot_valuable_bunker_notes_epic,1,,
reqAdd,,2,0,100
reqAdd,,1,0,35
reqAdd,,1,0,10
