24,iw9_activate_battlepass_xp_token,,1,0,iw9_version|iw9_gamemode
25,iw9_activate_battlepass_xp_token_epic,,1,0,iw9_version
26,iw9_activate_battlepass_xp_token_legendary,,1,0,iw9_version
27,iw9_activate_battlepass_xp_token_rare,,1,0,iw9_version
28,iw9_activate_clan_xp_token,,1,0,iw9_version|iw9_gamemode
29,iw9_activate_operator_xp_token,,1,0,iw9_version
30,iw9_activate_player_xp_token,,1,0,iw9_version
31,iw9_activate_player_xp_token_epic,,1,0,iw9_version
32,iw9_activate_player_xp_token_legendary,,1,0,iw9_version
33,iw9_activate_player_xp_token_rare,,1,0,iw9_version
34,iw9_activate_player_xp_token_year,,1,0,iw9_version
35,iw9_activate_weapon_xp_token,,1,0,iw9_version
36,iw9_activate_weapon_xp_token_epic,,1,0,iw9_version
37,iw9_activate_weapon_xp_token_legendary,,1,0,iw9_version
38,iw9_activate_weapon_xp_token_rare,,1,0,iw9_version
39,iw9_activation_pool,,1,0,iw9_pool_id|iw9_activate_id|iw9_deactivate_id|iw9_version
40,iw9_alive_in_gas,,,0,iw9_version|iw9_value
41,iw9_alive_not_downed,,,0,iw9_version|iw9_value
42,iw9_assist,,,0,iw9_weapon_loot_id|iw9_gamemode|iw9_version|iw9_weapon_class_bitfield|iw9_gametype|iw9_enemy_squads_remaining|iw9_matchmaking_gametype|iw9_in_prematch
44,iw9_battlemap_token_purchase,,1,4,iw9_version|iw9_value|iw9_season
45,iw9_battlemap_token_spend,,1,0,iw9_version|iw9_battlemap_sector_reward_id|iw9_battlemap_sector_ae_id|iw9_battlemap_sector_spend_max|iw9_season|iw9_value|iw9_battlemap_batch_spend
46,iw9_br_tutorial_complete,,1,4,iw9_value|iw9_version|iw9_gamemode
47,iw9_buy_item,,,0,iw9_version|iw9_value|iw9_gamemode|iw9_gametype|iw9_loot_id|iw9_loot_item_type|iw9_string_ref|iw9_squad_event|iw9_buy_action|iw9_cash_value|iw9_location_bitfield|iw9_location_bitfield2
48,iw9_capture,,,0,iw9_version|iw9_gametype|iw9_gamemode
49,iw9_collect_item,,,0,iw9_version|iw9_string_ref|iw9_value|iw9_string_ref2|iw9_operator_id|iw9_gamemode|iw9_gametype|iw9_squad_event|iw9_location_bitfield|iw9_location_bitfield2
50,iw9_connection_update,,,0,iw9_leagueplay_is_disconnect|iw9_leagueplay_match_id|iw9_leagueplay_ladder_penalty|iw9_leagueplay_sr_penalty|iw9_leagueplay_event_season|iw9_rejoin_is_active|iw9_rejoin_lobby_id|iw9_rejoin_expiry|iw9_disconnect_reason|iw9_gametype|iw9_leagueplay_rejoin_enabled|iw9_playlist_version|iw9_leagueplay_lobby_id
51,iw9_contract_end,,,0,iw9_version|iw9_value|iw9_gametype|iw9_gamemode|iw9_operator_id|iw9_contract_end_bitfield1|iw9_location_bitfield|iw9_location_bitfield2|iw9_squadmate0|iw9_squadmate1|iw9_squadmate2|iw9_squadmate3|iw9_squadmate4
52,iw9_contract_start,,,0,iw9_version|iw9_value|iw9_gametype|iw9_gamemode|iw9_operator_id|iw9_location_bitfield|iw9_location_bitfield2
53,iw9_cp_addxp,0-1-3-19-31-45,,0,iw9_value|iw9_weapon_loot_id|iw9_weapon_xp|iw9_battlepass_xp|iw9_clan_xp|iw9_gamemode|iw9_version|iw9_operator_xp_id|iw9_operator_xp|iw9_battlepass_xp_from_time
55,iw9_cp_complete,,,0,iw9_version|iw9_value
56,iw9_daily_ch_override,,1,0,iw9_version|iw9_gamemode|iw9_daily_ch_id_1|iw9_daily_ch_id_2|iw9_daily_ch_id_3|iw9_daily_ch_id_4
57,iw9_death,,,0,iw9_version|iw9_gamemode|iw9_gametype|iw9_team_size
59,iw9_defuse,,,0,iw9_version|iw9_gametype|iw9_gamemode
60,iw9_driving,,,0,iw9_version|iw9_value
61,iw9_end_activity,,,0,iw9_activity_type|iw9_version|iw9_value|iw9_gametype|iw9_gamemode|iw9_squadmate0|iw9_squadmate1|iw9_squadmate2|iw9_squadmate3|iw9_squadmate4|iw9_location_bitfield|iw9_location_bitfield2
62,iw9_end_match,,,0,iw9_version|iw9_gamemode|iw9_gametype|iw9_match_result|iw9_endgame_bitfield1|iw9_operator_id|iw9_cp_mission_id|iw9_cp_stars|iw9_cp_role|iw9_cp_kit_rank|iw9_cp_intel_collected|iw9_placement|iw9_playlist_id|iw9_team_size|iw9_cp_kit_stars|iw9_lobby_id|iw9_matchmaking_gametype|iw9_cp_total_stars|iw9_squadmate0|iw9_squadmate1|iw9_squadmate2|iw9_squadmate3|iw9_squadmate4|iw9_location_bitfield|iw9_location_bitfield2
63,iw9_end_trial,,,0,iw9_version|iw9_value
