0,iw9_battlepass_xp
0,iw9_rejoin_is_active
0,iw9_value_0
1,iw9_battlepass_xp_from_time
1,iw9_daily_ch_id_1
1,iw9_ob_exfil_bitfield
1,iw9_ob_interact_bitfield
1,iw9_ob_zombie_kill_bitfield
1,iw9_value_1
2,iw9_clan_id
2,iw9_daily_ch_id_2
2,iw9_rejoin_lobby_id
2,iw9_value_2
2,iw9_zm_rarity
3,iw9_clan_xp
3,iw9_daily_ch_id_3
3,iw9_value_3
4,iw9_daily_ch_id_4
4,iw9_day_override
4,iw9_rejoin_expiry
4,iw9_value_4
5,iw9_endgame_bitfield1
5,iw9_value_5
6,iw9_equipment_bitfield1
6,iw9_value_6
7,iw9_field_upgrade_bitfield1
7,iw9_value_7
7,iw9_zm_zombie_type
8,iw9_gamemode
8,iw9_value_8
9,iw9_gametype
9,iw9_value_9
10,iw9_gametype_bitfield1
11,iw9_kill_amount
12,iw9_kill_bitfield1
13,iw9_disconnect_reason
13,iw9_enemy_type_bitfield
14,iw9_kill_operator_id
15,iw9_killstreak_bitfield1
16,iw9_match_result
18,iw9_operator_id
19,iw9_operator_xp
20,iw9_operator_xp_id
22,iw9_season
23,iw9_season0
24,iw9_season1
25,iw9_season2
26,iw9_season3
27,iw9_season4
28,iw9_season5
29,iw9_season6
30,iw9_user_info
31,iw9_value
32,iw9_version
33,iw9_weapon_attachment1
34,iw9_weapon_attachment10
35,iw9_weapon_attachment2
36,iw9_weapon_attachment3
37,iw9_weapon_attachment4
38,iw9_weapon_attachment5
39,iw9_weapon_attachment6
40,iw9_weapon_attachment7
41,iw9_weapon_attachment8
42,iw9_weapon_attachment9
43,iw9_weapon_class_bitfield
44,iw9_weapon_loot_id
45,iw9_weapon_xp
46,iw9_string_ref
47,iw9_string_ref2
48,iw9_zm_all_areas_unlocked
49,iw9_zm_areas_unlocked
50,iw9_zm_armor_repair
51,iw9_zm_armor_tier
52,iw9_zm_consecutive_perks
53,iw9_zm_covenant_type
54,iw9_zm_damage_covenants
55,iw9_zm_elimination_bitfield
56,iw9_zm_equipment_type
57,iw9_zm_heal_amount
59,iw9_zm_legendary_covenants
61,iw9_zm_objective_bitfield
62,iw9_zm_objective_location
63,iw9_zm_objective_type
64,iw9_zm_pap_level
65,iw9_zm_perk_acquires
66,iw9_zm_perk_level
67,iw9_zm_perk_total
68,iw9_zm_perk_type
69,iw9_zm_round_number
70,iw9_zm_status_effect_bitfield
71,iw9_squad_event
72,iw9_location_bitfield
73,iw9_pool_id
74,iw9_activate_id
75,iw9_deactivate_id
76,iw9_battlemap_sector_ae_id
76,iw9_loot_id
77,iw9_battlemap_sector_reward_id
77,iw9_loot_item_type
78,iw9_loot_method_bitfield
79,iw9_cp_stars
80,iw9_cp_mission_id
81,iw9_perk_bitfield1
82,iw9_cp_role
83,iw9_playlist_id
84,iw9_mgl_edge_item_id
85,iw9_loadout_item_method
86,iw9_mgl_edge_item_count
87,iw9_activity_type
88,iw9_score
89,iw9_buy_action
90,iw9_cash_value
91,iw9_loot_source
92,iw9_mgl_inbox_notification_id
93,iw9_distance
93,iw9_double_xp_event
94,iw9_damage_type
95,iw9_weapon_attachment_flags
96,iw9_cp_kit_rank
97,iw9_cp_intel_collected
98,iw9_product_id
99,iw9_sp_progression
100,iw9_kill_bitfield2
101,iw9_damage
102,iw9_weapon_camo
103,iw9_battlemap_sector_spend_max
103,iw9_placement
104,iw9_gulag_end_bitfield1
105,iw9_contract_end_bitfield1
106,iw9_jailbreak_respawn_player_from_gulag
107,iw9_champions_quest_bitfield1
108,iw9_loot_cache_type
109,iw9_loot_cache_bitfield1
110,iw9_wc_match_number
111,iw9_wc_match_pick
112,iw9_hit_loc
112,iw9_wc_game_time
113,iw9_battlepass_xp_scalar
114,iw9_login_bitfield1
115,iw9_revive_bitfield
116,iw9_exgm_warlord_id
117,iw9_team_size
118,iw9_cp_kit_stars
119,iw9_enemy_squads_remaining
120,iw9_lobby_id
121,iw9_location_bitfield2
124,iw9_matchmaking_gametype
125,iw9_cp_total_stars
126,iw9_squadmate0
127,iw9_squadmate1
128,iw9_squadmate2
129,iw9_squadmate3
130,iw9_squadmate4
131,iw9_autospend_enabled
132,iw9_mgl_ftue_expertise
133,iw9_login_reward_version
133,iw9_ob_contract_type
134,iw9_login_reward_faketime
134,iw9_ob_activity_type
135,iw9_battlepass_revoke_flags
135,iw9_cohort_reward_division_index
135,iw9_ob_zombie_kill_bitfield2
136,iw9_cohort_reward_ae_id
136,iw9_ob_interact_bitfield2
137,iw9_in_prematch
138,iw9_assist_recommended_weapon_list
138,iw9_faction_id
139,iw9_reputation
140,iw9_game_flags_cmd
141,iw9_game_flags_bitfield1
142,iw9_game_flags_bitfield2
143,iw9_kills_since_reload
143,iw9_playlist_version
144,iw9_s5_team
145,iw9_loot_id_1
146,iw9_jup_ob_enemy_type
146,iw9_zm_purchase_source
147,iw9_kills_since_trigger_held
147,iw9_zm_pack_a_punch_lvl
148,iw9_battlemap_batch_spend
148,iw9_is_killstreak
149,iw9_enemy_type_bitfield2
150,iw9_loot_sold
151,iw9_essence_extracted
152,iw9_no_damage_kill_chain
153,iw9_kill_bitfield3
155,iw9_critical_kill_chain
156,iw9_ftue_video_reward_index
157,iw9_match_id
165,iw9_leagueplay_league_id
166,iw9_leagueplay_match_result
167,iw9_leagueplay_skill_rating
168,iw9_leagueplay_division
