24468,iw9_firstparty_s3_blackcell_bundle_bnet,3
24466,iw9_firstparty_s3_blackcell_bundle_psn,3
24469,iw9_firstparty_s3_blackcell_bundle_steam,3
24467,iw9_firstparty_s3_blackcell_bundle_xbl,3
30809,iw9_firstparty_s4_blackcell_bundle_bnet,4
30807,iw9_firstparty_s4_blackcell_bundle_psn,4
30810,iw9_firstparty_s4_blackcell_bundle_steam,4
30808,iw9_firstparty_s4_blackcell_bundle_xbl,4
35461,iw9_firstparty_s5_blackcell_bundle_bnet,5
35459,iw9_firstparty_s5_blackcell_bundle_psn,5
35462,iw9_firstparty_s5_blackcell_bundle_steam,5
35460,iw9_firstparty_s5_blackcell_bundle_xbl,5
43706,iw9_firstparty_s6_blackcell_bundle_bnet,6
45469,iw9_blackcell_season_6_sentinel,6
43704,iw9_firstparty_s6_blackcell_bundle_psn,6
43707,iw9_firstparty_s6_blackcell_bundle_steam,6
43705,iw9_firstparty_s6_blackcell_bundle_xbl,6
45469,iw9_blackcell_season_6_sentinel,6
