KILLSTREAKS/NONE,0
KILLSTREAKS/AIR_SPACE_TOO_CROWDED,0
KILLSTREAKS/AIR_SPACE_TOO_CROWDED_AREA,0
KILLSTREAKS/COMPANION_ALREADY_EXISTS,0
KILLSTREAKS/MAX_FRIENDLY_COUNTER_UAV,0
KILLSTREAKS/MAX_FRIENDLY_WHEELSON,0
KILLSTREAKS/MAX_FRIENDLY_CHOPPER_GUNNER,0
KILLSTREAKS/MAX_FRIENDLY_VTOL_JET,0
KILLSTREAKS/MAX_AIRDROPS,0
KILLSTREAKS/UNAVAILABLE,0
KILLSTREAKS/UNAVAILABLE_FOR_N,0
KILLSTREAKS/UNAVAILABLE_WHEN_JAMMED,0
KILLSTREAKS/UNAVAILABLE_USING_TURRET,0
KILLSTREAKS/INVALID_POINT,0
KILLSTREAKS/UNAVAILABLE_IN_LEVEL,0
KILLSTREAKS/TOO_MANY_VEHICLES,0
KILLSTREAKS/TOO_MANY_MISSILE_TURRETS,0
KILLSTREAKS/TOO_MANY_MISSILE_TURRETS_PLAYER,0
KILLSTREAKS/NOT_ENOUGH_SPACE,0
KILLSTREAKS/NUKE_ALREADY_INBOUND,0
KILLSTREAKS/FRIENDLY_TACTICAL_NUKE,0
KILLSTREAKS/AGENT_MAX,0
KILLSTREAKS/SUPPORT_NO_WRAP,0
KILLSTREAKS/CANNOT_BE_USED,0
KILLSTREAKS/CANNOT_BE_USED_OUTOFBOUNDS,0
KILLSTREAKS/CANNOT_BE_USED_WATER,0
EQUIPMENT/ARMAMENT_CANNOT_BE_USED,0
EQUIPMENT/ARMAMENT_CANNOT_BE_USED_OUTOFBOUNDS,0
EQUIPMENT/ARMAMENT_CANNOT_BE_USED_WATER,0
KILLSTREAKS/CANNOT_BE_PLACED,0
KILLSTREAKS/CANNOT_BE_PLACED_AIR,0
KILLSTREAKS/CANNOT_BE_PLACED_PLAYER,0
KILLSTREAKS/CANNOT_BE_PLACED_VERTICAL,0
KILLSTREAKS/CANNOT_BE_PICKED_UP,0
KILLSTREAKS/CANNOT_BE_PICKED_UP_WATER,0
KILLSTREAKS/CANNOT_SWITCH,0
KILLSTREAKS/CANNOT_RECONNECT,0
KILLSTREAKS/PLACEMENT_CANCELED,0
KILLSTREAKS/PLACEMENT_CANCELED_WATER,0
KILLSTREAKS/JUGG_CANNOT_BE_USED,0
KILLSTREAKS/JUGG_CANNOT_BE_PICKED_UP,0
KILLSTREAKS/JUGG_CANNOT_BECOME,0
KILLSTREAKS/TURRET_DYING,0
KILLSTREAKS/VEHICLE_REFUND_KILLSTREAK,0
KILLSTREAKS/BLOCKED_REFUND_KILLSTREAK,0
KILLSTREAKS/SWITCHBLADE_DRONE_CANNOT_BE_USED,0
