tagReject,nodmz,100,,
tagReject,nodrop,100,,
rollChance,ammo,2,,
rollChance,weapon,3,,
rollChance,plate_carrier,3,,
rollChance,valuable,5,,
item,brloot_ammo_12g,15,,
item,brloot_ammo_50cal,23,,
item,brloot_ammo_762,30,,
item,brloot_ammo_919,23,,
item,brloot_ammo_rocket,9,,
tagChance,0&weapon,50,,
tagChance,1&weapon,70,,
tagChance,2&weapon,25,,
tagChance,3&weapon,6,,
tagChance,4&weapon,1,,
item,brloot_plate_carrier_2,40,,
item,brloot_plate_carrier_3,10,,
item,brloot_valuable_bandage,100,,
item,brloot_health_ifak,70,,
item,brloot_health_afak,50,,
item,brloot_health_med_bag,20,,
item,brloot_valuable_thumb_drive,20,,
item,brloot_valuable_gunoil,60,,
item,brloot_valuable_folder,60,,
item,brloot_valuable_folder_sensitive,40,,
item,brloot_valuable_folder_classified,10,,
item,brloot_valuable_mre,60,,
reqAdd,ammo,2,0,100
reqAdd,,1,0,100
reqAdd,valuable,1,0,50
reqAdd,weapon,1,0,50
reqAdd,plate_carrier,1,0,10
