1,intro_mp_western_wyatt_default,wyatt_western,OPERATORS/DEFAULT_OPERATOR_LOOT,,100,1,,ui_default_white,1,OPERATORS/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah
2,intro_mp_western_spetsnaz_default,spetsnaz_eastern,OPERATORS/DEFAULT_OPERATOR_LOOT,,200,0,,ui_default_white,1,OPERATORS/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah
3,intro_mp_western_murphy_default,murphy_western,OPERATORS/DEFAULT_OPERATOR_LOOT,,500,0,,ui_default_white,2,OPERATORS/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah
4,intro_mp_western_dday_default,dday_western,OPERATORS/DEFAULT_OPERATOR_LOOT,,300,1,,ui_default_white,1,OPERATORS/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah
5,intro_mp_western_charly_default,charly_western,OPERATORS/DEFAULT_OPERATOR_LOOT,,800,0,,ui_default_white,3,OPERATORS/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah
6,intro_mp_western_alice_default,alice_western,OPERATORS/DEFAULT_OPERATOR_LOOT,,100,1,,ui_default_white,4,OPERATORS/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah
7,intro_mp_eastern_syd_default,syd_eastern,OPERATORS/DEFAULT_OPERATOR_LOOT,,200,0,,ui_default_white,1,OPERATORS/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah
8,intro_mp_eastern_bale_default,bale_eastern,OPERATORS/DEFAULT_OPERATOR_LOOT,,500,0,,ui_default_white,1,OPERATORS/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah
9,intro_mp_western_domino_default,domino_western,OPERATORS/DEFAULT_OPERATOR_LOOT,,300,1,,ui_default_white,2,OPERATORS/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah
10,intro_mp_western_otter_default,otter_western,OPERATORS/DEFAULT_OPERATOR_LOOT,,800,0,,ui_default_white,3,OPERATORS/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah
11,intro_mp_western_quin_default,quin_western,OPERATORS/DEFAULT_OPERATOR_LOOT,,100,1,,ui_default_white,4,OPERATORS/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah
12,intro_mp_western_kato_default,kato_western,OPERATORS/DEFAULT_OPERATOR_LOOT,,200,0,,ui_default_white,1,OPERATORS/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah
13,intro_mp_western_zedra_default,zedra_western,OPERATORS/DEFAULT_OPERATOR_LOOT,,500,0,,ui_default_white,1,OPERATORS/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah
14,intro_mp_western_golem_default,golem_western,OPERATORS/DEFAULT_OPERATOR_LOOT,,300,1,,ui_default_white,2,OPERATORS/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah
15,intro_mp_western_farah_default,farah_western,OPERATORS/DEFAULT_OPERATOR_LOOT,,800,0,,ui_default_white,1,OPERATORS/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah
16,intro_mp_western_ghost_default,ghost_western,OPERATORS/DEFAULT_OPERATOR_LOOT,,100,1,,ui_default_white,3,OPERATORS/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah
17,intro_mp_western_lynch_default,lynch_western,OPERATORS/DEFAULT_OPERATOR_LOOT,,200,0,,ui_default_white,4,OPERATORS/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah
18,intro_mp_western_hooper_default,hooper_western,OPERATORS/DEFAULT_OPERATOR_LOOT,,500,0,,ui_default_white,1,OPERATORS/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah
19,intro_mp_eastern_stohli_default,stohli_eastern,OPERATORS/DEFAULT_OPERATOR_LOOT,,300,1,,ui_default_white,1,OPERATORS/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah
20,intro_mp_eastern_rodion_default,rodion_eastern,OPERATORS/DEFAULT_OPERATOR_LOOT,,800,0,,ui_default_white,2,OPERATORS/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah
21,intro_mp_eastern_trigg_default,trigg_eastern,OPERATORS/DEFAULT_OPERATOR_LOOT,,100,1,,ui_default_white,3,OPERATORS/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah
22,intro_mp_eastern_grinch_default,grinch_eastern,OPERATORS/DEFAULT_OPERATOR_LOOT,,200,0,,ui_default_white,4,OPERATORS/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah
23,intro_mp_eastern_iskra_default,iskra_eastern,OPERATORS/DEFAULT_OPERATOR_LOOT,,500,0,,ui_default_white,1,OPERATORS/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah
24,intro_mp_eastern_yegor_default,yegor_eastern,OPERATORS/DEFAULT_OPERATOR_LOOT,,300,1,,ui_default_white,1,OPERATORS/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah
25,intro_mp_eastern_kreuger_default,kreuger_eastern,OPERATORS/DEFAULT_OPERATOR_LOOT,,800,0,,ui_default_white,2,OPERATORS/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah
26,intro_mp_eastern_dingo_default,dingo_eastern,OPERATORS/DEFAULT_OPERATOR_LOOT,,100,1,,ui_default_white,1,OPERATORS/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah
27,intro_mp_eastern_azur_default,azur_eastern,OPERATORS/DEFAULT_OPERATOR_LOOT,,200,0,,ui_default_white,3,OPERATORS/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah
28,intro_mp_eastern_yolandi_default,yolandi_eastern,OPERATORS/DEFAULT_OPERATOR_LOOT,,500,0,,ui_default_white,4,OPERATORS/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah
29,intro_mp_eastern_zane_default,zane_eastern,OPERATORS/DEFAULT_OPERATOR_LOOT,,300,1,,ui_default_white,1,OPERATORS/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah
30,intro_mp_eastern_minotavr_default,minotavr_eastern,OPERATORS/DEFAULT_OPERATOR_LOOT,,800,0,,ui_default_white,1,OPERATORS/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah
31,intro_mp_western_raines_default,raines_western,OPERATORS/DEFAULT_OPERATOR_LOOT,,200,0,,ui_default_white,4,OPERATORS/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah
