22218,jup_daily_br_ch_selfrevive,CHALLENGE/BR_DAILY_JUP_SELFREVIVE,CHALLENGE/BR_DAILY_JUP_SELFREVIVE_DESC,3,2500,,1,,,,,1,,,0
22209,jup_daily_br_ch_contracts,CHALLENGE/BR_DAILY_MISSION_FOCUSED,CHALLENGE/BR_DAILY_MISSION_FOCUSED_DESC,4,2500,,1,,,,,2,,,0
22135,jup_daily_br_ch_assists,CHALLENGE/DAILY_ASSISTER,CHALLENGE/DAILY_ASSISTER_DESC,10,2500,,1,,,,,3,,,0
21415,jup_daily_br_ch_kills,CHALLENGE/BR_DAILY_BONUS_ANY_KILLS,CHALLENGE/BR_DAILY_BONUS_ANY_KILLS_DESC,5,2500,,1,,,,,4,,,0
21422,jup_daily_br_ch_loot_cache,CHALLENGE/BR_DAILY_LOOT_CACHES,CHALLENGE/BR_DAILY_LOOT_CACHES_DESC,10,2500,,1,,,,,5,,,0
21416,jup_daily_br_ch_kills_ar,CHALLENGE/BR_DAILY_AR_MATCH_KILLS,CHALLENGE/BR_DAILY_AR_MATCH_KILLS_DESC,2,2500,,2,,,,,1,,,0
21417,jup_daily_br_ch_kills_br,CHALLENGE/P2_WEAPON_KILLS_BATTLE_RIFLE,CHALLENGE/P2_WEAPON_KILLS_BATTLE_RIFLE_DESC,2,2500,,2,,,,,2,,,0
22179,jup_daily_br_ch_kills_dmr,CHALLENGE/BR_DAILY_DMR_MATCH_KILLS,CHALLENGE/BR_DAILY_DMR_MATCH_KILLS_DESC,2,2500,,2,,,,,3,,,0
22143,jup_daily_br_ch_kills_lmg,CHALLENGE/BR_DAILY_LMG_MATCH_KILLS,CHALLENGE/BR_DAILY_LMG_MATCH_KILLS_DESC,2,2500,,2,,,,,4,,,0
22215,jup_daily_br_ch_kills_shg,CHALLENGE/BR_DAILY_SHOTGUN_MATCH_KILLS,CHALLENGE/BR_DAILY_SHOTGUN_MATCH_KILLS_DESC,2,2500,,2,,,,,5,,,0
21418,jup_daily_br_ch_kills_smg,CHALLENGE/BR_DAILY_SMG_MATCH_KILLS,CHALLENGE/BR_DAILY_SMG_MATCH_KILLS_DESC,2,2500,,2,,,,,6,,,0
21419,jup_daily_br_ch_kills_sniper,CHALLENGE/BR_DAILY_SNIPER_MATCH_KILLS,CHALLENGE/BR_DAILY_SNIPER_MATCH_KILLS_DESC,2,2500,,2,,,,,7,,,0
22180,jup_daily_br_ch_placement,JUP_CHALLENGE/JUP_BR_DAILY_BEST_OF_THE_BEST,JUP_CHALLENGE/JUP_BR_DAILY_BEST_OF_THE_BEST_DESC,1,2500,,3,,,,,1,,,0
22208,jup_daily_br_ch_caregiver,CHALLENGE/BR_DAILY_CAREGIVER,CHALLENGE/BR_DAILY_CAREGIVER_DESC,3,2500,,3,,,,,2,,,0
22211,jup_daily_br_ch_philanthropist,CHALLENGE/BR_DAILY_PHILANTHROPIST,CHALLENGE/BR_DAILY_PHILANTHROPIST_DESC,3,2500,,3,,,,,3,,,0
22212,jup_daily_br_ch_kills_lethals,CHALLENGE/DAILY_P1_GENERAL_KILLS_LETHAL,CHALLENGE/DAILY_P1_GENERAL_KILLS_LETHAL_DESC,2,2500,,3,,,,,4,,,0
22216,jup_daily_br_ch_kills_looted,CHALLENGE/P5_LONGER_KILLS_LOOTED_WEAPON,CHALLENGE/P5_LONGER_KILLS_LOOTED_WEAPON_DESC,2,2500,,3,,,,,5,,,0
23341,jup_daily_br_ch_kills_from_vehicle,JUP_CHALLENGE/JUP_BR_DAILY_KILL_FROM_VEHICLE,JUP_CHALLENGE/JUP_BR_DAILY_KILL_FROM_VEHICLE_DESC,5,2500,,3,,,,,6,,,0
23342,jup_daily_br_ch_kill_enemy_vehicle,JUP_CHALLENGE/JUP_BR_DAILY_KILL_VEHICLE,JUP_CHALLENGE/JUP_BR_DAILY_KILL_VEHICLE_DESC,5,2500,,3,,,,,7,,,0
21715,jup_daily_br_ch_bonus,,,1,,,4,,,,,1,,,0
