rand_pistol,jup_jp14_pi_rsierra12,0,0,,,,1,1,0
rand_pistol,jup_jp12_pi_mike93,0,0,,,,1,1,0
rand_pistol,jup_jp07_pi_uzulum,0,0,,,,1,1,0
rand_smg,jup_jp02_sm_scharlie3,0,0,,,,1,1,0
rand_smg,jup_jp04_sm_lwhiskey,0,0,,,,1,1,0
rand_smg,jup_jp04_sm_umike,0,0,,,,1,1,0
rand_smg,jup_jp07_sm_uzulup,0,0,,,,1,1,0
rand_assault,jup_jp01_ar_golf36,0,0,,,,1,1,0
rand_assault,jup_jp02_ar_bromeo805,0,0,,,,1,1,0
rand_assault,jup_jp19_ar_acharlie,0,0,,,,1,1,0
rand_dmr,jup_jp01_dm_slima8,0,0,,,,1,1,0
rand_dmr,jup_jp13_dm_svictork,0,0,,,,1,1,0
rand_sniper,jup_jp13_sn_svictor,0,0,,,,1,1,0
rand_lmg,jup_jp01_lm_mgolf36,0,0,,,,1,1,0
rand_lmg,jup_jp06_lm_pkilop,0,0,,,,1,1,0
rand_shotgun,jup_jp16_sh_recho870,0,0,,,,1,1,0
rand_battle_rifle,jup_jp02_br_bromeo2,0,0,,,,1,1,0
rand_battle_rifle,jup_jp19_br_acharlie450,0,0,,,,1,1,0
rand_shotgun,jup_jp16_sh_recho870,0,0,,,,1,1,0
rand_knife_end,jup_jp23_me_knife,0,0,,,,1,1,0
