saba_airport,28983.9,-26252.4,367.72,0.0,204.55,0.0,cspf_0_auto26,cspf_0_auto25,dmz_squadSpawnPoint,,,,,,,,0,
saba_airport,28852.1,-26326.7,367.94,0.0,203.19,0.0,cspf_0_auto25,,dmz_squadSpawnPoint,,,,,,,,1,
saba_airport,29111.1,-26199.7,367.72,0.0,209.04,0.0,,cspf_0_auto26,dmz_squadSpawnPoint,,,,,,,,2,
saba_airport,39394.4,-36739.3,229.48,0.0,180.5,0.0,cspf_0_auto32,cspf_0_auto33,dmz_squadSpawnPoint,,,,,,,,3,
saba_airport,39237.6,-36795.4,232.39,0.0,180.51,0.0,cspf_0_auto33,,dmz_squadSpawnPoint,,,,,,,,4,
saba_airport,39544.6,-36670.5,234.35,0.0,180.51,0.0,,cspf_0_auto32,dmz_squadSpawnPoint,,,,,,,,5,
saba_caves,-20562.0,1329.0,1569.05,0.0,201.0,0.0,,,dmz_squadSpawnPoint,,,,,,,,6,
saba_caves,-30844.0,11137.0,1746.1,0.0,271.0,0.0,,,dmz_squadSpawnPoint,,,,,,,,7,
saba_caves,-26913.0,-8356.0,2036.67,0.0,91.0,0.0,,,dmz_squadSpawnPoint,,,,,,,,8,
saba_caves,-23644.0,-4452.0,2046.75,0.0,95.1,0.0,,,dmz_squadSpawnPoint,,,,,,,,9,
saba_exhume,-55614.2,12923.9,1940.61,0.0,357.36,0.0,,,dmz_squadSpawnPoint,,,,,,,,10,
saba_exhume,-49414.5,25108.0,2471.85,0.0,316.65,0.0,,,dmz_squadSpawnPoint,,,,,,,,11,
saba_exhume,-47369.0,3966.5,828.5,0.0,105.0,0.0,,,dmz_squadSpawnPoint,,,,,,,,12,
saba_exhume,-55808.7,5175.09,1075.11,0.0,356.65,0.0,,cspf_0_auto175,dmz_squadSpawnPoint,,,,,,,,13,
saba_exhume,-55863.5,5351.84,1086.23,0.0,338.65,0.0,cspf_0_auto176,,dmz_squadSpawnPoint,,,,,,,,14,
saba_exhume,-55877.9,5029.17,1049.64,0.0,6.65,0.0,cspf_0_auto175,cspf_0_auto176,dmz_squadSpawnPoint,,,,,,,,15,
saba_exhume,-43786.7,2877.8,673.12,0.0,154.65,0.0,,cspf_0_auto182,dmz_squadSpawnPoint,,,,,,,,16,
saba_exhume,-43924.1,2765.39,691.19,0.0,136.65,0.0,cspf_0_auto183,,dmz_squadSpawnPoint,,,,,,,,17,
saba_exhume,-43777.9,3043.17,679.25,0.0,164.65,0.0,cspf_0_auto182,cspf_0_auto183,dmz_squadSpawnPoint,,,,,,,,18,
saba_fort,14660.5,-58749.5,157.79,0.0,64.98,0.0,,,dmz_squadSpawnPoint,,,,,,,,19,
saba_fort,9420.0,-47657.5,603.97,0.0,303.9,0.0,,,dmz_squadSpawnPoint,,,,,,,,20,
saba_fort,20308.0,-58134.0,584.0,0.0,113.17,0.0,,,dmz_squadSpawnPoint,,,,,,,,21,
saba_hydro,-14701.0,17554.0,-255.0,0.0,299.0,0.0,,,dmz_squadSpawnPoint,,,,,,,,22,
saba_hydro,-18310.0,3247.0,1230.0,0.0,44.45,0.0,,,dmz_squadSpawnPoint,,,,,,,,23,
saba_hydro,-15852.0,1434.0,565.0,0.0,50.0,0.0,,,dmz_squadSpawnPoint,,,,,,,,24,
saba_hydro,408.0,12361.0,350.0,0.0,162.0,0.0,,,dmz_squadSpawnPoint,,,,,,,,25,
saba_hydro,-22047.0,10463.0,1125.0,0.0,357.0,0.0,,,dmz_squadSpawnPoint,,,,,,,,26,
saba_hydro,-13594.0,-205.0,962.0,0.0,54.0,0.0,,,dmz_squadSpawnPoint,,,,,,,,27,
saba_lone,-37409.0,-26712.5,300.5,0.0,133.49,0.0,,,dmz_squadSpawnPoint,,,,,,,,28,
saba_marshland,9937.45,-5204.1,902.33,0.0,43.2,0.0,cspf_0_auto129,cspf_0_auto130,dmz_squadSpawnPoint,,,,,,,,29,
saba_marshland,10230.7,-5433.5,881.59,0.0,54.8,0.0,cspf_0_auto130,,dmz_squadSpawnPoint,,,,,,,,30,
saba_marshland,29976.6,5650.72,258.19,0.0,266.3,0.0,cspf_0_auto144,cspf_0_auto143,dmz_squadSpawnPoint,,,,,,,,31,
saba_marshland,30310.0,5696.82,260.03,0.0,269.9,0.0,cspf_0_auto143,,dmz_squadSpawnPoint,,,,,,,,32,
saba_marshland,30155.0,5580.0,269.3,0.0,256.5,0.0,,cspf_0_auto144,dmz_squadSpawnPoint,,,,,,,,33,
saba_marshland,8350.78,7635.15,428.07,0.0,330.1,0.0,cspf_0_auto151,cspf_0_auto150,dmz_squadSpawnPoint,,,,,,,,34,
saba_marshland,8478.62,7921.65,432.44,0.0,333.7,0.0,cspf_0_auto150,,dmz_squadSpawnPoint,,,,,,,,35,
saba_marshland,8483.0,7747.0,425.44,0.0,320.3,0.0,,cspf_0_auto151,dmz_squadSpawnPoint,,,,,,,,36,
saba_marshland,10130.0,-5218.0,890.1,0.0,60.0,0.0,,cspf_0_auto129,dmz_squadSpawnPoint,,,,,,,,37,
None,13007.2,47522.6,583.28,0.0,276.06,0.0,,cspf_0_auto234,dmz_squadSpawnPoint_GLOuterEdge1,,,,,,,,38,4
None,-11400.9,55802.4,370.09,0.0,302.06,0.0,,cspf_0_auto15162,dmz_squadSpawnPoint_GLOuterEdge1,,,,,,,,39,3
None,25955.1,7981.27,174.79,0.0,176.9,0.0,,cspf_0_auto15169,dmz_squadSpawnPoint_GLOuterEdge1,,,,,,,,40,11
None,-25349.8,-30204.9,256.75,0.0,40.39,0.0,,cspf_0_auto15176,dmz_squadSpawnPoint_GLOuterEdge1,,,,,,,,41,16
None,-43827.6,18950.7,347.05,0.0,346.38,0.0,,cspf_0_auto15184,dmz_squadSpawnPoint_GLOuterEdge1,,,,,,,,42,2
None,-54992.0,11491.7,1942.02,359.89,29.0,0.14,,cspf_0_auto15190,dmz_squadSpawnPoint_GLOuterEdge1,,,,,,,,43,1
None,-55202.4,-24779.9,262.03,0.0,28.98,0.0,,cspf_0_auto15197,dmz_squadSpawnPoint_GLOuterEdge1,,,,,,,,44,17
None,-50540.7,-3633.16,226.22,0.0,53.64,0.0,,cspf_0_auto15205,dmz_squadSpawnPoint_GLOuterEdge1,,,,,,,,45,19
None,39436.3,-38143.2,253.51,0.0,130.84,0.0,,cspf_0_auto15211,dmz_squadSpawnPoint_GLOuterEdge1,,,,,,,,46,9
None,-32603.1,-53902.0,163.53,0.0,64.83,0.0,,cspf_0_auto15218,dmz_squadSpawnPoint_GLOuterEdge1,,,,,,,,47,14
None,22507.3,-42902.5,593.71,0.0,124.92,0.0,,cspf_0_auto15225,dmz_squadSpawnPoint_GLOuterEdge1,,,,,,,,48,10
None,-16843.4,-55098.1,407.2,0.0,61.1,0.0,,cspf_0_auto15232,dmz_squadSpawnPoint_GLOuterEdge1,,,,,,,,49,13
None,2560.66,-51631.3,269.25,0.0,94.24,0.0,,cspf_0_auto15240,dmz_squadSpawnPoint_GLOuterEdge1,,,,,,,,50,12
None,-35104.4,-39188.3,153.14,0.0,19.88,0.0,,cspf_0_auto15246,dmz_squadSpawnPoint_GLOuterEdge1,,,,,,,,51,15
None,28009.7,-22584.0,660.0,0.0,149.13,0.0,,cspf_0_auto15253,dmz_squadSpawnPoint_GLOuterEdge1,,,,,,,,52,21
None,46485.2,-8148.81,756.97,1.54,193.18,-1.23,,cspf_0_auto15261,dmz_squadSpawnPoint_GLOuterEdge1,,,,,,,,53,8
None,-909.25,32032.0,532.41,0.0,294.51,0.0,,cspf_0_auto15267,dmz_squadSpawnPoint_GLOuterEdge1,,,,,,,,54,18
None,26342.2,37793.7,1161.1,0.0,236.51,0.0,,cspf_0_auto15274,dmz_squadSpawnPoint_GLOuterEdge1,,,,,,,,55,5
None,-24991.9,51998.3,5.57,0.0,281.22,0.0,,cspf_0_auto15281,dmz_squadSpawnPoint_GLOuterEdge1,,,,,,,,56,20
None,37023.6,8237.24,772.99,0.0,183.69,0.0,,cspf_0_auto15288,dmz_squadSpawnPoint_GLOuterEdge1,,,,,,,,57,7
None,34101.5,23206.6,289.31,0.0,254.86,0.0,,cspf_0_auto15297,dmz_squadSpawnPoint_GLOuterEdge2,,,,,,,,58,6
saba_mtntwn,21514.0,-23472.0,1251.23,0.0,135.85,0.0,,,dmz_squadSpawnPoint,,,,,320,,,59,
saba_mtntwn,30946.0,-12456.0,795.23,0.0,195.85,0.0,,,dmz_squadSpawnPoint,,,,,320,,,60,
saba_mtntwn,8698.0,-20464.0,2131.23,0.0,15.85,0.0,,,dmz_squadSpawnPoint,,,,,320,,,61,
saba_mtntwn,21434.0,-5720.0,659.23,0.0,240.85,0.0,,,dmz_squadSpawnPoint,,,,,320,,,62,
