setchancecol,mp/loot/core/gwai/lootset_root.csv,2,,#root,,# column 0 is "Item"/"chance" etc, column 1 is the name, so first weight is in column 2
setchancecol,mp/loot/core/gwai/lootset_global.csv,3,,#globals,,
setchancecol,mp/loot/core/gwai/lootset_cache_base.csv,4,,#cache_base,,
setchancecol,mp/loot/core/gwai/lootset_cache_lege.csv,5,,#cache_lege,,
setchancecol,mp/loot/core/gwai/lootset_agent_backpack.csv,6,,#agent_backpack,,
Central Control,,,,,,
chance,ammo,,50,2,2,0
chance,health,,25,31,31,0
chance,plunder,,0,2,2,0
chance,killstreak,,0,3,3,0
chance,lethal,,25,13,13,0
chance,tactical,,25,13,13,0
chance,super,,3,20,20,0
chance,weapon,,50,7,7,0
chance,gear,,10,4,4,0
chance,revive,,0,4,4,0
chance,tablet,,0,0,0,0
chance,keycard,,0,3,4,0
chance,valuable,,0,0,0,0
chance,key,,0,0,0,0
item,brloot_ammo_12g,,15,15,15,0
item,brloot_ammo_50cal,,23,23,23,0
item,brloot_ammo_762,,30,30,30,0
item,brloot_ammo_919,,23,23,23,0
item,brloot_ammo_rocket,,9,9,9,0
item,brloot_equip_gasmask,,0,45,45,0
item,brloot_equip_gasmask_durable,,0,10,10,0
item,brloot_plate_pouch,,100,45,45,0
item,brloot_self_revive,,100,100,100,0
rarity,0_lethal,,50,45,45,0
rarity,1_lethal,,30,30,30,0
rarity,2_lethal,,20,20,20,0
rarity,3_lethal,,0,10,10,0
rarity,4_lethal,,0,5,5,0
rarity,0_tactical,,50,45,45,0
rarity,1_tactical,,30,30,30,0
rarity,2_tactical,,20,20,20,0
rarity,3_tactical,,0,10,10,0
rarity,4_tactical,,0,5,5,0
rarity,0_super,,25,0,0,0
rarity,1_super,,40,0,0,0
rarity,2_super,,35,40,40,0
rarity,3_super,,0,40,40,0
rarity,4_super,,0,20,20,0
item,brloot_offhand_advancedsupplydrop,,0,0,0,0
item,brloot_plunder_extract,,0,0,0,0
item,brloot_offhand_advancedvehicledrop,,0,0,0,0
item,brloot_balloon_extract,,0,0,0,0
rarity,0_weapon,,55,0,0,0
rarity,1_weapon,,45,55,50,0
rarity,2_weapon,,0,45,45,0
rarity,3_weapon,,0,0,5,0
rarity,4_weapon,,0,0,0,0
item,brloot_weapon_la_mike32_lege,,0,0,0,0
item,brloot_weapon_lm_dblmg_lege,,0,0,0,0
item,brloot_weapon_bp_reward_sm_mpapa7_lege,,0,0,0,0
rarity,0_health,,0,0,0,0
rarity,1_health,,0,0,0,0
rarity,2_health,,100,70,50,0
rarity,3_health,,0,25,30,0
rarity,4_health,,0,5,10,0
item,brloot_plunder_cash_common_1,,0,0,0,0
item,brloot_plunder_cash_uncommon_1,,0,0,0,0
item,brloot_plunder_cash_uncommon_2,,0,20,0,0
item,brloot_plunder_cash_uncommon_3,,0,12,40,0
item,brloot_plunder_cash_rare_1,,0,8,30,0
item,brloot_plunder_cash_rare_2,,0,0,20,0
item,brloot_plunder_cash_epic_1,,0,0,10,0
item,brloot_plunder_cash_epic_2,,0,0,5,0
item,brloot_plunder_cash_legendary_1,,0,0,0,0
rarity,0_killstreak,,20,20,0,0
rarity,1_killstreak,,20,20,0,0
rarity,2_killstreak,,20,20,0,0
rarity,3_killstreak,,20,20,50,0
rarity,4_killstreak,,20,20,50,0
item,brloot_killstreak_circle_peek,,0,0,0,0
item,brloot_assassination_tablet,,0,20,20,0
item,brloot_domination_tablet,,0,20,20,0
item,brloot_scavenger_tablet,,0,20,20,0
item,brloot_timedrun_tablet,,0,20,20,0
item,brloot_vip_tablet,,0,20,20,0
item,brloot_access_card_blue,,0,0,0,0
item,brloot_access_card_green,,0,0,0,0
item,brloot_access_card_red,,0,1,1,0
item,brloot_access_card_blue_stadium_parking,,0,0,0,0
item,brloot_access_card_blue_stadium_executive,,0,0,0,0
item,brloot_access_card_blue_stadium_concourse,,0,0,0,0
item,brloot_valuable_harddrive,,1,1,1,0
item,loot_key_fortress,,0,1,1,0
item,loot_key_quarry_storage,,0,0,0,0
item,loot_key_quarry_office,,0,0,0,0
item,loot_key_quarry_control,,0,0,0,0
item,loot_key_fortress_interior,,0,1,1,0
item,loot_multi_key_fortress,,0,1,1,0
