39966,psn,43553,#attachment,#jup_cp01_sm_coscar635_rec_v106,#jup_firstparty_entitlement_mw3_crossgen_po_pack01_psn
39966,xbl,,#attachment,#jup_cp01_sm_coscar635_rec_v106,#
39966,bnet,,#attachment,#jup_cp01_sm_coscar635_rec_v106,#
39966,steam,,#attachment,#jup_cp01_sm_coscar635_rec_v106,#
39976,psn,43553,#attachment,#jup_cp01_sm_coscar635_bar_v106,#jup_firstparty_entitlement_mw3_crossgen_po_pack01_psn
39976,xbl,,#attachment,#jup_cp01_sm_coscar635_bar_v106,#
39976,bnet,,#attachment,#jup_cp01_sm_coscar635_bar_v106,#
39976,steam,,#attachment,#jup_cp01_sm_coscar635_bar_v106,#
39988,psn,43553,#attachment,#jup_cp01_sm_coscar635_stockno_v106,#jup_firstparty_entitlement_mw3_crossgen_po_pack01_psn
39988,xbl,,#attachment,#jup_cp01_sm_coscar635_stockno_v106,#
39988,bnet,,#attachment,#jup_cp01_sm_coscar635_stockno_v106,#
39988,steam,,#attachment,#jup_cp01_sm_coscar635_stockno_v106,#
40002,psn,43553,#attachment,#jup_cp01_sm_coscar635_mag_20_9mm_v106,#jup_firstparty_entitlement_mw3_crossgen_po_pack01_psn
40002,xbl,,#attachment,#jup_cp01_sm_coscar635_mag_20_9mm_v106,#
40002,bnet,,#attachment,#jup_cp01_sm_coscar635_mag_20_9mm_v106,#
40002,steam,,#attachment,#jup_cp01_sm_coscar635_mag_20_9mm_v106,#
42474,psn,43553,#attachment,#jup_cp01_sm_coscar635_minireflex_v106,#jup_firstparty_entitlement_mw3_crossgen_po_pack01_psn
42474,xbl,,#attachment,#jup_cp01_sm_coscar635_minireflex_v106,#
42474,bnet,,#attachment,#jup_cp01_sm_coscar635_minireflex_v106,#
42474,steam,,#attachment,#jup_cp01_sm_coscar635_minireflex_v106,#
42480,psn,43553,#attachment,#jup_cp01_sm_coscar635_modifier_v106,#jup_firstparty_entitlement_mw3_crossgen_po_pack01_psn
42480,xbl,,#attachment,#jup_cp01_sm_coscar635_modifier_v106,#
42480,bnet,,#attachment,#jup_cp01_sm_coscar635_modifier_v106,#
42480,steam,,#attachment,#jup_cp01_sm_coscar635_modifier_v106,#
42487,psn,43553,#attachment,#jup_cp01_sm_coscar635_silencer_v106,#jup_firstparty_entitlement_mw3_crossgen_po_pack01_psn
42487,xbl,,#attachment,#jup_cp01_sm_coscar635_silencer_v106,#
42487,bnet,,#attachment,#jup_cp01_sm_coscar635_silencer_v106,#
42487,steam,,#attachment,#jup_cp01_sm_coscar635_silencer_v106,#
40048,psn,43553,#attachment,#jup_cp01_sm_coscar635_pgrip_skelass_v106,#jup_firstparty_entitlement_mw3_crossgen_po_pack01_psn
40048,xbl,,#attachment,#jup_cp01_sm_coscar635_pgrip_skelass_v106,#
40048,bnet,,#attachment,#jup_cp01_sm_coscar635_pgrip_skelass_v106,#
40048,steam,,#attachment,#jup_cp01_sm_coscar635_pgrip_skelass_v106,#
42490,psn,43553,#attachment,#jup_cp01_sm_coscar635_underbarrel_v106,#jup_firstparty_entitlement_mw3_crossgen_po_pack01_psn
42490,xbl,,#attachment,#jup_cp01_sm_coscar635_underbarrel_v106,#
42490,bnet,,#attachment,#jup_cp01_sm_coscar635_underbarrel_v106,#
42490,steam,,#attachment,#jup_cp01_sm_coscar635_underbarrel_v106,#
43577,psn,43553,#attachment,#jup_jp23_me_knife_rec_v103,#jup_firstparty_entitlement_mw3_crossgen_po_pack01_psn
43577,xbl,,#attachment,#jup_jp23_me_knife_rec_v103,#
43577,bnet,,#attachment,#jup_jp23_me_knife_rec_v103,#
43577,steam,,#attachment,#jup_jp23_me_knife_rec_v103,#
22252,psn,43553,#executions,#jup_mp_execution_coscar635_01,#jup_firstparty_entitlement_mw3_crossgen_po_pack01_psn
22252,xbl,,#executions,#jup_mp_execution_coscar635_01,#
22252,bnet,,#executions,#jup_mp_execution_coscar635_01,#
22252,steam,,#executions,#jup_mp_execution_coscar635_01,#
29829,psn,43553,#operator,#jup_mp_lima,#jup_firstparty_entitlement_mw3_crossgen_po_pack01_psn
29829,xbl,,#operator,#jup_mp_lima,#
29829,bnet,,#operator,#jup_mp_lima,#
29829,steam,,#operator,#jup_mp_lima,#
29849,psn,43553,#operator_skin,#jup_mp_lima_skin,#jup_firstparty_entitlement_mw3_crossgen_po_pack01_psn
29849,xbl,,#operator_skin,#jup_mp_lima_skin,#
29849,bnet,,#operator_skin,#jup_mp_lima_skin,#
29849,steam,,#operator_skin,#jup_mp_lima_skin,#
32098,psn,43553,#weapon,#jup_cp01_sm_coscar635_v106,#jup_firstparty_entitlement_mw3_crossgen_po_pack01_psn
32098,xbl,,#weapon,#jup_cp01_sm_coscar635_v106,#
32098,bnet,,#weapon,#jup_cp01_sm_coscar635_v106,#
32098,steam,,#weapon,#jup_cp01_sm_coscar635_v106,#
43673,psn,43553,#weapon,#jup_jp23_me_knife_v103,#jup_firstparty_entitlement_mw3_crossgen_po_pack01_psn
43673,xbl,,#weapon,#jup_jp23_me_knife_v103,#
43673,bnet,,#weapon,#jup_jp23_me_knife_v103,#
43673,steam,,#weapon,#jup_jp23_me_knife_v103,#
10926,psn,11976,#attachment,#acog_ar_mike16_v3,#iw9_firstparty_0001_code_protector_psn
10926,xbl,11977,#attachment,#acog_ar_mike16_v3,#iw9_firstparty_0001_code_protector_xbl
10926,bnet,11978,#attachment,#acog_ar_mike16_v3,#iw9_firstparty_0001_code_protector_bnet
10926,steam,11979,#attachment,#acog_ar_mike16_v3,#iw9_firstparty_0001_code_protector_steam
10626,psn,11976,#attachment,#barrel_ar_mike16_v3,#iw9_firstparty_0001_code_protector_psn
10626,xbl,11977,#attachment,#barrel_ar_mike16_v3,#iw9_firstparty_0001_code_protector_xbl
10626,bnet,11978,#attachment,#barrel_ar_mike16_v3,#iw9_firstparty_0001_code_protector_bnet
10626,steam,11979,#attachment,#barrel_ar_mike16_v3,#iw9_firstparty_0001_code_protector_steam
11012,psn,11976,#attachment,#grip_ar_mike16_v3,#iw9_firstparty_0001_code_protector_psn
11012,xbl,11977,#attachment,#grip_ar_mike16_v3,#iw9_firstparty_0001_code_protector_xbl
11012,bnet,11978,#attachment,#grip_ar_mike16_v3,#iw9_firstparty_0001_code_protector_bnet
11012,steam,11979,#attachment,#grip_ar_mike16_v3,#iw9_firstparty_0001_code_protector_steam
10908,psn,11976,#attachment,#magazine_ar_mike16_v3,#iw9_firstparty_0001_code_protector_psn
10908,xbl,11977,#attachment,#magazine_ar_mike16_v3,#iw9_firstparty_0001_code_protector_xbl
10908,bnet,11978,#attachment,#magazine_ar_mike16_v3,#iw9_firstparty_0001_code_protector_bnet
10908,steam,11979,#attachment,#magazine_ar_mike16_v3,#iw9_firstparty_0001_code_protector_steam
11021,psn,11976,#attachment,#pgrip_ar_mike16_v3,#iw9_firstparty_0001_code_protector_psn
11021,xbl,11977,#attachment,#pgrip_ar_mike16_v3,#iw9_firstparty_0001_code_protector_xbl
11021,bnet,11978,#attachment,#pgrip_ar_mike16_v3,#iw9_firstparty_0001_code_protector_bnet
11021,steam,11979,#attachment,#pgrip_ar_mike16_v3,#iw9_firstparty_0001_code_protector_steam
10591,psn,11976,#attachment,#rec_mike16_v3,#iw9_firstparty_0001_code_protector_psn
