8280,adsKills,0,0,0,0,MP_ACCOLADES/TODO,white
8237,hipfireKills,0,0,0,0,MP_ACCOLADES/TODO,white
8249,lowerRankedKills,0,0,0,0,MP_ACCOLADES/TODO,white
8315,higherRankedKills,0,0,0,0,MP_ACCOLADES/TODO,white
8210,highestRankedKills,0,0,0,0,MP_ACCOLADES/TODO,white
8340,reloads,0,0,0,0,MP_ACCOLADES/TODO,white
8194,weaponPickups,0,0,0,0,MP_ACCOLADES/TODO,white
8225,shotsFired,0,0,0,0,MP_ACCOLADES/TODO,white
8341,classChanges,0,0,0,0,MP_ACCOLADES/TODO,white
8311,headshots,0,0,0,0,MP_ACCOLADES/TODO,white
8332,timeWatchingKillcams,0,0,0,0,MP_ACCOLADES/TODO,white
8309,skippedKillcams,0,0,0,0,MP_ACCOLADES/TODO,white
8213,longestStreak,0,0,0,0,MP_ACCOLADES/TODO,white
8269,mostKills,0,0,0,0,MP_ACCOLADES/TODO,white
8327,leastKills,0,0,0,0,MP_ACCOLADES/TODO,white
8281,mostAssists,0,0,0,0,MP_ACCOLADES/TODO,white
8331,leastAssists,0,0,0,0,MP_ACCOLADES/TODO,white
8243,mostDeaths,0,0,0,0,MP_ACCOLADES/TODO,white
8257,leastDeaths,0,0,0,0,MP_ACCOLADES/TODO,white
8330,suicides,0,0,0,0,MP_ACCOLADES/TODO,white
8308,noKillsWithDeath,0,0,0,0,MP_ACCOLADES/TODO,white
8295,noKillNoDeath,0,0,0,0,MP_ACCOLADES/TODO,white
8279,noKill10Deaths,0,0,0,0,MP_ACCOLADES/TODO,white
8317,mostKillsLeastDeaths,0,0,0,0,MP_ACCOLADES/TODO,white
8242,mostKillsMostHeadshots,0,0,0,0,MP_ACCOLADES/TODO,white
8333,mostKillsLongestStreak,0,0,0,0,MP_ACCOLADES/TODO,white
8301,kills10NoDeaths,0,0,0,0,MP_ACCOLADES/TODO,white
8207,deathsFromBehind,0,0,0,0,MP_ACCOLADES/TODO,white
8260,killsFromBehind,0,0,0,0,MP_ACCOLADES/TODO,white
8342,noDeathsFromBehind,0,0,0,0,MP_ACCOLADES/TODO,white
8212,shortestLife,0,0,0,0,MP_ACCOLADES/TODO,white
8286,longestLife,0,0,0,0,MP_ACCOLADES/TODO,white
8271,damageDealt,0,0,0,0,MP_ACCOLADES/TODO,white
8206,damageTaken,0,0,0,0,MP_ACCOLADES/TODO,white
8216,highestMultikill,0,0,0,0,MP_ACCOLADES/TODO,white
8283,mostMultikills,0,0,0,0,MP_ACCOLADES/TODO,white
8334,revives,0,0,0,0,MP_ACCOLADES/TODO,white
8214,penetrationKills,0,0,0,0,MP_ACCOLADES/TODO,white
8293,revengeKills,0,0,0,0,MP_ACCOLADES/TODO,white
8284,avengerKills,0,0,0,0,MP_ACCOLADES/TODO,white
8199,defenderKills,0,0,0,0,MP_ACCOLADES/TODO,white
8329,longshotKills,0,0,0,0,MP_ACCOLADES/TODO,white
8219,pointBlankKills,0,0,0,0,MP_ACCOLADES/TODO,white
8218,oneShotOneKills,0,0,0,0,MP_ACCOLADES/TODO,white
8233,executionKills,0,0,0,0,MP_ACCOLADES/TODO,white
8231,comebackKills,0,0,0,0,MP_ACCOLADES/TODO,white
8274,explosionsSurvived,0,0,0,0,MP_ACCOLADES/TODO,white
8287,killEnemyTeam,0,0,0,0,MP_ACCOLADES/TODO,white
8303,timeCrouched,0,0,0,0,MP_ACCOLADES/TODO,white
8262,timeProne,0,0,0,0,MP_ACCOLADES/TODO,white
8306,distanceTravelled,0,0,0,0,MP_ACCOLADES/TODO,white
8261,highestAvgAltitude,0,0,0,0,MP_ACCOLADES/TODO,white
8205,lowestAvgAltitude,0,0,0,0,MP_ACCOLADES/TODO,white
8270,meleeKills,0,0,0,0,MP_ACCOLADES/TODO,white
8285,pistolKills,0,0,0,0,MP_ACCOLADES/TODO,white
