zone,loot_cache,mp/loot/br/dmz/biobunker/lootset_cache_base.csv,mp/loot/br/dmz/biobunker/lootset_cache_spawns.csv,,#Special
zone,bioBunker_global,mp/loot/br/dmz/biobunker/lootset_biobunker_global.csv,mp/loot/br/dmz/biobunker/lootset_cache_spawns.csv,,#Zone
zone,bioBunker_flooded,mp/loot/br/dmz/biobunker/lootset_biobunker_flooded.csv,mp/loot/br/dmz/biobunker/lootset_cache_spawns_tier1.csv,,#Zone
zone,bioBunker_office,mp/loot/br/dmz/biobunker/lootset_biobunker_office.csv,mp/loot/br/dmz/biobunker/lootset_cache_spawns_tier1.csv,,#Zone
zone,bioBunker_radiation,mp/loot/br/dmz/biobunker/lootset_biobunker_radiation.csv,mp/loot/br/dmz/biobunker/lootset_cache_spawns_tier1.csv,,#Zone
zone,bioBunker_controlRoom,mp/loot/br/dmz/biobunker/lootset_biobunker_controlRoom.csv,mp/loot/br/dmz/biobunker/lootset_cache_spawns_tier1.csv,,#Zone
zone,bioBunker_chemistPlant,mp/loot/br/dmz/biobunker/lootset_biobunker_controlRoom.csv,mp/loot/br/dmz/biobunker/lootset_cache_spawns_tier1.csv,,#Zone
zone,bioBunker_dataCenter,mp/loot/br/dmz/biobunker/lootset_biobunker_dataCenter.csv,mp/loot/br/dmz/biobunker/lootset_cache_spawns_tier2.csv,,#Zone
zone,bioBunker_trapRoom,mp/loot/br/dmz/biobunker/lootset_biobunker_trapRoom.csv,mp/loot/br/dmz/biobunker/lootset_cache_spawns_tier2.csv,,#Zone
zone,bioBunker_SQRoomA,mp/loot/br/dmz/biobunker/lootset_biobunker_SQRoomA.csv,mp/loot/br/dmz/biobunker/lootset_cache_spawns_tier3_1.csv,,#Zone
zone,bioBunker_SQRoomB,mp/loot/br/dmz/biobunker/lootset_biobunker_SQRoomB.csv,mp/loot/br/dmz/biobunker/lootset_cache_spawns_tier3_1.csv,,#Zone
zone,bioBunker_bossRewardRoom,mp/loot/br/dmz/biobunker/lootset_biobunker_bossRoom.csv,mp/loot/br/dmz/biobunker/lootset_cache_spawns_tier3.csv,,#Zone
zone,biobunker_hotzone_01,mp/loot/br/dmz/biobunker/lootset_biobunker_stronghold.csv,mp/loot/br/dmz/biobunker/lootset_cache_spawns_tier3_1.csv,,#Zone
zone,biobunker_hotzone_02,mp/loot/br/dmz/biobunker/lootset_biobunker_stronghold.csv,mp/loot/br/dmz/biobunker/lootset_cache_spawns_tier3_1.csv,,#Zone
zone,biobunker_hotzone_03,mp/loot/br/dmz/biobunker/lootset_biobunker_stronghold.csv,mp/loot/br/dmz/biobunker/lootset_cache_spawns_tier3_1.csv,,#Zone
zone,biobunker_hotzone_04,mp/loot/br/dmz/biobunker/lootset_biobunker_stronghold.csv,mp/loot/br/dmz/biobunker/lootset_cache_spawns_tier3_1.csv,,#Zone
zone,biobunker_hotzone_05,mp/loot/br/dmz/biobunker/lootset_biobunker_stronghold.csv,mp/loot/br/dmz/biobunker/lootset_cache_spawns_tier3_1.csv,,#Zone
itemCache,br_loot_cache,mp/loot/br/dmz/biobunker/lootset_cache_base.csv,,,
itemCache,br_loot_cache_lege,mp/loot/br/dmz/biobunker/lootset_cache_lege.csv,,,
itemCache,cache_bar_cabinet,mp/loot/br/dmz/biobunker/lootset_bar_cabinet.csv,,,
itemCache,dmz_crate_wood,mp/loot/br/dmz/biobunker/lootset_dmz_crate_wood.csv,,,
itemCache,cache_duffel_bag_01,mp/loot/br/dmz/biobunker/lootset_duffel_bag_01.csv,,,
itemCache,cache_duffel_bag_02,mp/loot/br/dmz/biobunker/lootset_duffel_bag_02.csv,,,
itemCache,cache_fridge_old,mp/loot/br/dmz/biobunker/lootset_fridge_old.csv,,,
itemCache,cache_mail_kiosk,mp/loot/br/dmz/biobunker/lootset_mail_kiosk.csv,,,
itemCache,cache_medical_box_wall,mp/loot/br/dmz/biobunker/lootset_medical_box_wall.csv,,,
itemCache,cache_medical_box_wall_worn,mp/loot/br/dmz/biobunker/lootset_medical_box_wall.csv,,,
itemCache,cache_medicine_cabinet,mp/loot/br/dmz/biobunker/lootset_medicine_cabinet.csv,,,
itemCache,cache_metal_briefcase,mp/loot/br/dmz/biobunker/lootset_metal_briefcase.csv,,,
itemCache,cache_military_container,mp/loot/br/dmz/biobunker/lootset_military_container.csv,,,
itemCache,cache_office_cabinet,mp/loot/br/dmz/biobunker/lootset_office_cabinet.csv,,,
itemCache,cache_pelican_case_rifle,mp/loot/br/dmz/biobunker/lootset_pelican_case_rifle.csv,,,
itemCache,cache_school_locker_a,mp/loot/br/dmz/biobunker/lootset_school_locker_a.csv,,,
itemCache,cache_school_locker_b,mp/loot/br/dmz/biobunker/lootset_school_locker_b.csv,,,
itemCache,cache_toolbox,mp/loot/br/dmz/biobunker/lootset_toolbox.csv,,,
itemCache,cache_utility_metal_crate,mp/loot/br/dmz/biobunker/lootset_utility_metal_crate.csv,,,
itemCache,cache_weapon_locker,mp/loot/br/dmz/biobunker/lootset_weapon_locker.csv,,,
itemCache,dmz_biobunker_safe,mp/loot/br/dmz/biobunker/lootset_safe.csv,,,
itemCache,cache_storage_box_wooden_01,mp/loot/br/dmz/biobunker/lootset_box_wood_01.csv,,,
itemCache,cache_furniture_desk_office_vintage,mp/loot/br/dmz/biobunker/lootset_desk_vintage.csv,,,
itemCache,cache_military_radio_crate,mp/loot/br/dmz/biobunker/lootset_radio_crate.csv,,,
itemCache,cache_electronics_tape_server_rack,mp/loot/br/dmz/biobunker/lootset_electronics_tape_server_rack.csv,,,
scriptCache,agent_backpack,mp/loot/br/dmz/biobunker/lootset_agent_backpack.csv,1000,,
initialScriptableState,br_loot_cache,closed_usable,,,
initialScriptableState,br_loot_cache_lege,closed_usable,,,
initialScriptableState,cache_bar_cabinet,closed_usable,,,
initialScriptableState,dmz_crate_wood,closed_usable,,,
initialScriptableState,cache_duffel_bag_01,closed_usable,,,
initialScriptableState,cache_duffel_bag_02,closed_usable,,,
initialScriptableState,cache_fridge_old,closed_usable,,,
initialScriptableState,cache_mail_kiosk,closed_usable,,,
initialScriptableState,cache_medical_box_wall,closed_usable,,,
initialScriptableState,cache_medicine_cabinet,closed_usable,,,
initialScriptableState,cache_metal_briefcase,closed_usable,,,
initialScriptableState,cache_military_container,closed_usable,,,
initialScriptableState,cache_office_cabinet,closed_usable,,,
initialScriptableState,cache_pelican_case_rifle,closed_usable,,,
initialScriptableState,cache_school_locker_a,closed_usable,,,
initialScriptableState,cache_school_locker_b,closed_usable,,,
initialScriptableState,cache_toolbox,closed_usable,,,
initialScriptableState,cache_utility_metal_crate,closed_usable,,,
initialScriptableState,cache_weapon_locker,closed_usable,,,
initialScriptableState,cache_storage_box_wooden_01,closed_usable,,,
initialScriptableState,cache_furniture_desk_office_vintage,closed_usable,,,
initialScriptableState,cache_military_radio_crate,closed_usable,,,
initialScriptableState,cache_electronics_tape_server_rack,closed_usable,,,
initialScriptableState,cache_medical_box_wall_worn,closed_usable,,,
