tagReject,nodmz,100,,
tagReject,nodrop,100,,
rollChance,killstreak,1,,
rollChance,weapon,1,,
rollChance,plate_carrier,1,,
rollChance,gear,1,,
rollChance,valuable,3,,
rollChance,key,2,,
rollChance,plunder,1,,
tagChance,weapon&3,2,,
item,brloot_backpack_large,1,,
item,brloot_plunder_cash_legendary_1,1,,
item,brloot_valuable_folder_classified,3,,
item,brloot_valuable_gold_skull,1,,
item,brloot_valuable_goldbar,3,,
item,brloot_valuable_harddrive_encrypted,5,,
tagChance,key&hero&pristine,1,,
tagChance,key&keytier2&pristine,2,,
tagChance,key&keytier3&pristine,1,,
tagChance,killstreak&3,1,,
tagChance,killstreak&4,1,,
item,brloot_plate_carrier_3,3,,
tagChance,weapon&4,1,,
item,loot_key_red_door_worn,2,,
item,loot_key_blue_door_worn,2,,
item,loot_key_red_door_used,2,,
item,loot_key_blue_door_used,2,,
item,loot_key_gold_door,80,,
item,brloot_plate_carrier_2_comms,1,,
item,brloot_plate_carrier_2_stealth,1,,
item,brloot_plate_carrier_2_medic,1,,
reqAdd,weapon&3,1,0,100
reqAdd,(!weapon&!key),2,0,100
reqAdd,key|weapon,1,0,100
reqAdd,(!valuable),1,0,100
