11339,iw9_ar_golf3,3926,0
11320,iw9_ar_kilo53,775,0
14657,iw9_ar_acharlie300,11584,0
11354,iw9_ar_mike4,803,0
11325,iw9_ar_mike16,2010,0
11305,iw9_ar_akilo,296,0
11323,iw9_ar_akilo105,4094,0
11327,iw9_ar_akilo74,2650,0
11362,iw9_ar_schotel,4044,0
11372,iw9_ar_augolf,2660,0
11346,iw9_ar_mcharlie,877,0
30679,iw9_ar_ralpha,16992,0
26647,iw9_ar_helima,15166,0
29324,iw9_ar_fecho,17662,0
11302,iw9_ar_scharlie,1058,0
11357,iw9_br_msecho,867,0
11336,iw9_br_soscar14,339,0
11364,iw9_sm_aviktor,435,0
11365,iw9_sm_alpha57,2663,0
11338,iw9_sm_mpapa5,4117,0
11311,iw9_sm_mpapa7,3824,0
11341,iw9_sm_beta,2629,0
11315,iw9_sm_victor,850,0
26710,iw9_sm_acharlie45,15414,0
29323,iw9_ar_falpha,22270,0
35487,iw9_sm_sdelta,21463,0
11324,iw9_pi_decho,3037,0
24472,iw9_pi_dechoauto,14507,0
11352,iw9_pi_papa220,2850,0
11307,iw9_pi_golf17,173,0
11361,iw9_pi_golf18,1061,0
32914,iw9_pi_mike2011,17147,0
11359,iw9_sn_alpha50,670,0
11317,iw9_sn_mromeo,1054,0
11358,iw9_sn_limax,1932,0
22228,iw9_sn_india,13675,0
31576,iw9_sn_walpha,20179,0
24089,iw9_pi_tango9,14129,0
11342,iw9_lm_kilo21,4079,0
11314,iw9_lm_slima,431,0
11331,iw9_lm_foxtrot,2923,0
11360,iw9_lm_rkilo,378,0
11356,iw9_sh_mbravo,2633,0
11313,iw9_sh_charlie725,995,0
13531,iw9_sh_vecho,11585,0
29624,iw9_sh_tsierra12,16988,0
11330,iw9_dm_mike24,2627,0
11316,iw9_dm_sa700,2727,0
11348,iw9_dm_la700,422,0
11349,iw9_dm_pgolf1,821,0
11340,iw9_dm_xmike2010,3137,0
11329,iw9_dm_sbeta,41,0
11350,iw9_dm_mike14,579,0
11322,iw9_dm_crossbow,11583,0
16976,iw9_dm_stango25,12490,0
11355,iw9_me_knife,2988,0
11351,iw9_la_rpapa7,2694,0
11337,iw9_la_juliet,924,0
11333,iw9_la_mike32,4036,0
11344,iw9_la_gromeo,2666,0
11326,iw9_la_kgolf,334,0
11373,iw9_sm_apapa,8919,0
11318,iw9_lm_ahotel,8920,0
11319,iw9_lm_mkilo3,4119,0
11312,iw9_dm_scromeo,8921,0
11374,iw9_sm_papa90,8922,0
11335,iw9_sm_mpapax,8923,0
11345,iw9_ar_mcbravo,8924,0
11366,iw9_sh_mike1014,8925,0
11328,iw9_sh_mviktor,8926,0
11303,iw9_lm_ngolf7,8927,0
11367,iw9_pi_swhiskey,8928,0
11353,iw9_me_riotshield,8929,0
16017,iw9_me_sword01,11586,0
25653,iw9_me_tonfa,16631,0
35505,iw9_me_pickaxe,21528,0
36568,iw9_ar_malima,22053,0
36831,iw9_sm_acharlie9,22219,0
36905,iw9_me_kamas,22222,0
22002,iw9_br_ngsierra,13253,0
