25543,jup_weekly_ch_s0_mp_w1_d1_revenge_kills,CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,CHALLENGE/JUP_CH_WEEKLY_REVENGE_KILLS_DESC,5,2500,,0,1,MP,1699466400,1701885599,0
25542,jup_weekly_ch_s0_mp_w1_d2_ar_charlie_kills,CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,CHALLENGE/JUP_CH_WEEKLY_AR_CHARLIE_KILLS_DESC,20,5000,,0,1,MP,1699466400,1701885599,0
25541,jup_weekly_ch_s0_mp_w1_d2_silenced_ar_kills,CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,CHALLENGE/JUP_CH_WEEKLY_SILENCED_AR_KILLS_DESC,20,5000,,0,1,MP,1699466400,1701885599,0
25540,jup_weekly_ch_s0_mp_w1_d2_scoped_ar_kills,CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,CHALLENGE/JUP_CH_WEEKLY_SCOPED_AR_KILLS_DESC,15,5000,,0,1,MP,1699466400,1701885599,0
25539,jup_weekly_ch_s0_mp_w1_d3_sliding_kills,CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,CHALLENGE/JUP_CH_WEEKLY_SLIDING_KILLS_DESC,10,7500,,0,1,MP,1699466400,1701885599,0
25538,jup_weekly_ch_s0_mp_w1_d3_ar_charlie_headshots,CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,CHALLENGE/JUP_CH_WEEKLY_AR_CHARLIE_HEADSHOTS_DESC,15,7500,,0,1,MP,1699466400,1701885599,0
25537,jup_weekly_ch_s0_mp_w1_d4_sniper_triple_kills,CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,CHALLENGE/JUP_CH_WEEKLY_SNIPER_TRIPLE_KILLS_DESC,1,10000,,0,1,MP,1699466400,1701885599,0
15305,jup_aa_s0_w1_dmz_0,,,1,,,0,1,DMZ,1699466400,1701885599,0
15306,jup_aa_s0_w1_dmz_1,,,1,,,0,1,DMZ,1699466400,1701885599,0
15307,jup_aa_s0_w1_dmz_2,,,1,,,0,1,DMZ,1699466400,1701885599,0
15308,jup_aa_s0_w1_dmz_3,,,1,,,0,1,DMZ,1699466400,1701885599,0
15309,jup_aa_s0_w1_dmz_4,,,1,,,0,1,DMZ,1699466400,1701885599,0
15310,jup_aa_s0_w1_dmz_5,,,1,,,0,1,DMZ,1699466400,1701885599,0
15311,jup_aa_s0_w1_dmz_6,,,1,,,0,1,DMZ,1699466400,1701885599,0
15313,jup_aa_s0_w1_zm_0,CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,JUP_OB_WEEKLY/JUP_OB_WEEKLY_KILLS_DESC,250,2500,,0,1,ZM,1699466400,1701885599,0
15314,jup_aa_s0_w1_zm_1,CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,JUP_OB_WEEKLY/JUP_OB_WEEKLY_AR_CHARLIE_KILLS_DESC,100,5000,,0,1,ZM,1699466400,1701885599,0
15315,jup_aa_s0_w1_zm_2,CHALLENGE/JUP_CH_WEEKLY_CHALLENGE_COMPLETED,JUP_OB_WEEKLY/JUP_OB_WEEKLY_SILENCED_AR_KILLS_DESC,100,5000,,0,1,ZM,1699466400,1701885599,0
