1,special
2,killstreak
3,teamrevive
4,fieldupgrade
5,weapon
6,plunder
7,armor_plate
8,respawn_token
9,enemy
10,danger
11,map_enemy
12,map_danger
13,object
14,map_object
15,intel_season3_1_1
16,intel_season3_1_2
17,intel_season3_1_3
18,intel_season3_1_4
19,intel_season3_1_5
20,intel_season3_1_6
21,intel_season3_2_1
22,intel_season3_2_2
23,intel_season3_2_3
24,intel_season3_2_4
25,intel_season3_2_5
26,intel_season3_2_6
27,intel_season3_2_7
28,intel_season3_3_1
29,intel_season3_3_2
30,intel_season3_3_3
31,intel_season3_3_4
32,intel_season3_3_5
33,intel_season3_3_6
34,blueprint_unlock_563
35,blueprint_unlock_584
36,intel_season3_4_1
37,intel_season3_4_2
38,intel_season3_4_3
39,intel_season3_4_4
40,intel_season3_4_5
41,intel_season3_1_7
42,intel_season3_5_1
43,intel_season3_5_2
44,intel_season3_5_3
45,intel_season3_5_4
46,intel_season3_5_5
47,intel_season3_5_6
48,petwatch_turbo_egg
49,petwatch_turbo_baby
50,petwatch_turbo_child
51,petwatch_turbo_teen_a
52,petwatch_turbo_teen_b
53,petwatch_turbo_skunk
54,petwatch_turbo_bear
55,petwatch_turbo_mantis
56,petwatch_turbo_trex
57,petwatch_turbo_octopus
58,petwatch_turbo_fox
59,petwatch_turbo_secret1
60,petwatch_turbo_secret2
61,petwatch_turbo_secret3
62,intel_season3_4_6
63,intel_6_1
64,intel_6_2
65,intel_6_3
66,intel_6_4
67,intel_6_5
68,intel_6_6
69,armor_bundle
70,gas_mask
71,toma_strike
72,precision_airstrike
73,uav
74,scrambler_drone_guard
75,self_revive_token
76,super_ammo_drop
77,super_armor_drop
78,supply_drop
79,circle_pick
80,redeploy
81,vehicle
82,tac_rover
83,br_mastery_fiveContracts
84,br_mastery_pointBlankStreakKill
85,blueprint_unlock_629
86,lethal_achievement
87,objective_player_achievement
88,recon_drone_achievement
89,br_mastery_c4VehicleMultKill
90,br_mastery_ghostRideWhip
91,br_mastery_roundKillExecute
92,intel_6_7
93,blueprint_unlock_613
94,intel_7_1
95,intel_7_2
96,intel_7_3
97,intel_7_4
98,intel_7_5
99,intel_7_6
100,intel_7_7
101,intel_8_1
102,intel_8_2
103,intel_8_3
104,intel_8_4
105,intel_8_5
106,intel_8_6
107,intel_8_7
108,x1_blueprint_weapon
109,x1_playercard_01
110,x1_charm_01
111,x1_emblem_01
