include,omnvars/mp/omnvars_scorestreaks.csv,,,,,,,,,,,,,,,,,
include,omnvars/mp/omnvars_loot_container.csv,,,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_pack_a_punch.csv,,,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_damage_numbers.csv,,,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_perks.csv,,,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_perk_choice.csv,,,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_last_stand.csv,,,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_health_bar.csv,,,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_powerups.csv,,,,,,,,,,,,,,,,,
include,omnvars/cp_mp/omnvars_purchasemenu.csv,,,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_weapon_metadata.csv,,,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_plasma_gun.csv,,,,,,,,,,,,,,,,,
ui_grind_tags,1,1,c,i,0,0,65535,,,,,,,,,,,
ui_droploot_inv_0,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_1,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_2,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_3,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_4,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_5,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_6,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_7,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_8,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_9,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_10,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_11,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_12,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_13,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_14,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_15,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_16,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_17,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_18,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_19,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_poi_star_rating,1,,c,i,-1,-1,8,,,,,,,,,,,
ui_toggle_third_person,1,,c,b,0,0,1,,,,,,,,,,,
ui_br_eliminated,1,,c,i,0,0,15,,,,,1,,#packed: 4 bits, each bit is a flag of whether or not the corresponding squad member is fully eliminated,,,,
ui_playerdata_weapon_ammo,1,,c,i,0,0,1023,,,,,,,#Max should match MAX_AMMO_BITS,,,,
ui_br_last_droppable_weapon,1,,c,i,-1,-1,65535,,,,,,,#weapon index for the last droppable weapon,,,,
ui_br_using_killstreak,1,,c,b,0,0,1,,,,,,,,,,,
ui_gasmask_damage,1,1,c,f,1,0,1,,,,,,,,,,,
ui_gas_mask,1,,c,i,0,0,3,,,,,1,,,,,,
backpack_lootid,1,,c,i,0,0,2147483647,,,,,,,,,,,
ui_primary_weapon_rarity,1,,c,i,0,0,5,,,,,,,,,,,
ui_secondary_weapon_rarity,1,,c,i,0,0,5,,,,,,,,,,,
loot_container_min_slots,1,0,c,i,4,0,11,,,,,,,,,,,
ui_head_equip_class,1,1,c,i,0,0,3,,,,,,,,,,,
ui_br_objective_index,1,,c,i,0,0,250,,,,,1,,# 0=Hide or #=the object index to show,,,,
ui_br_objective_reward_tier,1,,c,i,0,0,250,,,,,1,,,,,,
ui_br_objective_param,1,,c,i,0,0,99999,,,,,1,,,,,,
ui_br_objective_extraParam,1,,c,i,0,0,99999,,,,,1,,,,,,
ui_br_objective_progress_bar,1,,c,i,-1,-1,100,,,,,1,,,,,,
ui_br_objective_progress_bar_threshold,1,,c,i,0,0,100,,,,,1,,,,,,
ui_br_objective_countdown_timer,1,,c,t,0,,,1,,,,1,,,,,,
ui_br_assassination_target_timer,1,,c,t,0,,,1,,,,1,,,,,,
ui_br_objective_types,1,,g,a,0,,,,,,,,,#bit field of missions enabled in current match. Indexes from brmissions.csv,,,,
ui_br_hacker_phone_state,1,,c,i,0,0,3,,,,,,,#When Hacker Phone has been picked up and players can hack other contracts 0 = inactive, 1 = hacked but inactive, 2 = hacked and active, 3 = active,,,,
ui_br_hacked_phones_data1,1,,c,a,0,,,,,,,,,#Activity starter index of hacked contracts for the client, 32 bits packed, 16 bits each hacked phone. Data 1,,,,
ui_br_hacked_phones_data2,1,,c,a,0,,,,,,,,,#Activity starter index of hacked contracts for the client, 32 bits packed, 16 bits each hacked phone. Data 2,,,,
ui_br_hacker_phone_remaining_payments,1,,c,i,0,0,63,,,,,,,#Remaining payments displayed in lootsplash.lua,,,,
ui_br_hacker_phone_potential_cash_value,1,,c,i,0,0,99999,,,,,,,#Hacked contracts count,,,,
ui_persistent_currency,1,,c,i,0,0,999999,,,,,,,,,,,
zm_essence,1,,c,i,0,0,999999,,,,,,,,,,,
ui_region_difficulty,1,,c,i,0,0,10,,,,,,,,,,,
ui_tablet_usb,1,,c,i,0,0,10,,,,,,,,,,,
ui_dmz_poi_name,1,,c,i,0,0,38,,,,,,,#0=Hydro,1=Oilfield,,,,
ui_dmz_activity_starter_poi_name,1,,c,i,0,0,38,,,,,,,#POI of the activity for this activity starter. See BR.DMZ_POI_NAME_MAP,,,,
ui_ob_activity_starter_currency_rewards,1,,c,i,0,0,15000,,,,,,,#The amount of essence this activity provides.,,,,
ui_br_assassination_target,1,,c,i,0,0,2047,,,,,1,,,,,,
ui_dmz_radiation_spreading,1,,g,i,0,0,1,,,,,,,,,,,
ui_br_contract_cancellation_state,1,,c,i,0,0,63,,,,,1,,,,,,
ui_tablet_code,1,,c,a,0,0,,,,,,,,#4x4 bits, 0-3 code 1,  4-7 code 2, 8-11 code 3, 12-15 code 4,,,,
ui_br_squad_revive_status,1,,c,a,0,,,,,,,1,,#packed: 1 bit, 4 bits, 1 bit, 4 bits, 1 bit, 4 bits, 1 bit, 4 bits,,,,
ui_br_interrogation_signal_valid,1,,c,i,1,0,1,,,,,,,#interrogation signal valid,,,,
