330000,sticker_iw9_001,1,0,0,0,0
330001,sticker_iw9_002,3,0,0,1000,1
330002,sticker_iw9_003,4,0,0,0,1
330003,sticker_iw9_004,1,0,0,0,0
330004,sticker_iw9_005,4,0,0,1000,1
330005,sticker_iw9_006,2,0,0,0,1
330006,sticker_iw9_007,2,0,0,0,1
330007,sticker_iw9_008,2,0,0,0,1
330008,sticker_iw9_009,2,0,0,0,1
330009,sticker_iw9_010,0,0,0,0,1
330010,sticker_iw9_011,0,0,0,0,1
330011,sticker_iw9_012,0,0,0,0,1
330012,sticker_iw9_013,0,0,0,0,1
330013,sticker_iw9_014,0,0,0,0,1
330014,sticker_iw9_015,0,0,0,0,1
330015,sticker_iw9_016,0,0,0,0,1
330016,sticker_iw9_017,0,0,0,0,1
330017,sticker_iw9_018,3,0,0,0,1
330018,sticker_iw9_019,3,0,0,1000,1
330019,sticker_iw9_020,4,0,0,1000,1
330020,sticker_iw9_021,3,0,0,0,0
330021,sticker_iw9_022,2,0,0,1000,1
330022,sticker_iw9_023,3,0,0,1000,1
330023,sticker_iw9_024,4,0,0,1000,1
330024,sticker_iw9_025,2,0,0,1000,1
330025,sticker_iw9_026,3,0,0,1000,1
330026,sticker_iw9_027,3,0,0,0,0
330027,sticker_iw9_028,2,0,0,1000,1
330028,sticker_iw9_029,2,0,0,0,1
330029,sticker_iw9_030,2,0,0,0,0
330030,sticker_iw9_031,2,0,0,1000,1
330031,sticker_iw9_032,4,0,0,1000,1
330032,sticker_iw9_033,2,0,0,1000,1
330033,sticker_iw9_034,2,0,0,2000,1
330034,sticker_iw9_035,3,0,0,2000,1
330035,sticker_iw9_036,2,0,0,1000,1
330036,sticker_iw9_037,2,0,0,1000,1
330037,sticker_iw9_038,3,0,0,0,1
330038,sticker_iw9_039,3,0,0,0,1
330039,sticker_iw9_040,4,0,0,0,0
330040,sticker_iw9_041,4,0,0,1000,1
330041,sticker_iw9_042,3,0,0,0,0
330042,sticker_iw9_043,2,0,0,1000,1
330043,sticker_iw9_044,3,0,0,2000,1
330044,sticker_iw9_045,4,0,0,1000,1
330045,sticker_iw9_046,3,0,0,0,1
330046,sticker_iw9_047,4,0,0,1000,1
330047,sticker_iw9_048,3,0,0,0,1
330048,sticker_iw9_049,4,0,0,1000,1
330049,sticker_iw9_050,4,0,0,1000,1
330050,sticker_iw9_051,2,0,0,1000,1
330051,sticker_iw9_052,3,0,0,1000,1
330052,sticker_iw9_053,3,0,0,0,0
330053,sticker_iw9_054,4,0,0,1000,1
330054,sticker_iw9_055,4,0,0,1000,1
330055,sticker_iw9_056,3,0,0,1000,1
330056,sticker_iw9_057,2,0,0,1000,1
330057,sticker_iw9_058,2,0,0,0,0
330058,sticker_iw9_059,3,0,0,1000,1
330059,sticker_iw9_060,4,0,0,1000,1
330060,sticker_iw9_061,3,0,0,1000,1
330061,sticker_iw9_062,3,0,0,1000,1
330062,sticker_iw9_063,2,0,0,0,0
330063,sticker_iw9_064,2,0,0,1000,1
330064,sticker_iw9_065,3,0,0,1000,1
330065,sticker_iw9_066,2,0,0,0,0
330066,sticker_iw9_067,2,0,0,1000,1
330067,sticker_iw9_068,2,0,0,1000,1
330068,sticker_iw9_069,1,0,0,0,1
330069,sticker_iw9_070,1,0,0,0,1
330070,sticker_iw9_071,1,0,0,0,1
330071,sticker_iw9_072,1,0,0,0,1
330072,sticker_iw9_073,1,0,0,0,1
330073,sticker_iw9_074,1,0,0,0,1
330074,sticker_iw9_075,1,0,0,0,1
330075,sticker_iw9_076,1,0,0,1000,1
330076,sticker_iw9_077,1,0,0,0,1
330077,sticker_iw9_078,1,0,0,0,1
330078,sticker_iw9_079,2,0,0,0,1
330079,sticker_iw9_080,2,0,0,1000,1
330080,sticker_iw9_081,2,0,0,0,0
330081,sticker_iw9_082,0,0,0,0,1
330082,sticker_iw9_083,2,0,0,1000,1
330083,sticker_iw9_084,2,0,0,0,0
330084,sticker_iw9_085,2,0,0,1000,1
330085,sticker_iw9_086,2,0,0,0,0
330086,sticker_iw9_087,2,0,0,0,0
330087,sticker_iw9_088,3,0,0,0,0
330088,sticker_iw9_089,2,0,0,1000,1
330089,sticker_iw9_090,2,0,0,1000,1
330090,sticker_iw9_091,2,0,0,1000,1
330091,sticker_iw9_092,0,0,0,0,1
330092,sticker_iw9_093,2,0,0,1000,0
330093,sticker_iw9_094,2,0,0,3000,1
330094,sticker_iw9_095,2,0,0,2000,1
330095,sticker_iw9_096,2,0,0,1000,1
330096,sticker_iw9_097,3,0,0,1000,1
330097,sticker_iw9_098,2,0,0,1000,1
330098,sticker_iw9_099,4,0,0,0,0
330099,sticker_iw9_100,2,0,0,0,0
330100,sticker_iw9_101,2,0,0,0,0
330101,sticker_iw9_102,4,0,0,0,1
330102,sticker_iw9_103,1,0,0,1000,0
330103,sticker_iw9_104,3,0,0,1000,1
330104,sticker_iw9_105,2,0,0,1000,0
330105,sticker_iw9_106,4,0,0,0,1
330106,sticker_iw9_107,3,0,0,0,0
330107,sticker_iw9_108,4,0,0,1000,1
330108,sticker_iw9_109,2,0,0,1000,1
330109,sticker_iw9_110,2,0,0,1000,1
330110,sticker_iw9_111,2,0,0,0,1
330111,sticker_iw9_112,0,0,0,0,1
330112,sticker_iw9_113,0,0,0,0,1
330113,sticker_iw9_114,0,0,0,0,1
330114,sticker_iw9_115,0,0,0,0,1
330115,sticker_iw9_116,0,0,0,0,1
330116,sticker_iw9_117,0,0,0,0,1
330117,sticker_iw9_118,2,0,0,0,1
330118,sticker_iw9_119,2,0,0,1000,1
330119,sticker_iw9_120,2,0,0,1000,1
330120,sticker_iw9_121,2,0,0,1000,1
330121,sticker_iw9_122,2,0,0,1000,1
330122,sticker_iw9_123,0,0,0,0,1
330123,sticker_iw9_124,0,0,0,0,1
330124,sticker_iw9_125,0,0,0,0,1
330125,sticker_iw9_126,0,0,0,0,1
330126,sticker_iw9_127,0,0,0,1000,1
330127,sticker_iw9_128,2,0,0,1000,1
330128,sticker_iw9_129,2,0,0,1000,1
330129,sticker_iw9_130,2,0,0,1000,1
330130,sticker_iw9_131,0,0,0,0,1
330131,sticker_iw9_132,3,0,0,2000,1
330132,sticker_iw9_133,1,0,0,1000,1
330133,sticker_iw9_134,1,0,0,2000,1
330134,sticker_iw9_135,2,0,0,1000,1
330135,sticker_iw9_136,2,0,0,1000,1
330136,sticker_iw9_137,1,0,0,1000,1
330137,sticker_iw9_138,1,0,0,2000,1
330138,sticker_iw9_139,1,0,0,2000,1
330139,sticker_iw9_140,1,0,0,0,1
330140,sticker_iw9_141,1,0,0,2000,1
330141,sticker_iw9_142,1,0,0,2000,1
330142,sticker_iw9_143,1,0,0,2000,1
330143,sticker_iw9_144,2,0,0,1000,1
330144,sticker_iw9_145,1,0,0,3000,1
330145,sticker_iw9_146,1,0,0,2000,1
330146,sticker_iw9_147,1,0,0,2000,1
330147,sticker_iw9_148,1,0,0,2000,1
330148,sticker_iw9_149,1,0,0,1000,1
330149,sticker_iw9_150,1,0,0,2000,1
330150,sticker_iw9_151,2,0,0,2000,1
330151,sticker_iw9_152,2,0,0,1000,1
330152,sticker_iw9_153,2,0,0,1000,1
330153,sticker_iw9_154,2,0,0,1000,1
330154,sticker_iw9_155,2,0,0,1000,1
330155,sticker_iw9_156,2,0,0,1000,1
330156,sticker_iw9_157,2,0,0,1000,1
330157,sticker_iw9_158,2,0,0,1000,1
330158,sticker_iw9_159,2,0,0,1000,1
330159,sticker_iw9_160,2,0,0,1000,1
330160,sticker_iw9_161,2,0,0,1000,1
330161,sticker_iw9_162,1,0,0,0,1
330162,sticker_iw9_163,3,0,0,4001,1
330163,sticker_iw9_164,1,0,0,1000,1
330164,sticker_iw9_165,2,0,0,1000,1
330165,sticker_iw9_166,1,0,0,1000,1
330166,sticker_iw9_167,2,0,0,1000,1
330167,sticker_iw9_168,1,0,0,1000,1
330168,sticker_iw9_169,1,0,0,1000,1
330169,sticker_iw9_170,2,0,0,3000,1
330170,sticker_iw9_171,2,0,0,3000,1
330171,sticker_iw9_172,3,0,0,4001,1
330172,sticker_iw9_173,2,0,0,3000,1
330173,sticker_iw9_174,2,0,0,2000,1
330174,sticker_iw9_175,3,0,0,2000,1
330175,sticker_iw9_176,2,0,0,1000,1
330176,sticker_iw9_177,3,0,0,4000,1
330177,sticker_iw9_178,3,0,0,2000,1
330178,sticker_iw9_179,2,0,0,3000,1
330179,sticker_iw9_180,2,0,0,3000,1
330180,sticker_iw9_181,3,0,0,3000,1
330181,sticker_iw9_182,2,0,0,5000,1
330182,sticker_iw9_183,2,0,0,3000,1
330183,sticker_iw9_184,2,0,0,2000,1
330184,sticker_iw9_185,2,0,0,2000,1
330185,sticker_iw9_186,1,0,0,0,1
330186,sticker_iw9_187,3,0,0,1000,1
330187,sticker_iw9_188,1,0,0,0,1
330188,sticker_iw9_189,3,0,0,3000,1
330189,sticker_iw9_190,2,0,0,5000,1
330190,sticker_iw9_191,1,0,0,0,1
330191,sticker_iw9_192,2,0,0,5000,1
330192,sticker_iw9_193,2,0,0,2000,1
330193,sticker_iw9_194,2,0,0,3000,1
330194,sticker_iw9_195,2,0,0,1000,1
330195,sticker_iw9_196,2,0,0,1000,1
330196,sticker_iw9_197,2,0,0,1000,1
330197,sticker_iw9_198,1,0,0,2000,1
330198,sticker_iw9_199,1,0,0,2000,1
330199,sticker_iw9_200,2,0,0,2000,1
330200,placement_sticker_4,0,0,0,0,
330201,vinyl_iw9_001,2,0,0,2000,1
330202,vinyl_iw9_002,2,0,0,2000,1
330203,vinyl_iw9_003,3,0,0,2000,1
330204,vinyl_iw9_004,4,0,0,2000,1
330205,vinyl_iw9_005,4,0,0,2000,1
330206,vinyl_iw9_006,4,0,0,2000,1
330207,vinyl_iw9_007,0,0,0,2000,1
330208,vinyl_iw9_008,2,0,0,2000,1
330209,vinyl_iw9_009,2,0,0,2000,1
330210,vinyl_iw9_010,2,0,0,2000,1
330211,vinyl_iw9_011,3,0,0,2000,1
330212,vinyl_iw9_012,3,0,0,2000,1
330213,vinyl_iw9_013,2,0,0,3000,1
330214,vinyl_iw9_014,0,0,0,0,1
330215,vinyl_iw9_015,3,0,0,3000,1
330216,vinyl_iw9_016,2,0,0,3000,1
330217,vinyl_iw9_017,2,0,0,3000,1
330218,vinyl_iw9_018,0,0,0,0,1
330219,vinyl_iw9_019,2,0,0,3000,1
330220,vinyl_iw9_020,2,0,0,2000,1
330221,vinyl_iw9_021,1,0,0,3000,1
330222,vinyl_iw9_022,2,0,0,3000,1
330223,vinyl_iw9_023,0,0,0,0,1
330224,vinyl_iw9_024,2,0,0,4001,1
330225,vinyl_iw9_025,2,0,0,4000,1
330226,vinyl_iw9_026,0,0,0,4000,1
330227,vinyl_iw9_027,2,0,0,3000,1
330228,vinyl_iw9_028,2,0,0,4000,1
330229,vinyl_iw9_029,2,0,0,4001,1
330230,vinyl_iw9_030,2,0,0,4001,1
330231,vinyl_iw9_031,3,0,0,3000,1
330232,vinyl_iw9_032,2,0,0,4000,1
330233,vinyl_iw9_033,2,0,0,5000,1
330234,vinyl_iw9_034,2,0,0,4000,1
330235,vinyl_iw9_035,0,0,0,0,1
330236,vinyl_iw9_036,2,0,0,3000,1
330237,vinyl_iw9_037,1,0,0,3000,1
330238,vinyl_iw9_038,0,0,0,0,1
330239,vinyl_iw9_039,4,0,0,3000,1
330240,vinyl_iw9_040,2,0,0,5000,1
330241,vinyl_iw9_041,2,0,0,5000,1
330242,vinyl_iw9_042,2,0,0,4000,1
330243,vinyl_iw9_043,3,0,0,3000,1
330244,vinyl_iw9_044,0,0,0,4000,1
330245,vinyl_iw9_045,0,0,0,0,1
330246,vinyl_iw9_046,3,0,0,2000,1
330247,vinyl_iw9_047,2,0,0,3000,1
330248,vinyl_iw9_048,2,0,0,3000,1
330249,vinyl_iw9_049,3,0,0,3000,1
330250,vinyl_iw9_050,0,0,0,0,1
330251,vinyl_iw9_051,0,0,0,0,1
330252,vinyl_iw9_052,0,0,0,4000,1
330253,vinyl_iw9_053,0,0,0,0,1
330254,vinyl_iw9_054,2,0,0,3000,1
330255,vinyl_iw9_055,3,0,0,5000,1
330256,vinyl_iw9_056,2,0,0,5000,1
330257,vinyl_iw9_057,2,0,0,3000,1
330258,vinyl_iw9_058,2,0,0,3000,1
330259,vinyl_iw9_059,2,0,0,3000,1
330260,vinyl_iw9_060,0,0,0,0,1
330261,vinyl_iw9_061,2,0,0,4001,1
330262,vinyl_iw9_062,0,0,0,4000,1
330263,vinyl_iw9_063,3,0,0,5001,1
330264,vinyl_iw9_064,2,0,0,3000,1
330265,vinyl_iw9_065,0,0,0,4000,1
330266,vinyl_iw9_066,2,0,0,3000,1
330267,vinyl_iw9_067,0,0,0,0,1
