-1,weapon_pistol,weapon_pistol,WEAPON/PI_GOLF17,iw9_pi_golf17,iw9_pi_golf17_mp,hud_icon_weapon_pi_golf17,PERKS/PI_GOLF17,1,rec front mag back gripdefault ironsdefault,,4,undermount,,,,,,,,,,,,,,,,,,55,57,42,58,81,70,hud_icon_weapon_pi_golf17,weapon_profile_p226_f,assault,run_and_gun|cqb|camper,recruit|regular|hardened|veteran,1,100,1,,semi_auto_fire_mode,,4,1,,0.98,,0,0,1,WEAPON/SUBCLASS_ID_1,WEAPON/SUBCLASS_ID_1,icon_weapon_pi_golf17,700,0,1,0
-1,weapon_pistol,weapon_pistol,WEAPON/PI_GOLF18,iw9_pi_golf18,iw9_pi_golf18_mp,hud_icon_weapon_pi_golf18,PERKS/PI_GOLF18,1,rec front mag back gripdefault selectsemi trig ironsdefault,,4,undermount,,,,,,,,,,,,,,,,,,55,57,42,58,81,70,hud_icon_weapon_pi_golf18,weapon_profile_p226_f,assault,run_and_gun|cqb|camper,recruit|regular|hardened|veteran,2,100,1,,full_auto_fire_mode,,4,1,,0.98,,0,0,1,WEAPON/SUBCLASS_ID_1,WEAPON/SUBCLASS_ID_1,icon_weapon_pi_golf18,700,0,1,0
-1,weapon_pistol,weapon_pistol,WEAPON/PI_DECHO,iw9_pi_decho,iw9_pi_decho_mp,hud_icon_weapon_pi_decho,PERKS/PI_DECHO,1,rec front mag triggrip ironsdefault,,4,undermount|backpiece,,,,,,,,,,,,,,,,,,54,65,52,53,77,60,hud_icon_weapon_pi_decho,weapon_profile_p226_f,assault,run_and_gun|cqb|camper,recruit|regular|hardened|veteran,3,100,1,,semi_auto_fire_mode,,5,1,,0.98,,0,0,1,WEAPON/SUBCLASS_ID_5,WEAPON/SUBCLASS_ID_5,icon_weapon_pi_decho,1000,0,1,0
-1,weapon_pistol,weapon_pistol,WEAPON/PI_PAPA220,iw9_pi_papa220,iw9_pi_papa220_mp,hud_icon_weapon_pi_papa220,PERKS/PI_PAPA220,1,rec front mag triggrip gripdefault ironsdefault,,4,undermount|backpiece,,,,,,,,,,,,,,,,,,55,59,44,55,80,69,hud_icon_weapon_pi_papa220,weapon_profile_p226_f,assault,,,4,100,1,,semi_auto_fire_mode,,3,1,,0.98,,0,0,1,WEAPON/SUBCLASS_ID_2,WEAPON/SUBCLASS_ID_2,icon_weapon_pi_papa220,700,0,1,0
-1,weapon_pistol,weapon_pistol,WEAPON/PI_SWHISKEY,iw9_pi_swhiskey,iw9_pi_swhiskey_mp,hud_icon_weapon_pi_swhiskey,PERKS/PI_SWHISKEY,1,rec front mag back ironsdefault,,4,undermount,,,,,,,,,,,,,,,,,,60,55,41,62,80,70,hud_icon_weapon_pi_swhiskey,weapon_profile_p226_f,assault,,,5,100,1,,semi_auto_fire_mode,,6,1,,0.98,,0,0,1,WEAPON/SUBCLASS_ID_6,WEAPON/SUBCLASS_ID_6,icon_weapon_pi_swhiskey,700,0,1,0
-1,weapon_pistol,weapon_pistol,WEAPON/PI_STIMPISTOL,iw9_pi_stimpistol,iw9_pi_stimpistol_mp,icon_weapon_pi_mike_1911,PERKS/PI_STIMPISTOL,1,rec front mag triggrip ironsdefault,,1,undermount|backpiece,,,,,,,,,,,,,,,,,,55,59,44,55,80,69,icon_weapon_pi_mike_1911,weapon_profile_p226_f,assault,,,-1,100,1,,semi_auto_fire_mode,,3,1,,0.98,,0,0,1,WEAPON/SUBCLASS_ID_2,WEAPON/SUBCLASS_ID_2,icon_weapon_ar_mike4,700,0,1,0
-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
-1,weapon_smg,weapon_smg,WEAPON/SM_MPAPA5,iw9_sm_mpapa5,iw9_sm_mpapa5_mp,hud_icon_weapon_sm_mpapa5,PERKS/SM_MPAPA5,1,rec front back mag selectsemi gripdefault ironsdefault,,5,,,,,,,,,,,,,,,,,,,66,69,55,74.75,73,77,hud_icon_weapon_sm_mpapa5,weapon_profile_kriss_f,assault,run_and_gun|cqb,recruit|regular|hardened|veteran,1,100,1,,full_auto_fire_mode,,1,1,,0.95,,0,0,1,WEAPON/SUBCLASS_ID_3,WEAPON/SUBCLASS_ID_3,icon_weapon_sm_mpapa5,1500,0,1,0
-1,weapon_smg,weapon_smg,WEAPON/SM_MPAPAX,iw9_sm_mpapax,iw9_sm_mpapax_mp,hud_icon_weapon_sm_mpapax,PERKS/SM_MPAPAX,1,rec front back mag selectsemi gripdefault ironsdefault,,5,,,,,,,,,,,,,,,,,,,66,69,55,74.75,73,77,hud_icon_weapon_sm_mpapa5,weapon_profile_kriss_f,assault,,,1,100,1,,full_auto_fire_mode,,1,1,,0.95,,0,0,1,WEAPON/SUBCLASS_ID_3,WEAPON/SUBCLASS_ID_3,icon_weapon_sm_mpapax,1500,0,1,0
-1,weapon_smg,weapon_smg,WEAPON/SM_APAPA,iw9_sm_apapa,iw9_sm_apapa_mp,hud_icon_weapon_sm_apapa,PERKS/SM_APAPA,1,rec front back mag selectsemi gripdefault ironsdefault,,5,,,,,,,,,,,,,,,,,,,66,69,55,74.75,73,77,hud_icon_weapon_sm_apapa,weapon_profile_kriss_f,assault,,,2,100,1,,full_auto_fire_mode,,1,1,,0.95,,0,0,1,WEAPON/SUBCLASS_ID_3,WEAPON/SUBCLASS_ID_3,icon_weapon_sm_apapa,1500,0,1,0
-1,weapon_smg,weapon_smg,WEAPON/SM_AVIKTOR,iw9_sm_aviktor,iw9_sm_aviktor_mp,hud_icon_weapon_sm_aviktor,PERKS/SM_AVIKTOR,1,rec front back mag gripdefault selectsemi ironsdefault,,5,undermount,,,,,,,,,,,,,,,,,,64,72,53,67,68,75,hud_icon_weapon_sm_aviktor,weapon_profile_kriss_f,assault,,,3,100,1,,full_auto_fire_mode,,2,1,,0.95,,0,0,1,WEAPON/SUBCLASS_ID_5,WEAPON/SUBCLASS_ID_5,icon_weapon_sm_aviktor,1500,0,1,0
-1,weapon_smg,weapon_smg,WEAPON/SM_ALPHA57,iw9_sm_alpha57,iw9_sm_alpha57_mp,hud_icon_weapon_sm_alpha57,PERKS/SM_ALPHA57,1,rec front back mag gripdefault selectsemi ironsdefault,,5,,,,,,,,,,,,,,,,,,,64,72,53,67,68,75,hud_icon_weapon_sm_alpha57,weapon_profile_kriss_f,assault,,,4,100,1,,full_auto_fire_mode,,2,1,,0.95,,0,0,1,WEAPON/SUBCLASS_ID_5,WEAPON/SUBCLASS_ID_5,icon_weapon_sm_alpha57,1500,0,1,0
