include,omnvars/mp/omnvars_scorestreaks.csv,,,,,,,,,,,,,
include,omnvars/mp/omnvars_tac_ops_map.csv,,,,,,,,,,,,,
include,omnvars/mp/omnvars_team_revive.csv,,,,,,,,,,,,,
include,omnvars/mp/omnvars_hardpoint.csv,,,,,,,,,,,,,
include,omnvars/mp/omnvars_no_respawn_warning.csv,,,,,,,,,,,,,
ui_num_dom_flags,1,,g,i,3,0,9,,,,,,,
ui_br_altimeter_horizontal_speed,1,,c,i,0,0,999,,,,,,,
ui_br_altimeter_vertical_speed,1,,c,i,0,0,999,,,,,,,
ui_br_altimeter_height,1,,c,f,0,0,1,,,,,,,
ui_br_altimeter_state,1,,c,i,0,0,2,,,,,,,
ui_br_altimeter_deploy_height,1,,c,i,0,0,32767,,,,,,,
ui_arm_squadmember_0,1,,c,i,-1,-1,8191,,,,,,,
ui_arm_squadmember_1,1,,c,i,-1,-1,8191,,,,,,,
ui_arm_squadmember_2,1,,c,i,-1,-1,8191,,,,,,,
ui_arm_squadmember_3,1,,c,i,-1,-1,8191,,,,,,,
ui_arm_dominatingTeam,1,,g,i,-1,-1,2,,,,,,,
ui_upgrade_status,1,,c,i,0,0,65535,,,,,,,
ui_br_smallarms_ammo,1,,c,i,0,0,999,,,,,,,
ui_br_shotgun_ammo,1,,c,i,0,0,999,,,,,,,
ui_br_assault_ammo,1,,c,i,0,0,999,,,,,,,
ui_br_sniper_ammo,1,,c,i,0,0,999,,,,,,,
ui_br_rocket_ammo,1,,c,i,0,0,999,,,,,,,
ui_hq_num_alive,1,,g,i,0,0,100,,,,,,,
ui_hq_ownerteam,1,,g,i,-1,-1,2,,,,,,,
ui_dmz_uav_tower_screen,1,,c,i,0,0,1,,,,,,,#0=off, 1=on
