setchancecol,mp/loot/core/risk/lootset_root.csv,2,,# root,,# column 0 is "Item"/"chance" etc, column 1 is the name, so first weight is in column 2,,,,,,,,,,
setchancecol,mp/loot/core/risk/lootset_global.csv,3,,# global,,,,,,,,,,,,
setchancecol,mp/loot/core/risk/lootset_named_Location.csv,4,,# named_Location,,,,,,,,,,,,
setchancecol,mp/loot/core/risk/lootset_extra_plunder.csv,5,,# extra_plunder,,,,,,,,,,,,
setchancecol,mp/loot/core/risk/lootset_superstore.csv,6,,# superstore,,,,,,,,,,,,
setchancecol,mp/loot/core/risk/lootset_cache_base.csv,7,,# cache_base,,,,,,,,,,,,
setchancecol,mp/loot/core/risk/lootset_cache_lege.csv,8,,# cache_lege,,,,,,,,,,,,
setchancecol,mp/loot/core/risk/lootset_cache_pe_chop.csv,9,,# cache_pe_chop,,,,,,,,,,,,
setchancecol,mp/loot/core/risk/lootset_contract_asn.csv,10,,# contract_asn,,,,,,,,,,,,
setchancecol,mp/loot/core/risk/lootset_contract_dom.csv,11,,# contract_dom,,,,,,,,,,,,
setchancecol,mp/loot/core/risk/lootset_contract_scav1.csv,12,,# contract_scav1,,,,,,,,,,,,
setchancecol,mp/loot/core/risk/lootset_contract_scav2.csv,13,,# contract_scav2,,,,,,,,,,,,
setchancecol,mp/loot/core/risk/lootset_contract_scav3.csv,14,,# contract_scav3,,,,,,,,,,,,
setchancecol,mp/loot/core/risk/lootset_bunkers.csv,15,,# bunkers,,,,,,,,,,,,
setchancecol,mp/loot/core/risk/lootset_empty.csv,16,,# N/A,,,,,,,,,,,,
chance,ammo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chance,health,,2,2,2,2,2,2,2,2,2,2,2,2,2,2
chance,plunder,,3,3,3,3,3,3,3,3,3,3,3,3,3,3
chance,killstreak,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chance,lethal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chance,tactical,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chance,super,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chance,weapon,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chance,gear,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chance,revive,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chance,tablet,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chance,keycard,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chance,key,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chance,valuable,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chance,xp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,brloot_ammo_12g,,15,15,15,15,15,15,15,15,15,15,15,15,15,0
item,brloot_ammo_50cal,,23,23,23,23,23,23,23,23,23,23,23,23,23,0
item,brloot_ammo_762,,30,30,30,30,30,30,30,30,30,30,30,30,30,0
item,brloot_ammo_919,,23,23,23,23,23,23,23,23,23,23,23,23,23,0
item,brloot_ammo_rocket,,9,9,9,9,9,9,9,9,9,9,9,9,9,0
item,brloot_equip_gasmask,,0,100,100,100,100,100,100,100,100,100,100,100,100,0
item,brloot_self_revive,,100,100,100,100,100,100,100,100,100,100,100,100,100,0
rarity,0_lethal,,50,50,50,50,45,45,45,45,45,45,45,45,45,0
rarity,1_lethal,,30,30,30,30,30,30,30,30,30,30,30,30,30,0
rarity,2_lethal,,20,20,20,20,20,20,20,20,20,20,20,20,20,0
rarity,3_lethal,,0,0,0,0,10,10,10,10,10,10,10,10,10,0
rarity,4_lethal,,0,0,0,0,5,5,5,5,5,5,5,5,5,0
rarity,0_tactical,,50,50,50,50,45,45,45,45,45,45,45,45,45,0
rarity,1_tactical,,30,30,30,30,30,30,30,30,30,30,30,30,30,0
rarity,2_tactical,,20,20,20,20,20,20,20,20,20,20,20,20,20,0
rarity,3_tactical,,0,0,0,0,10,10,10,10,10,10,10,10,10,0
rarity,4_tactical,,0,0,0,0,5,5,5,5,5,5,5,5,5,0
item,brloot_health_adrenaline,,100,100,100,100,100,100,100,100,100,100,100,100,100,0
rarity,0_super,,25,25,25,25,0,0,0,0,0,0,0,0,0,0
rarity,1_super,,40,40,40,40,0,0,0,0,0,0,0,0,0,0
rarity,2_super,,35,35,35,35,40,40,40,40,40,40,40,40,0,0
