0,8022,rank_00,,5127,5134,9185,9129,9094,9118,9085,9236,9269,9145,9151,9169,9150,9202,9203,9216,9244,11354,11350,11344,11303,11352,11356,11311,11317,9087,11265,11266,11267,11268,11269
1,8014,rank_01,,5135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8023,rank_02,,5130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8004,rank_03,,5138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7994,rank_04,,9268,11374,2439,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8016,rank_05,,9170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7987,rank_06,,9125,11330,1513,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8019,rank_07,,9210,9238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8035,rank_08,,9161,11366,3466,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8020,rank_09,,9086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,8010,rank_10,,9199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,7985,rank_11,,9225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7990,rank_12,,9148,11324,3431,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,8015,rank_13,,9193,11326,1449,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,8013,rank_14,,9112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,7988,rank_15,,9230,11339,2763,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,7997,rank_16,,9099,11355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,8008,rank_17,,9153,9192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,7989,rank_18,,9082,11302,666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,8021,rank_19,,9078,9243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,7982,rank_20,,9213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,7992,rank_21,,9171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,8027,rank_22,,9104,11305,1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,7999,rank_23,,9254,11337,1186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,7991,rank_24,,9084,11314,3667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,7995,rank_25,,9212,9175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,8028,rank_26,,9158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,8024,rank_27,,9198,11329,2587,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,8017,rank_28,,9111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,8006,rank_29,,9266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,8000,rank_30,,9206,11307,3241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,8030,rank_31,,9168,11351,1338,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,8002,rank_32,,9096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,8003,rank_33,,9191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,8009,rank_34,,9167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,7996,rank_35,,9095,11313,2242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,7998,rank_36,,9214,11353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,8007,rank_37,,9251,11315,2810,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,7993,rank_38,,9215,11367,2174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,7983,rank_39,,9092,9159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,8005,rank_40,,9217,11372,2796,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,7984,rank_41,,9154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,8012,rank_42,,9253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,8036,rank_43,,9194,11358,3122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,8029,rank_44,,9247,5133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,8018,rank_45,,9119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,8034,rank_46,,9186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,8032,rank_47,,9146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,8001,rank_48,,9257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,8011,rank_49,,9188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,8033,rank_50,,9179,9250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,8025,rank_51,,9183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,8031,rank_52,,9140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,8026,rank_53,,9100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,7986,rank_54,,9176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,16071,rank_55,9962|9932|9960|9934|9935,10236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,16135,rank_56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,16143,rank_57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,16096,rank_58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,16220,rank_59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,16194,rank_60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,16199,rank_61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,16240,rank_62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,16193,rank_63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,16156,rank_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,16058,rank_65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,16176,rank_66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,16173,rank_67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,16126,rank_68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,16122,rank_69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,16124,rank_70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,16165,rank_71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,16215,rank_72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,16077,rank_73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,16219,rank_74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,16120,rank_75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,16074,rank_76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,16081,rank_77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,16181,rank_78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,16167,rank_79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,16235,rank_80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,16164,rank_81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,16080,rank_82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,16083,rank_83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,16086,rank_84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,16064,rank_85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,16168,rank_86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,16236,rank_87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,16088,rank_88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,16061,rank_89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,16072,rank_90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,16094,rank_91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,16224,rank_92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,16125,rank_93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,16093,rank_94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,16095,rank_95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,16149,rank_96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,16123,rank_97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,16139,rank_98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,16186,rank_99,9963|9936|9937|9938|9939,9767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,16208,rank_100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,16203,rank_101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,16144,rank_102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,16227,rank_103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,16089,rank_104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,16127,rank_105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,16104,rank_106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,16182,rank_107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,16202,rank_108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,16163,rank_109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,16062,rank_110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,16160,rank_111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,16060,rank_112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,16216,rank_113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,16132,rank_114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,16141,rank_115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,16179,rank_116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,16187,rank_117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,16251,rank_118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,16221,rank_119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,16134,rank_120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,16158,rank_121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,16238,rank_122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,16200,rank_123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,16090,rank_124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,16237,rank_125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,16121,rank_126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,16206,rank_127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,16113,rank_128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,16217,rank_129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,16185,rank_130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,16214,rank_131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,16107,rank_132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,16117,rank_133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,16207,rank_134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,16243,rank_135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,16112,rank_136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,16110,rank_137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,16068,rank_138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,16192,rank_139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,16247,rank_140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,16114,rank_141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,16101,rank_142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,16115,rank_143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,16180,rank_144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,16174,rank_145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,16118,rank_146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,16075,rank_147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,16230,rank_148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,16105,rank_149,9964|9940|9941|9942|9943,10218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,16147,rank_150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,16069,rank_151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,16063,rank_152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,16231,rank_153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,16170,rank_154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,16148,rank_155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,16188,rank_156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,16150,rank_157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,16212,rank_158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,16097,rank_159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,16106,rank_160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,16146,rank_161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,16057,rank_162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,16178,rank_163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,16226,rank_164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,16241,rank_165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,16169,rank_166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,16161,rank_167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,16196,rank_168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,16129,rank_169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,16218,rank_170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,16138,rank_171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,16142,rank_172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,16249,rank_173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,16099,rank_174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,16082,rank_175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,16209,rank_176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,16244,rank_177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,16151,rank_178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,16128,rank_179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,16189,rank_180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,16092,rank_181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,16073,rank_182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,16232,rank_183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,16159,rank_184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,16078,rank_185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,16100,rank_186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
