TestCircle,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_4,BRMapItemColor.mapItemColor_4,,,no_alt,,0,,
Jumper_Br,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_0,BRMapItemColor.mapItemColor_0,,,compassping_portable_radar_sweep,,0,,
JumpMaster_Br,ui_mp_br_infil_squad_icon_base,0,0,0,0,1,1,0.25,1,1,1,BRMapItemColor.mapItemColor_0,BRMapItemColor.mapItemColor_0,,,jup_ui_map_icon_obj_area,,0,,
ScavengerHunt_Br,ui_mp_br_splash_mission_obj_scavengerhunt_pro,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_4,BRMapItemColor.mapItemColor_4,,,,,0,,
Assassination_Br,ui_mp_br_ping_icon_assassin_tablet,0,1,1,0,0,1,0.8,1,1,1,BRMapItemColor.mapItemColor_13_mission,BRMapItemColor.mapItemColor_13_mission,,,,,0,,1
master_Assassination_Br,ui_mp_br_ping_icon_assassin_tablet,0,1,1,0,0,1,0.8,1,1,1,BRMapItemColor.mapItemColor_13_mission,BRMapItemColor.mapItemColor_13_mission,,,,,0,,1
Intel_Br,ui_map_icon_watermark_intel,0,0,1,0,0,1,0.8,1,1,1,BRMapItemColor.mapItemColor_14,BRMapItemColor.mapItemColor_14,,,,,0,,
Intel_Br_Clipped,ui_map_icon_watermark_intel,0,1,1,0,0,1,0.8,1,1,1,BRMapItemColor.mapItemColor_14,BRMapItemColor.mapItemColor_14,,,,,0,,
LootLeaderTop_Plunder,ui_map_icon_marked_leader,0,1,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_1_brCircle,BRMapItemColor.mapItemColor_1_brCircle,,,,,0,,
LootLeader_Plunder,ui_map_icon_top_earners,0,1,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_1_brCircle,BRMapItemColor.mapItemColor_1_brCircle,,,,,0,,
Expired_LootLeaderTop_Plunder,ui_map_icon_marked_leader,1,1,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_1_brCircle,BRMapItemColor.mapItemColor_1_brCircle,,,,,0,,
Explore_Fortress_Dmz,ui_map_icon_obj_fortress,0,1,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_4,BRMapItemColor.mapItemColor_4,,,,,0,,
Elimination_Dmz,,0,1,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_4,BRMapItemColor.mapItemColor_4,,,,,0,,
Safe_Defend_Dmz,ui_map_icon_obj_defend,0,1,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_4,BRMapItemColor.mapItemColor_4,,,,,0,,
Expired_LootLeader_Plunder,ui_map_icon_top_earners,1,1,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_1_brCircle,BRMapItemColor.mapItemColor_1_brCircle,,,,,0,,
Juggernaut_Br,ui_mp_br_ping_icon_juggernaut,1,0,1,1,0,1,0.8,1,1,1,BRMapItemColor.mapItemColor_11,BRMapItemColor.mapItemColor_11,,,,,0,,
SafeCracker_Br,ui_mp_br_pinned_minimap_icon_x1_04,0,1,1,1,0,1,0.8,1,1,1,BRMapItemColor.mapItemColor_4,BRMapItemColor.mapItemColor_4,,,,,0,,
Risk_Plate_Br,ui_mp_br_splash_mission_obj_scavengerhunt_pro,1,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_8,BRMapItemColor.mapItemColor_8,,,,,0,,
Exhume_Jugg_Cp,ui_mp_br_splash_mission_obj_scavengerhunt_pro,1,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_13_mission,BRMapItemColor.mapItemColor_13_mission,,,,,0,,
Mission_Aj_Cp,ui_mp_br_splash_mission_obj_scavengerhunt_pro,1,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_13_mission,BRMapItemColor.mapItemColor_13_mission,,,,,0,,
Bad_Situation_Cp,,2,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_13_mission,BRMapItemColor.mapItemColor_13_mission,,,,,0,,
Radio_Tower_Cp,,1,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_13_mission,BRMapItemColor.mapItemColor_13_mission,,,,,0,,
Collect_Dmz,ui_mp_br_ping_icon_assassin_tablet,0,1,1,0,0,1,0.8,1,1,1,Global.keyColorDark,Global.keyColorDark,,,,,0,,
Explore_Dmz,,0,0,0,0,0,1,0.25,1,1,1,Global.keyColorDark,Global.keyColorDark,,,,,0,,
Sandbox_Br,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_11,BRMapItemColor.mapItemColor_11,,,,,0,,
PeekCircle_Br,,0,0,0,0,0,0,0.25,1,1,1,BRMapItemColor.mapItemColor_4,BRMapItemColor.mapItemColor_4,,,,,0,,
Collection_Br,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_1_brCircle,BRMapItemColor.mapItemColor_1_brCircle,,,,,0,,
Prop_Br,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_4,BRMapItemColor.mapItemColor_4,,,,,0,,
Prop_Circle_Br,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_1_brCircle,BRMapItemColor.mapItemColor_1_brCircle,,,,,0,,
Risk_Circle_allies,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_8,BRMapItemColor.mapItemColor_8,,,,,0,,
Risk_Circle_axis,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_1,BRMapItemColor.mapItemColor_1,,,,,0,,
Risk_Circle_team_three,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_2,BRMapItemColor.mapItemColor_2,,,,,0,,
Risk_Circle_team_four,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_6,BRMapItemColor.mapItemColor_6,,,,,0,,
Risk_Circle_defcon,,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_0,BRMapItemColor.mapItemColor_0,,,,,0,,
Hostage_Dmz,,0,0,0,0,0,1,0.25,1,1,1,Global.keyColorDark,Global.keyColorDark,,,,,0,,
Boss_Dmz,,0,1,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_1_brCircle,BRMapItemColor.mapItemColor_1_brCircle,,,,,0,,
Boss_Dmz_Rat,,0,1,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_1_brCircle,BRMapItemColor.mapItemColor_1_brCircle,,,,,0,,
SupplyDrop_Dmz,ui_map_icon_cash_drop,0,0,0,0,0,1,0.25,1,1,1,BRMapItemColor.mapItemColor_4,BRMapItemColor.mapItemColor_4,,,,,0,,
Radiation_Dmz,ui_map_icon_dmz_radiation,0,1,1,0,0,1,0.5,1,3,0,IW9StyleGuide.styleGuideFeatured01,WZStyleGuide.wzStyleGuideRadioactive,,,,,0,,
