1929,iw9_ch_daily_bads_stealth_cp,CHALLENGE/DAILY_BADS_STEALTH,CHALLENGE/DAILY_BADS_STEALTH_DESC,1,0,,6,,,,,1,,,
8909,iw9_ch_daily_cp_compound_1,CHALLENGE/DAILY_BONUS,CHALLENGE/DAILY_BONUS_DESC,1,10000,,4,,,,,1,1929|2614,,
8910,iw9_ch_daily_cp_compound_2,CHALLENGE/DAILY_BONUS,CHALLENGE/DAILY_BONUS_DESC,1,10000,,4,,,,,2,2690|8874,,
8911,iw9_ch_daily_cp_compound_3,CHALLENGE/DAILY_BONUS,CHALLENGE/DAILY_BONUS_DESC,1,10000,,4,,,,,3,970|8880,,
8912,iw9_ch_daily_cp_compound_4,CHALLENGE/DAILY_BONUS,CHALLENGE/DAILY_BONUS_DESC,1,10000,,4,,,,,4,1929|8876,,
8913,iw9_ch_daily_cp_compound_5,CHALLENGE/DAILY_BONUS,CHALLENGE/DAILY_BONUS_DESC,1,10000,,4,,,,,5,116|7636,,
8914,iw9_ch_daily_cp_compound_6,CHALLENGE/DAILY_BONUS,CHALLENGE/DAILY_BONUS_DESC,1,10000,,4,,,,,6,7634|8874,,
8915,iw9_ch_daily_cp_compound_7,CHALLENGE/DAILY_BONUS,CHALLENGE/DAILY_BONUS_DESC,1,10000,,4,,,,,7,2690|8878,,
8916,iw9_ch_daily_cp_compound_8,CHALLENGE/DAILY_BONUS,CHALLENGE/DAILY_BONUS_DESC,1,10000,,4,,,,,8,7630|7629,,
2690,iw9_ch_daily_observatory_jugg,CHALLENGE/DAILY_OBSERVATORY_JUGG,CHALLENGE/DAILY_OBSERVATORY_JUGG_DESC,1,0,,6,,,,,2,,,
2725,iw9_ch_daily_delta_soldiers,CHALLENGE/DAILY_DELTA_SOLDIERS,CHALLENGE/DAILY_DELTA_SOLDIERS_DESC,3,2500,,3,,,,,1,,,
970,iw9_ch_daily_observatory_no_buy,CHALLENGE/DAILY_OBSERVATORY_NO_BUY,CHALLENGE/DAILY_OBSERVATORY_NO_BUY_DESC,1,0,,6,,,,,4,,,
966,iw9_ch_daily_observatory_use_skip_timer,CHALLENGE/DAILY_OBSERVATORY_USE_SKIP_TIMER,CHALLENGE/DAILY_OBSERVATORY_USE_SKIP_TIMER_DESC,1,2500,,3,,,,,2,,,
3041,iw9_ch_daily_vehesc_sam_site_no_plant,CHALLENGE/DAILY_VEHESC_SAM_SITE_NO_PLANT,CHALLENGE/DAILY_VEHESC_SAM_SITE_NO_PLANT_DESC,1,2500,,2,,,,,1,,,
2875,iw9_ch_daily_hydro_no_nvg_kill,CHALLENGE/DAILY_NO_NVG_KILL,CHALLENGE/DAILY_NO_NVG_KILL_DESC,5,2500,,3,,,,,4,,,
2961,iw9_ch_daily_vehicle_kill_cp,CHALLENGE/DAILY_VEHICLE_KILL,CHALLENGE/DAILY_VEHICLE_KILL_DESC,5,2500,,2,,,,,2,,,
412,iw9_ch_daily_heli_escort_chopper_kill,CHALLENGE/DAILY_HELI_ESCORT_CHOPPER_KILL,CHALLENGE/DAILY_HELI_ESCORT_CHOPPER_KILL_DESC,50,2500,,2,,,,,3,,,
1031,iw9_ch_daily_run_over_enemy_kill_cp,CHALLENGE/DAILY_RUN_OVER_ENEMY_KILL,CHALLENGE/DAILY_RUN_OVER_ENEMY_KILL_DESC,10,2500,,2,,,,,4,,,
54,iw9_ch_daily_defender_spend_money,CHALLENGE/DAILY_DEFENDER_SPEND_MONEY,CHALLENGE/DAILY_DEFENDER_SPEND_MONEY_DESC,5000,2500,,2,,,,,5,,,
3118,iw9_ch_daily_destroy_vehicle_escape_vehicles,CHALLENGE/DAILY_DESTROY_VEHICLE_ESCAPE_VEHICLES,CHALLENGE/DAILY_DESTROY_VEHICLE_ESCAPE_VEHICLES_DESC,3,2500,,2,,,,,6,,,
2718,iw9_ch_daily_complete_heli_escort_one_chopper,CHALLENGE/DAILY_COMPLETE_HELI_ESCORT_ONE_CHOPPER,CHALLENGE/DAILY_COMPLETE_HELI_ESCORT_ONE_CHOPPER_DESC,1,0,,6,,,,,6,,,
2614,iw9_ch_daily_complete_mission_no_down_cp,CHALLENGE/DAILY_COMPLETE_MISSION_NO_DOWN_CP,CHALLENGE/DAILY_COMPLETE_MISSION_NO_DOWN_CP_DESC,1,0,,6,,,,,7,,,
8874,iw9_ch_daily_complete_mission_denied_area_three_stars,CHALLENGE/REWARD_MISSION_COMPLETE_DENIED_AREA_THREE_STARS,CHALLENGE/REWARD_MISSION_COMPLETE_DENIED_AREA_THREE_STARS_DESC,1,0,,6,,,,,5,,,
8876,iw9_ch_daily_complete_mission_defender_mt_zaya_three_stars,CHALLENGE/REWARD_MISSION_COMPLETE_DEFENDER_MT_ZAYA_THREE_STARS,CHALLENGE/REWARD_MISSION_COMPLETE_DEFENDER_MT_ZAYA_THREE_STARS_DESC,1,0,,6,,,,,5,,,
8878,iw9_ch_daily_complete_mission_high_ground_three_stars,CHALLENGE/REWARD_MISSION_COMPLETE_HIGH_GROUND_THREE_STARS,CHALLENGE/REWARD_MISSION_COMPLETE_HIGH_GROUND_THREE_STARS_DESC,1,0,,6,,,,,5,,,
8880,iw9_ch_daily_complete_mission_low_profile_three_stars,CHALLENGE/REWARD_MISSION_COMPLETE_LOW_PROFILE_THREE_STARS,CHALLENGE/REWARD_MISSION_COMPLETE_LOW_PROFILE_THREE_STARS_DESC,1,0,,6,,,,,5,,,
116,iw9_ch_daily_complete_mission_three_stars_cp,CHALLENGE/DAILY_COMPLETE_MISSION_THREE_STARS_CP,CHALLENGE/DAILY_COMPLETE_MISSION_THREE_STARS_CP_DESC,1,0,,6,,,,,8,,,
4120,iw9_ch_daily_complete_mission_no_revive_heli_escort,CHALLENGE/DAILY_COMPLETE_MISSION_NO_REVIVE_HELI_ESCORT,CHALLENGE/DAILY_COMPLETE_MISSION_NO_REVIVE_HELI_ESCORT_DESC,1,0,,6,,,,,9,,,
7632,iw9_ch_daily_purchase_armor_bundle,CHALLENGE/DAILY_PURCHASE_ARMOR_BUNDLE,CHALLENGE/DAILY_PURCHASE_ARMOR_BUNDLE_DESC,1,2500,,2,,,,,7,,,
