tagReject,nodmz,100,,
tagReject,nodrop,100,,
rollChance,plunder,24,,
rollChance,key,1,,
rollChance,valuable,22,,
rollChance,personal,3,,
rollChance,plate_carrier,3,,
rollChance,gear,6,,
rollChance,weapon,3,,
item,loot_key_fortress,5,,
tagChance,key&pristine&keytier2,1,,
tagChance,key&used&keytier2,2,,
tagChance,key&pristine&keytier1,4,,
tagChance,key&used&keytier1,5,,
tagChance,plunder&0,1,,
item,brloot_valuable_laptop,1,,
item,brloot_valuable_liquor,1,,
item,brloot_valuable_comicbook,3,,
item,brloot_valuable_game_console,1,,
item,brloot_valuable_watch,3,,
item,brloot_plate_carrier_2,1,,
item,brloot_backpack_medium,50,,
item,brloot_backpack_large,1,,
item,brloot_equip_gasmask,15,,
item,brloot_personal_pictureofawoman,20,,
item,brloot_personal_pictureofaman,20,,
item,brloot_personal_pictureofachild,20,,
item,brloot_personal_pictureofadog,20,,
item,brloot_personal_pictureofacat,20,,
item,brloot_personal_heartlocket,20,,
item,brloot_personal_wornnecklace,20,,
item,brloot_personal_oldwatch,20,,
item,brloot_personal_vialofinsulin,10,,
item,brloot_personal_cancermedication,10,,
item,brloot_personal_toyknife,10,,
item,brloot_personal_brokenglasses,20,,
item,brloot_personal_origamihorse,1,,
item,brloot_personal_smalldoll,5,,
tagChance,weapon&0,99,,
tagChance,weapon&[1-4],1,,
item,brloot_valuable_folder,4,,
item,brloot_valuable_bandage,5,,
item,brloot_valuable_freshwater,3,,
item,brloot_valuable_soothinglotion,4,,
item,brloot_valuable_comicbook_firsted,1,,
reqAdd,,1,0,100
reqAdd,(!weapon),1,0,35
reqAdd,(!weapon),1,0,15
reqAdd,,1,0,5
