0,test_01,0,,0
1,test_02,0,,0
2,test_03,0,,0
3,test_04,0,,0
4,test_05,0,,0
5,test_06,0,,0
6,test_07,0,,0
7,test_08,0,,0
8,test_09,0,,0
9,test_10,0,,0
10,vehesc_intel_hd_01,1,denied_area,0
11,vehesc_intel_hd_02,1,denied_area,0
12,vehesc_intel_hd_03,1,denied_area,0
13,vehesc_intel_hd_04,1,denied_area,0
14,vehesc_intel_hd_05,1,denied_area,0
15,vehesc_intel_usb_01,1,denied_area,0
16,vehesc_intel_usb_02,1,denied_area,0
17,vehesc_intel_usb_03,1,denied_area,0
18,vehesc_intel_usb_04,1,denied_area,0
19,vehesc_intel_usb_05,1,denied_area,0
20,heliesc_intel_hd_01,1,high_ground,1
21,heliesc_intel_hd_02,1,high_ground,1
22,heliesc_intel_hd_03,1,high_ground,1
23,heliesc_intel_hd_04,1,high_ground,1
24,heliesc_intel_hd_05,1,high_ground,1
25,heliesc_intel_usb_01,1,high_ground,1
26,heliesc_intel_usb_02,1,high_ground,1
27,heliesc_intel_usb_03,1,high_ground,1
28,heliesc_intel_usb_04,1,high_ground,1
29,heliesc_intel_usb_05,1,high_ground,1
30,bads_intel_hd_01,1,low_profile,0
31,bads_intel_hd_02,1,low_profile,0
32,bads_intel_hd_03,1,low_profile,0
33,bads_intel_hd_04,1,low_profile,0
34,bads_intel_hd_05,1,low_profile,0
35,bads_intel_usb_01,1,low_profile,0
36,bads_intel_usb_02,1,low_profile,0
37,bads_intel_usb_03,1,low_profile,0
38,bads_intel_usb_04,1,low_profile,0
39,bads_intel_usb_05,1,low_profile,0
40,obs_intel_hd_01,1,defender,0
41,obs_intel_hd_02,1,defender,0
42,obs_intel_hd_03,1,defender,0
43,obs_intel_hd_04,1,defender,0
44,obs_intel_hd_05,1,defender,0
45,obs_intel_usb_01,1,defender,0
46,obs_intel_usb_02,1,defender,0
47,obs_intel_usb_03,1,defender,0
48,obs_intel_usb_04,1,defender,0
49,obs_intel_usb_05,1,defender,0
50,r1_01,1,,1.5
51,r1_02,1,,1.5
52,r1_03,1,,1.5
53,r1_04,1,,1.5
54,r1_05,1,,1.5
55,r1_06,1,,1.5
56,r1_07,1,,1.5
57,r1_08,1,,1.5
58,r1_09,1,,1.5
59,r1_10,1,,1.5
60,r1_11,1,,1.5
61,r1_12,1,,1.5
62,r1_13,1,,1.5
63,r1_14,1,,1.5
64,r1_15,1,,1.5
65,r1_16,1,,1.5
66,r1_17,1,,1.5
67,r1_18,1,,1.5
68,r1_19,1,,1.5
69,r1_20,1,,1.5
70,r2_01,0,,2.5
71,r2_02,0,,2.5
72,r2_03,0,,2.5
73,r2_04,0,,2.5
74,r2_05,0,,2.5
75,r2_06,0,,2.5
76,r2_07,0,,2.5
77,r2_08,0,,2.5
78,r2_09,0,,2.5
79,r2_10,0,,2.5
80,r3_01,0,,3.5
81,r3_02,0,,3.5
82,r3_03,0,,3.5
83,r3_04,0,,3.5
84,r3_05,0,,3.5
85,r3_06,0,,3.5
86,r3_07,0,,3.5
87,r3_08,0,,3.5
88,r3_09,0,,3.5
89,r3_10,0,,3.5
90,bs_11,1,low_profile,1
91,bs_12,1,low_profile,1
92,bs_13,1,low_profile,1
93,bs_14,1,low_profile,1
94,bs_15,1,low_profile,1
95,bs_16,1,low_profile,1
96,bs_17,1,low_profile,1
97,bs_18,1,low_profile,1
98,bs_19,1,low_profile,1
99,bs_20,1,low_profile,1
100,ve_11,1,denied_area,1
101,ve_12,1,denied_area,1
102,ve_13,1,denied_area,1
103,ve_14,1,denied_area,1
104,ve_15,1,denied_area,1
105,ve_16,1,denied_area,1
106,ve_17,1,denied_area,1
107,ve_18,1,denied_area,1
108,ve_19,1,denied_area,1
109,ve_20,1,denied_area,1
110,r2_11,0,,2.5
111,r2_12,0,,2.5
112,r2_13,0,,2.5
113,r2_14,0,,2.5
114,r2_15,0,,2.5
115,r2_16,0,,2.5
116,r2_17,0,,2.5
117,r2_18,0,,2.5
118,r2_19,0,,2.5
119,r2_20,0,,2.5
120,ld_01,0,,3
121,ld_02,0,,3
122,ld_03,0,,3
123,ld_04,0,,3
124,ld_05,0,,3
125,ld_06,0,,3
126,ld_07,0,,3
127,ld_08,0,,3
128,ld_09,0,,3
129,ld_10,0,,3
130,r3_11,0,,3.5
131,r3_12,0,,3.5
132,r3_13,0,,3.5
133,r3_14,0,,3.5
134,r3_15,0,,3.5
135,r3_16,0,,3.5
136,r3_17,0,,3.5
137,r3_18,0,,3.5
138,r3_19,0,,3.5
139,r3_20,0,,3.5
140,r4_01,0,,4.5
141,r4_02,0,,4.5
142,r4_03,0,,4.5
143,r4_04,0,,4.5
144,r4_05,0,,4.5
145,r4_06,0,,4.5
146,r4_07,0,,4.5
147,r4_08,0,,4.5
148,r4_09,0,,4.5
149,r4_10,0,,4.5
150,r4_11,0,,4.5
151,r4_12,0,,4.5
152,r4_13,0,,4.5
153,r4_14,0,,4.5
154,r4_15,0,,4.5
155,r4_16,0,,4.5
156,r4_17,0,,4.5
157,r4_18,0,,4.5
158,r4_19,0,,4.5
159,r4_20,0,,4.5
