item,brloot_ammo_12g,ammo,0,16,,,,,,,MP/BR_AMMO_SHOTGUN,MP/BR_AMMO_SHOTGUN,ui_mp_br_loot_icon_ammo_shells_detail,br_pickup_ammo,,,40,,,1,,,,,,,,,MP/BR_AMMO_SHOTGUN,,,,,ui_mp_br_loot_icon_ammo_shells_detail,,0
item,brloot_ammo_50cal,ammo,0,16,,,,,,,MP/BR_AMMO_SNIPER,MP/BR_AMMO_SNIPER,ui_mp_br_loot_icon_ammo_high_detail,br_pickup_ammo,,,40,,,1,,,,,,,,,MP/BR_AMMO_SNIPER,,,,,ui_mp_br_loot_icon_ammo_high_detail,,0
item,brloot_ammo_762,ammo,0,60,,,,,,,MP/BR_AMMO_AR_LMG,MP/BR_AMMO_AR_LMG,ui_mp_br_loot_icon_ammo_mid_detail,br_pickup_ammo,,,210,,,1,,,,,,,,,MP/BR_AMMO_AR_LMG,,,,,ui_mp_br_loot_icon_ammo_mid_detail,,0
item,brloot_ammo_919,ammo,0,60,,,,,,,MP/BR_AMMO_PISTOL_SMG,MP/BR_AMMO_PISTOL_SMG,ui_mp_br_loot_icon_ammo_small_detail,br_pickup_ammo,,,150,,,1,,,,,,,,,MP/BR_AMMO_PISTOL_SMG,,,,,ui_mp_br_loot_icon_ammo_small_detail,,0
item,brloot_ammo_rocket,ammo,0,1,,,,,,,MP/BR_AMMO_LAUNCHER,MP/BR_AMMO_LAUNCHER,ui_mp_br_loot_icon_ammo_rocket_detail,br_pickup_ammo,,,6,,,1,,,,,,,,,MP/BR_AMMO_LAUNCHER,,,,,ui_mp_br_loot_icon_ammo_rocket_detail,,0
item,brloot_equip_gasmask,gear,4,108,,,,,,,MP/BR_GASMASK,MP/BR_GASMASK_DESC,hud_icon_equipment_gas_mask,br_legendary_loot_pickup,,,,,,1,,,,,,,,,MP/BR_GASMASK,,,,,hud_icon_equipment_gas_mask,,0
item,brloot_equip_gasmask_durable,gear,4,216,,,,,,,MP/BR_GASMASK_DURABLE,MP/BR_GASMASK_DESC,hud_icon_equipment_gas_mask_durable,br_legendary_loot_pickup,,,,,,1,,,,,,,,,MP/BR_GASMASK_DURABLE,,,,,hud_icon_equipment_gas_mask_durable,,0
item,brloot_armor_plate,health,2,1,150,,,equip_armorplate,,,EQUIPMENT/ARMOR_PLATE_BR,EQUIPMENT/ARMOR_PLATE_DESC_BR,hud_icon_loot_armor_plate,,3,,5,armor_plate,,1,,,,,,,,,EQUIPMENT/ARMOR_PLATE_BR,,,,,hud_icon_loot_armor_plate,,0
item,brloot_self_revive,revive,4,1,,,,,,,MP_BR_INGAME/KIOSK_ITEM_SELF_REVIVE,,hud_icon_loot_revive,br_legendary_loot_pickup,,,,brloot_self_revive,,1,,,,,,,,,MP_BR_INGAME/KIOSK_ITEM_SELF_REVIVE,,,,,hud_icon_loot_revive,,0
item,brloot_rumble_powerup_double_points,powerup,4,1,,,,,,,BR_RUMBLE/DOUBLE_POINTS,BR_RUMBLE/ITEM_TYPE_POWERUP_DOUBLE_POINTS,ui_mp_br_rumble_double_points,br_legendary_loot_pickup,,,,,,1,,,,,,,,,BR_RUMBLE/DOUBLE_POINTS,,,,,ui_mp_br_loot_icon_respawn_token,,0
item,brloot_rumble_powerup_field_resupply,powerup,4,1,,,,,,,BR_RUMBLE/FIELD_RESUPPLY,BR_RUMBLE/ITEM_TYPE_POWERUP,ui_mp_br_rumble_field_resupply,br_legendary_loot_pickup,,,,,,1,,,,,,,,,BR_RUMBLE/FIELD_RESUPPLY,,,,,ui_mp_br_loot_icon_respawn_token,,0
item,brloot_rumble_powerup_killmonger,powerup,4,1,,,,,,,BR_RUMBLE/KILLMONGER,BR_RUMBLE/ITEM_TYPE_POWERUP_KILLMONGER,ui_mp_br_rumble_killmonger,br_legendary_loot_pickup,,,,,,1,,,,,,,,,BR_RUMBLE/KILLMONGER,,,,,ui_mp_br_loot_icon_respawn_token,,0
item,brloot_rumble_powerup_speed_boost,powerup,4,1,,,,,,,BR_RUMBLE/SPEED_BOOST,BR_RUMBLE/ITEM_TYPE_POWERUP_SPEED_BOOST,ui_mp_br_rumble_speed_boost,br_legendary_loot_pickup,,,,,,1,,,,,,,,,BR_RUMBLE/SPEED_BOOST,,,,,ui_mp_br_loot_icon_respawn_token,,0
item,brloot_offhand_frag,lethal,0,1,,,,equip_frag,,,EQUIPMENT/FRAG_BR,EQUIPMENT/FRAG_DESC,hud_icon_equipment_frag,iw9_br_pickup_lethal,,2,2,,,1,,,,,,,,,EQUIPMENT/FRAG_BR,,,,,hud_icon_equipment_frag,,0
item,brloot_offhand_atmine,lethal,2,1,,,,equip_at_mine,,,EQUIPMENT/ATMINE_BR,,hud_icon_equipment_at_mine,,,2,2,,,1,,,,,,,,,EQUIPMENT/ATMINE_BR,,,,,hud_icon_equipment_at_mine,,0
item,brloot_offhand_claymore,lethal,2,1,,,,equip_claymore,,,EQUIPMENT/CLAYMORE_BR,,hud_icon_equipment_claymore,,,2,2,,,1,,,,,,,,,EQUIPMENT/CLAYMORE_BR,,,,,hud_icon_equipment_claymore,,0
item,brloot_offhand_molotov,lethal,1,1,,,,equip_molotov,,,EQUIPMENT/MOLOTOV_BR,,hud_icon_equipment_molotov,,,2,2,,,1,,,,,,,,,,,,,,hud_icon_equipment_molotov,,0
item,brloot_offhand_semtex,lethal,0,1,,,,equip_semtex,,,EQUIPMENT/SEMTEX_BR,,hud_icon_equipment_semtex,iw9_br_pickup_tactical,,2,2,,,1,,,,,,,,,EQUIPMENT/SEMTEX_BR,,,,,hud_icon_equipment_semtex,,0
item,brloot_offhand_thermite,lethal,1,1,,,,equip_thermite,,,EQUIPMENT/THERMITE_BR,,hud_icon_equipment_thermite,,,2,2,,,1,,,,,,,,,EQUIPMENT/THERMITE_BR,,,,,hud_icon_equipment_thermite,,0
item,brloot_offhand_throwingknife,lethal,0,1,,,,equip_throwing_knife,,,EQUIPMENT/THROWING_KNIFE_BR,,ui_mp_br_loot_icon_equipment_throwingknife,,,2,2,,,1,,,,,,,,,EQUIPMENT/THROWING_KNIFE_BR,,,,,ui_mp_br_loot_icon_equipment_throwingknife,,0
item,brloot_offhand_c4,lethal,2,1,,,,equip_c4,,,EQUIPMENT/C4,,hud_icon_equipment_c4,iw9_br_pickup_lethal,,2,2,,,1,,,,,,,,,EQUIPMENT/C4,,,,,hud_icon_equipment_c4,,0
item,brloot_health_adrenaline,tactical,0,1,,,,equip_adrenaline,,,EQUIPMENT/ADRENALINE_BR,EQUIPMENT/ADRENALINE_DESC_BR,hud_icon_equipment_stim,,,2,2,,,1,,,,,,,,,EQUIPMENT/ADRENALINE_BR,,,,,hud_icon_equipment_stim,,0
item,brloot_offhand_concussion,tactical,1,1,,,,equip_concussion,,,EQUIPMENT/CONCUSSION_BR,,hud_icon_equipment_stun,,,2,2,,,1,,,,,,,,,EQUIPMENT/CONCUSSION_BR,,,,,hud_icon_equipment_stun,,0
item,brloot_offhand_decoy,tactical,0,1,,,,equip_decoy,,,EQUIPMENT/DECOY_BR,,hud_icon_equipment_decoy,,,2,2,,,1,,,,,,,,,EQUIPMENT/DECOY_BR,,,,,hud_icon_equipment_decoy,,0
item,brloot_offhand_flash,tactical,1,1,,,,equip_flash,,,EQUIPMENT/FLASH_BR,,hud_icon_equipment_flash,iw9_br_pickup_tactical,,2,2,,,1,,,,,,,,,EQUIPMENT/FLASH_BR,,,,,hud_icon_equipment_flash,,0
item,brloot_offhand_binoculars,tactical,0,1,,,,equip_binoculars,,,EQUIPMENT/BINOCULARS,,hud_icon_equipment_spotter_scope,,,2,1,,,1,,,,,,,,,EQUIPMENT/BINOCULARS,,,,,hud_icon_equipment_spotter_scope,,0
item,brloot_offhand_heartbeatsensor,tactical,2,100,,,,equip_hb_sensor,,,EQUIPMENT/HEARTBEATSENSOR_BR,,hud_icon_equipment_hb_sensor,,,2,1,,,1,,,,,,,,,EQUIPMENT/HEARTBEATSENSOR_BR,,,,,hud_icon_equipment_hb_sensor,,0
item,brloot_offhand_snapshot,tactical,2,1,,,,equip_snapshot_grenade,,,EQUIPMENT/SNAPSHOT_BR,,hud_icon_equipment_snapshot,,,2,2,,,1,,,,,,,,,EQUIPMENT/SNAPSHOT_BR,,,,,hud_icon_equipment_snapshot,,0
item,brloot_offhand_shockstick,tactical,1,1,,,,equip_shockstick,,,EQUIPMENT/SHOCK_STICK,,hud_icon_equipment_shock_stick,,,2,1,,,1,,,,,,,,,EQUIPMENT/SHOCK_STICK,,,,,hud_icon_equipment_shock_stick,,0
item,brloot_offhand_gas,tactical,0,1,,,,equip_gas_grenade,,,EQUIPMENT/GAS_BR,,ui_mp_br_loot_icon_equipment_gas,,,2,2,,,1,,,,,,,,,EQUIPMENT/GAS_BR,,,,,ui_mp_br_loot_icon_equipment_gas,,0
item,brloot_offhand_smoke,tactical,1,1,,,,equip_smoke,,,EQUIPMENT/SMOKE,,hud_icon_equipment_smoke,iw9_br_pickup_tactical,,2,2,equip_smoke,,1,,,,,,,,,EQUIPMENT/SMOKE,,,,,hud_icon_equipment_smoke,,0
item,brloot_quest_tablet,tablet,6,1,,,,,,,MP/BR_MISSION_TABLET,,hud_icon_fieldupgrade_ammo_box,,4,2,1,,,,#Loot Card - Contract Type,#Loot Card - Contract Time,#Loot Card - Reward 1,#Loot Card - Reward 2,#missionIndex,#Always Draw In World,,,MP/BR_MISSION_TABLET,,,,,hud_icon_fieldupgrade_ammo_box,,0
item,brloot_assassination_tablet_mgl,tablet,6,1,,,,,,,MP_BR_INGAME/ASSASSIN_CONTRACT,LUA_MENU_MOBILE/BOUNTY_LOOTCARD_DESCRIPTION,ui_map_icon_ph_combat,,4,2,1,,ui_map_icon_ph_combat,,MP_BR_INGAME/CONTRACT_TYPE_COMBAT,180,plunder_large,,assassination,,,,MP_BR_INGAME/ASSASSIN_CONTRACT,,,,,ui_map_icon_ph_combat,,0
item,brloot_domination_tablet_mgl,tablet,6,1,,,,,,,MP_BR_INGAME/DOMINATION_CONTRACT,LUA_MENU_MOBILE/RECON_LOOTCARD_DESCRIPTION,ui_map_icon_ph_recon,,4,2,1,,ui_map_icon_ph_recon,,MP_BR_INGAME/CONTRACT_TYPE_LOCATION,240,plunder_small,circle_peek,domination,,,,MP_BR_INGAME/DOMINATION_CONTRACT,,,,,ui_map_icon_ph_recon,,0
item,brloot_scavenger_tablet_mgl,tablet,6,1,,,,,,,MP_BR_INGAME/SCAVENGER_CONTRACT,LUA_MENU_MOBILE/SCAVENGER_LOOTCARD_DESCRIPTION,ui_map_icon_ph_scavenger,,4,2,1,,ui_map_icon_ph_scavenger,,MP_BR_INGAME/CONTRACT_TYPE_LOOTING,300,plunder_medium,,scavenger,,,,MP_BR_INGAME/SCAVENGER_CONTRACT,,,,,ui_map_icon_ph_scavenger,,0
item,brloot_vip_tablet_mgl,tablet,6,1,,,,,,,MP_BR_INGAME/VIP_CONTRACT,LUA_MENU_MOBILE/VIP_LOOTCARD_DESCRIPTION,ui_map_icon_ph_most_wanted,,4,2,1,,ui_map_icon_ph_most_wanted,,MP_BR_INGAME/CONTRACT_TYPE_COMBAT,180,plunder_large,team_revive,vip,,,,MP_BR_INGAME/VIP_CONTRACT,,,,,ui_map_icon_ph_most_wanted,,0
item,brloot_timedrun_tablet_mgl,tablet,6,1,,,,,,,MP_BR_INGAME/TIMEDRUN_CONTRACT,LUA_MENU_MOBILE/SUPPLYRUN_LOOTCARD_DESCRIPTION,ui_map_icon_ph_supply_run,,4,2,1,,ui_map_icon_ph_supply_run,,MP_BR_INGAME/CONTRACT_TYPE_LOCATION,120,plunder_small,fire_sale,timedrun,,,,MP_BR_INGAME/TIMEDRUN_CONTRACT,,,,,ui_map_icon_ph_supply_run,,0
item,br_loot_cache,cache,2,1,,,,,,,MP/BR_LOOT_CACHE,MP/BR_LOOT_CACHE_DESC,ui_mp_br_loot_icon_generic_crate,,4,2,1,,,,,,,,,,,,MP/BR_LOOT_CACHE,,,,,ui_mp_br_loot_icon_generic_crate,,0
item,br_loot_cache_lege,cache,4,1,,,,,,,MP/BR_LOOT_CACHE,MP/BR_LOOT_CACHE_DESC,ui_mp_br_loot_icon_generic_crate,br_legendary_loot_pickup,4,2,1,,,,,,,,,,,,MP/BR_LOOT_CACHE,,,,,ui_mp_br_loot_icon_generic_crate,,0
item,br_scavenger_quest_cache,cache,6,1,,,,,,,LUA_MENU_MOBILE/LOOT_CARD_SCAVENGER_LOOT_CACHE_TITLE,,ui_map_icon_ph_scavenger,,4,2,1,,,,,,,,,,,,LUA_MENU_MOBILE/LOOT_CARD_SCAVENGER_LOOT_CACHE_TITLE,,,,,ui_map_icon_ph_scavenger,,0
item,br_plunder_box,kiosk,1,1,,,,,,,MP_BR_INGAME/ARMORY_KIOSK,MP_BR_INGAME/ARMORY_KIOSK,hud_icon_br_plunder_box,,4,2,1,,hud_icon_br_plunder_box,,,,,,,,,,MP_BR_INGAME/ARMORY_KIOSK,,,,,hud_icon_br_plunder_box,,0
item,br_reusable_loot_cache,cache,6,1,,,,,,,LUA_MENU_MOBILE/REUSABLE_LOOT_CACHE,MP_BR_INGAME/ITEM_TYPE_CACHE,ui_mp_br_loot_icon_generic_crate,,4,2,1,,,,,,,,,,,,MP_BR_INGAME/ITEM_TYPE_CACHE,,,,,ui_mp_br_loot_icon_generic_crate,,0
item,brloot_backpack,container,0,1,,nodrop,,,,,LOOT_MP/BACKPACK,,hud_icon_loot_pack,,4,2,1,,,,,,,,,,,,LOOT_MP/BACKPACK,,,,,hud_icon_loot_pack,,0
item,brloot_backpack_player_small,container,0,1,,nodrop,,,,,LOOT_MP/BACKPACK,,hud_icon_loot_pack,,4,2,1,,,,,,,,,,,,LOOT_MP/BACKPACK,,,,,hud_icon_loot_pack,,0
item,brloot_backpack_player_medium,container,0,1,,nodrop,,,,,LOOT_MP/BACKPACK,,hud_icon_loot_pack,,4,2,1,,,,,,,,,,,,LOOT_MP/BACKPACK,,,,,hud_icon_loot_pack,,0
item,brloot_backpack_player_large,container,0,1,,nodrop,,,,,LOOT_MP/BACKPACK,,hud_icon_loot_pack,,4,2,1,,,,,,,,,,,,LOOT_MP/BACKPACK,,,,,hud_icon_loot_pack,,0
item,brloot_killstreak_clusterstrike_mgl,killstreak,3,1,,,,,,,KILLSTREAKS/TOMA_STRIKE,KILLSTREAKS/TOMA_STRIKE,hud_icon_killstreak_tomastrike,,,4,,toma_strike,,1,,,,,,,,,KILLSTREAKS/TOMA_STRIKE_MOBILE,,,,,hud_icon_killstreak_tomastrike,,0
